Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																			
Дата голосования: 07.12.2003 0:00:00																																																			
																																																			
Наименование Избирательной комиссии:    Лениногорская городская																																																			
																																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																			
																																																			
		Сумма	УИК №1800	УИК №1801	УИК №1802	УИК №1803	УИК №1804	УИК №1805	УИК №1806	УИК №1807	УИК №1808	УИК №1809	УИК №1810	УИК №1811	УИК №1812	УИК №1813	УИК №1814	УИК №1815	УИК №1816	УИК №1817	УИК №1818	УИК №1819	УИК №1820	УИК №1821	УИК №1822	УИК №1823	УИК №1824	УИК №1825	УИК №1826	УИК №1827	УИК №1828	УИК №1829	УИК №1830	УИК №1831	УИК №1832	УИК №1833	УИК №1834	УИК №1835	УИК №1836	УИК №1837	УИК №1838	УИК №1839	УИК №1840	УИК №1841	УИК №1842	УИК №1843					
1	"Число избирателей, внесенных в списки"	47541	802	1124	854	1163	1120	752	1060	968	1529	1360	942	1185	914	1079	1478	1326	1357	1392	1091	1016	987	1199	864	1087	1030	1041	936	1037	1363	1026	1022	1527	954	1008	1300	1136	1224	1309	1466	799	1085	241	934	454					
2	"Число бюллетеней, полученных участковыми комиссиями"	42694	727	984	768	1016	975	833	923	865	1350	1200	821	1067	827	965	1310	1175	1220	1250	994	1000	875	1057	762	976	923	928	840	920	1213	926	918	1377	862	897	1161	1024	1095	1157	1332	715	977	211	843	435					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	36174	601	803	616	812	742	666	795	742	1124	1153	723	900	669	803	1061	1015	1070	1099	834	764	648	920	651	839	814	737	710	780	1109	759	750	1251	764	808	943	864	1040	1022	1084	596	829	192	637	435					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1295	18	25	48	30	41	86	23	37	24	34	21	38	43	39	45	49	25	22	27	31	63	34	26	35	20	20	22	27	37	8	33	27	32	8	22	17	11	18	33	19	46	13	18	0					
6	Число погашенных бюллетеней	5225	108	156	104	174	192	81	105	86	202	13	77	129	115	123	204	111	125	129	133	205	164	103	85	102	89	171	108	113	67	159	135	99	66	81	196	143	44	117	215	100	102	6	188	0					
7	Число бюллетеней в переносных ящиках для голосования	1295	18	25	48	30	41	86	23	37	24	34	21	38	43	39	45	49	25	22	27	31	63	34	26	35	20	20	22	27	37	8	33	27	32	8	22	17	11	18	33	19	46	13	18	0					
8	Число бюллетеней в стационарных ящиках для голосования	36167	601	803	616	812	742	666	795	742	1124	1153	722	900	669	803	1060	1015	1068	1098	834	764	647	920	651	839	814	737	710	780	1109	759	750	1251	764	808	943	864	1040	1022	1084	596	828	192	637	435					
9	Число недействительных бюллетеней	751	3	5	16	37	2	2	3	5	40	344	0	3	18	9	12	7	8	21	9	3	3	10	0	29	4	24	7	22	16	8	8	0	24	0	7	11	8	3	1	9	0	1	8	1					
10	Число действительных бюллетеней	36711	616	823	648	805	781	750	815	774	1108	843	743	935	694	833	1093	1057	1085	1099	852	792	707	944	677	845	830	733	725	785	1130	759	775	1278	772	816	958	870	1043	1037	1116	606	874	204	647	434					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1046	10	30	20	15	15	30	30	20	30	26	35	15	30	30	40	25	35	25	20	30	20	20	15	27	25	12	18	30	35	23	20	35	20	25	30	25	25	30	40	10	20	10	20	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	851	8	28	12	11	11	27	22	18	30	19	20	15	27	17	35	18	34	21	16	20	20	15	14	23	22	11	16	19	35	20	13	33	14	20	22	16	23	27	35	10	20	2	12	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	456	1	5	13	7	9	5	4	5	8	5	1	5	3	2	12	2	5	4	0	0	2	2	5	2	4	3	3	3	0	4	0	3	2	3	1	1	5	1	7	1	1	1	2	304					
14	Число погашенных открепительных удостоверений	195	2	2	8	4	4	3	8	2	0	7	15	0	3	13	5	7	1	4	4	10	0	5	1	4	3	1	2	11	0	3	7	2	6	5	8	9	2	3	5	0	0	8	8	0					
15	Число открепительных удостоверений выданных ТИК	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0					
