Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																	
Дата голосования: 04.12.2011																																	
																																	
Наименование Избирательной комиссии:    Колышлейская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620					
1	"Число избирателей, внесенных в список избирателей"	20762	192	437	1223	385	369	427	855	700	1249	640	379	689	719	1363	604	881	802	594	327	1284	1112	1058	1040	1396	1246	791					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	20801	200	440	1209	405	382	433	852	727	1260	658	387	700	735	1345	608	890	817	613	380	1120	1115	1105	1190	1300	1130	800					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	10293	109	211	701	237	229	205	476	339	488	265	270	314	297	690	330	393	380	358	156	593	508	557	515	779	560	333					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1915	30	40	121	23	31	44	96	106	190	39	22	62	113	76	98	93	87	99	32	120	65	46	36	129	71	46					
6	Число погашенных избирательных бюллетеней	8593	61	189	387	145	122	184	280	282	582	354	95	324	325	579	180	404	350	156	192	407	542	502	639	392	499	421					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1915	30	40	121	23	31	44	96	106	190	39	22	62	113	76	98	93	87	99	32	120	65	46	36	129	71	46					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10293	109	211	701	237	229	205	476	339	488	265	270	314	297	690	330	393	380	358	156	593	508	557	515	779	560	333					
9	Число недействительных избирательных бюллетеней	121	1	2	23	4	1	0	0	6	4	1	3	4	1	5	3	8	8	2	2	9	3	6	6	4	12	3					
10	Число действительных избирательных бюллетеней	12087	138	249	799	256	259	249	572	439	674	303	289	372	409	761	425	478	459	455	186	704	570	597	545	904	619	376					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	335	3	5	20	30	8	5	10	15	15	10	10	15	10	18	10	10	25	10	5	13	10	25	10	20	10	13					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	249	2	1	14	23	6	1	7	10	11	0	3	14	8	18	2	4	21	10	5	13	9	22	6	20	8	11					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	113	3	3	2	4	3	2	1	3	2	1	0	3	5	6	2	3	3	1	1	8	5	3	4	41	2	2					
14	Число погашенных неиспользованных открепительных удостоверений	86	1	4	6	7	2	4	3	5	4	10	7	1	2	0	8	6	4	0	0	0	1	3	4	0	2	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	39	0	0	2	2	13	0	1	0	1	0	0	1	0	0	0	0	14	0	0	1	1	0	2	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1028	0	13	70	19	11	20	51	53	49	31	12	42	34	49	12	58	45	30	18	69	53	67	54	80	52	36					
		8.42%	0.00%	5.18%	8.52%	7.31%	4.23%	8.03%	8.92%	11.91%	7.23%	10.20%	4.11%	11.17%	8.29%	6.40%	2.80%	11.93%	9.64%	6.56%	9.57%	9.68%	9.25%	11.11%	9.80%	8.81%	8.24%	9.50%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1043	5	20	80	25	13	23	47	55	50	21	25	27	44	43	35	62	50	52	17	65	53	50	44	68	42	27					
		8.54%	3.60%	7.97%	9.73%	9.62%	5.00%	9.24%	8.22%	12.36%	7.37%	6.91%	8.56%	7.18%	10.73%	5.61%	8.18%	12.76%	10.71%	11.38%	9.04%	9.12%	9.25%	8.29%	7.99%	7.49%	6.66%	7.12%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	84	0	1	10	1	2	3	4	1	2	3	1	1	4	3	1	3	3	2	0	6	1	7	8	13	2	2					
		0.69%	0.00%	0.40%	1.22%	0.38%	0.77%	1.20%	0.70%	0.22%	0.29%	0.99%	0.34%	0.27%	0.98%	0.39%	0.23%	0.62%	0.64%	0.44%	0.00%	0.84%	0.17%	1.16%	1.45%	1.43%	0.32%	0.53%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2669	19	78	169	54	44	60	67	76	110	79	50	76	70	108	125	74	126	100	44	156	167	182	177	229	145	84					
		21.86%	13.67%	31.08%	20.56%	20.77%	16.92%	24.10%	11.71%	17.08%	16.22%	25.99%	17.12%	20.21%	17.07%	14.10%	29.21%	15.23%	26.98%	21.88%	23.40%	21.88%	29.14%	30.18%	32.12%	25.22%	22.98%	22.16%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	154	1	1	9	8	4	0	4	11	10	1	4	3	4	7	2	9	4	3	0	8	9	17	12	16	6	1					
		1.26%	0.72%	0.40%	1.09%	3.08%	1.54%	0.00%	0.70%	2.47%	1.47%	0.33%	1.37%	0.80%	0.98%	0.91%	0.47%	1.85%	0.86%	0.66%	0.00%	1.12%	1.57%	2.82%	2.18%	1.76%	0.95%	0.26%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7066	113	136	459	147	185	142	397	241	452	168	196	221	251	550	249	272	228	267	106	396	287	273	244	495	367	224					
		57.88%	81.29%	54.18%	55.84%	56.54%	71.15%	57.03%	69.41%	54.16%	66.67%	55.26%	67.12%	58.78%	61.22%	71.80%	58.18%	55.97%	48.82%	58.42%	56.38%	55.54%	50.09%	45.27%	44.28%	54.52%	58.16%	59.10%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	43	0	0	2	2	0	1	2	2	1	0	1	2	2	1	1	0	3	1	1	4	0	1	6	3	5	2					
		0.35%	0.00%	0.00%	0.24%	0.77%	0.00%	0.40%	0.35%	0.45%	0.15%	0.00%	0.34%	0.53%	0.49%	0.13%	0.23%	0.00%	0.64%	0.22%	0.53%	0.56%	0.00%	0.17%	1.09%	0.33%	0.79%	0.53%					
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
