Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																
Дата голосования: 02.12.2007																																
																																
Наименование Избирательной комиссии:    Колышлейская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626					
1	"Число избирателей, внесенных в списки избирателей"	21038	462	1309	415	438	368	873	711	1280	676	638	698	699	1345	659	893	819	616	371	806	1356	1537	1853	705	737	774					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	20234	455	1150	410	413	365	861	713	1224	669	640	700	683	1308	669	895	809	620	374	769	1348	1451	1506	709	730	763					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	14245	387	1022	282	374	187	748	541	563	464	599	503	365	782	465	672	565	491	282	446	1026	788	1191	468	458	576					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1956	35	116	25	12	52	90	114	187	75	7	127	85	69	107	94	100	74	34	28	48	38	286	33	52	68					
6	Число погашенных избирательных бюллетеней	4033	33	12	103	27	126	23	58	474	130	34	70	233	457	97	129	144	55	58	295	274	625	29	208	220	119					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1956	35	116	25	12	52	90	114	187	75	7	127	85	69	107	94	100	74	34	28	48	38	286	33	52	68					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14245	387	1022	282	374	187	748	541	563	464	599	503	365	782	465	672	565	491	282	446	1026	788	1191	468	458	576					
9	Число недействительных избирательных бюллетеней	155	3	12	3	3	2	7	4	0	2	0	14	7	16	2	2	5	7	4	0	5	8	6	1	2	40					
10	Число действительных избирательных бюллетеней	16046	419	1126	304	383	237	831	651	750	537	606	616	443	835	570	764	660	558	312	474	1069	818	1471	500	508	604					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	396	10	20	5	10	5	20	15	15	15	15	15	15	19	30	15	30	15	5	15	15	22	25	15	15	15					
