Выборы Президента Российской Федерации																																																																																											
Дата голосования: 04.03.2012																																																																																											
																																																																																											
Наименование Избирательной комиссии:    Балашихинская																																																																																											
																																																																																											
Сводная таблица итогов голосования																																																																																											
																																																																																											
	Число участковых избирательных комиссий	80																																																																																									
	Число участковых избирательных комиссий, приступивших к передаче сведений	80																																																																																									
																																																																																											
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80									
1	Число избирателей, включенных в список избирателей	179872	2441	3111	2372	2528	2388	2575	2463	2588	2689	2615	1728	2750	2997	2490	2450	2652	2670	2027	2386	1177	1484	2208	2425	2346	2325	2601	2586	2595	2203	2461	2240	2557	2724	2692	2612	2744	1312	1841	2654	2612	2650	2619	2315	2235	2948	2584	2372	1609	1696	1434	2426	1928	1946	1264	1209	1239	2824	2434	3305	2552	2692	2362	617	593	2343	2385	2313	2154	2040	2544	1526	2717	2006	859	995	1736	1534	2822	3250	2476									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	179900	2400	2700	2450	2550	2400	2600	2500	2600	2650	2600	1700	2700	2950	2450	2500	2700	2650	2050	2300	1200	1450	2250	2400	2300	2350	2600	2600	2600	2250	2500	2300	2550	2750	2750	2600	2750	1300	1850	2650	2650	2400	2700	2300	2250	2950	2600	2400	2350	1700	1450	2400	2500	1900	1250	1150	1150	2650	2300	3000	2650	2750	2400	500	550	2350	2350	2300	2100	2150	2600	1550	2800	2050	850	1000	1750	1450	2800	3000	2450									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	113688	1406	1392	1201	1704	1348	1658	1870	1559	1696	1457	1161	1622	1812	1501	1584	1704	1516	1192	1411	555	867	1414	1440	1624	1301	1483	1501	1361	1267	1475	1284	1666	1702	1726	1368	1472	1012	1333	1661	1904	1328	1500	1695	1327	1706	1240	1347	1567	1089	1119	1728	1786	905	640	765	813	2073	1730	2349	1903	1963	1351	274	267	1654	1837	1691	1538	1270	1740	1140	1763	1119	324	600	1267	865	2619	1781	1805									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	3729	29	446	110	28	29	29	12	50	25	53	1	23	41	15	11	19	22	18	8	38	7	6	6	24	36	89	43	19	21	26	35	18	24	16	29	222	19	15	24	45	305	43	13	29	11	31	26	42	22	15	19	142	54	99	122	19	108	106	28	84	79	18	17	4	0	2	54	17	4	5	68	70	49	178	41	1	2	53	4	14									
6	Число погашенных избирательных бюллетеней	62483	965	862	1139	818	1023	913	618	991	929	1090	538	1055	1097	934	905	977	1112	840	881	607	576	830	954	652	1013	1028	1056	1220	962	999	981	866	1024	1008	1203	1056	269	502	965	701	767	1157	592	894	1233	1329	1027	741	589	316	653	572	941	511	263	318	469	464	623	663	708	1031	209	279	696	511	555	545	876	855	342	967	882	348	359	482	583	128	1215	631									
