Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																			
Дата голосования: 07.12.2003 0:00:00																																																			
																																																			
"Наименование Избирательной комиссии:    Тольятти, Комсомольская"																																																			
																																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																			
																																																			
		Сумма	УИК №1631	УИК №1632	УИК №1633	УИК №1634	УИК №1635	УИК №1636	УИК №1637	УИК №1638	УИК №1639	УИК №1640	УИК №1641	УИК №1642	УИК №1643	УИК №1644	УИК №1645	УИК №1646	УИК №1647	УИК №1648	УИК №1649	УИК №1650	УИК №1651	УИК №1652	УИК №1653	УИК №1654	УИК №1655	УИК №1656	УИК №1657	УИК №1658	УИК №1659	УИК №1660	УИК №1661	УИК №1662	УИК №1663	УИК №1664	УИК №1665	УИК №1666	УИК №1667	УИК №1668	УИК №1669	УИК №1670	УИК №1671	УИК №1672	УИК №1673	УИК №1674					
1	"Число избирателей, внесенных в списки"	94874	2627	2507	2464	2258	2113	2366	2152	1923	1970	2162	2358	2223	2254	2270	2038	2249	2029	2109	2402	2269	1887	2129	2026	1790	2175	2209	1607	1972	1886	2374	2633	2568	2588	2434	1714	1963	1752	2430	2158	1207	1584	2429	2244	2372					
2	"Число бюллетеней, полученных участковыми комиссиями"	93500	2500	2500	2400	2200	2000	2300	2100	1900	1900	2100	2300	2200	2200	2200	2000	2200	2000	2100	2400	2200	1900	2100	2000	1800	2200	2200	1600	1900	1900	2400	2600	2600	2600	2400	1700	2000	1700	2400	2100	1200	1500	2400	2200	2400					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	47774	1396	1319	1219	1114	1112	1215	1233	1026	1041	1144	1219	1146	1205	1099	1002	1107	1071	1121	1244	1218	1003	1185	1044	647	1082	972	808	1157	892	1152	1152	1284	1388	1190	756	1007	933	1277	1142	482	625	1143	1108	1094					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1214	15	26	13	26	83	50	40	27	28	32	17	22	32	19	17	37	34	14	33	24	28	19	22	60	8	8	30	39	13	12	15	17	18	35	11	8	54	31	40	38	56	21	14	28					
6	Число погашенных бюллетеней	44512	1089	1155	1168	1060	805	1035	827	847	831	924	1064	1032	963	1082	981	1056	895	965	1123	958	869	896	934	1093	1110	1220	762	704	995	1236	1433	1299	1194	1175	933	985	713	1092	918	680	819	1236	1078	1278					
7	Число бюллетеней в переносных ящиках для голосования	1214	15	26	13	26	83	50	40	27	28	32	17	22	32	19	17	37	34	14	33	24	28	19	22	60	8	8	30	39	13	12	15	17	18	35	11	8	54	31	40	38	56	21	14	28					
8	Число бюллетеней в стационарных ящиках для голосования	47730	1396	1317	1219	1114	1111	1213	1233	1026	1040	1144	1218	1146	1205	1099	999	1105	1069	1121	1244	1214	1003	1181	1044	647	1082	972	808	1157	892	1152	1151	1283	1387	1186	756	1005	933	1266	1140	482	625	1143	1108	1094					
9	Число недействительных бюллетеней	563	7	8	7	8	16	8	15	7	13	16	7	20	12	10	8	9	6	15	15	7	8	7	11	8	22	3	12	26	7	16	15	12	30	19	8	25	27	22	4	10	14	20	11	12					
10	Число действительных бюллетеней	48381	1404	1335	1225	1132	1178	1255	1258	1046	1055	1160	1228	1148	1225	1108	1008	1133	1097	1120	1262	1231	1023	1193	1055	699	1068	977	826	1170	898	1148	1151	1288	1375	1202	759	988	960	1275	1176	510	667	1144	1111	1110					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	880	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	520	9	12	15	7	7	14	19	11	11	11	16	11	15	10	7	14	18	11	14	7	15	12	12	6	13	10	3	7	7	17	18	15	14	14	16	10	12	14	18	11	7	11	9	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	393	5	7	10	15	10	14	8	6	9	15	14	12	12	18	14	8	5	5	10	10	12	5	5	5	11	6	5	8	6	10	11	4	9	11	4	7	8	10	11	12	12	3	5	6					
14	Число погашенных открепительных удостоверений	360	11	8	5	13	13	6	1	9	9	9	4	9	5	10	13	6	2	9	6	13	5	8	8	14	7	10	17	13	13	3	2	5	6	6	4	10	8	6	2	9	13	9	11	10					
