Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																											
Дата голосования: 02.12.2007																											
																											
Наименование Избирательной комиссии:    Алексеевская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610					
1	"Число избирателей, внесенных в списки избирателей"	13899	1489	1808	1141	460	123	620	523	278	189	522	971	619	501	1770	357	666	409	501	767	185					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	14219	1510	1800	1160	490	134	620	615	330	230	540	970	630	510	1790	360	670	400	500	780	180					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9022	1057	1202	696	341	99	403	276	213	158	224	538	378	303	1380	169	502	173	351	455	104					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2389	87	145	200	55	10	169	203	50	28	249	202	120	104	140	143	104	140	84	102	54					
6	Число погашенных избирательных бюллетеней	2808	366	453	264	94	25	48	136	67	44	67	230	132	103	270	48	64	87	65	223	22					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2389	87	145	200	55	10	169	203	50	28	249	202	120	104	140	143	104	140	84	102	54					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9018	1056	1200	696	341	99	403	276	213	158	224	538	378	303	1380	169	501	173	351	455	104					
9	Число недействительных избирательных бюллетеней	65	11	3	2	3	1	2	0	0	11	1	3	2	2	9	3	1	0	7	4	0					
10	Число действительных избирательных бюллетеней	11342	1132	1342	894	393	108	570	479	263	175	472	737	496	405	1511	309	604	313	428	553	158					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	300	25	25	15	10	5	20	15	15	10	20	20	20	10	15	10	15	15	10	20	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	92	6	17	10	9	0	1	2	10	3	2	2	7	1	6	0	3	2	1	10	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	48	4	10	3	1	2	0	1	0	2	4	1	2	3	3	1	1	1	5	4	0					
14	Число погашенных неиспользованных открепительных удостоверений	208	19	8	5	1	5	19	13	5	7	18	18	13	9	9	10	12	13	9	10	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
