Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																					
Дата голосования: 02.12.2007																																					
																																					
Наименование Избирательной комиссии:    Родниковская																																					
																																					
Сводная таблица результатов выборов																																					
																																					
		Сумма	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730					
1	"Число избирателей, внесенных в списки избирателей"	30850	1620	1672	1395	1550	2060	2318	2244	2126	1988	1870	2106	2079	1618	387	364	443	211	394	157	110	694	179	186	569	613	92	658	196	408	543					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	29971	1606	1590	1318	1489	1942	2113	2158	2030	1977	1765	2109	1988	1597	377	377	467	214	393	161	113	695	197	189	550	639	94	666	208	400	549					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	14729	782	848	738	670	732	989	1068	889	970	838	962	931	751	246	177	255	108	210	56	62	252	133	136	337	385	58	476	155	208	307					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2118	43	76	52	59	176	140	82	97	37	171	42	114	101	27	88	50	45	26	52	13	214	18	20	63	71	13	82	22	65	59					
6	Число погашенных избирательных бюллетеней	13124	781	666	528	760	1034	984	1008	1044	970	756	1105	943	745	104	112	162	61	157	53	38	229	46	33	150	183	23	108	31	127	183					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2118	43	76	52	59	176	140	82	97	37	171	42	114	101	27	88	50	45	26	52	13	214	18	20	63	71	13	82	22	65	59					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14602	782	848	737	670	721	989	1068	889	969	838	962	817	751	246	177	255	108	210	56	62	252	133	136	337	385	58	476	155	208	307					
9	Число недействительных избирательных бюллетеней	105	5	7	7	1	1	9	13	10	6	7	4	5	6	1	1	0	1	0	0	1	3	1	0	0	4	1	4	0	2	5					
10	Число действительных избирательных бюллетеней	16615	820	917	782	728	896	1120	1137	976	1000	1002	1000	926	846	272	264	305	152	236	108	74	463	150	156	400	452	70	554	177	271	361					
