12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	657	30	30	20	15	10	10	10	15	15	10	5	15	5	15	5	15	15	15	15	15	15	15	10	5	6	15	10	10	10	15	10	10	11	10	15	15	5	15	15	15	10	10	0	0	0	0	0	0	0	20	10	10	10	0	10	10	10	10	10	10	5	0	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	496	3	13	7	6	6	4	15	3	9	6	16	8	4	6	5	9	15	7	1	9	3	1	13	4	30	4	19	31	5	1	5	5	3	5	22	13	21	10	7	8	1	41	2	8	8	2	0	6	4	0	5	2	18	2	1	6	2	13	9	0	1	1	2					
14	Число неиспользованных открепительных удостоверений	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	39	0	0	0	0	0	0	16	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																						
18	Богданов Андрей Владимирович	405	7	17	2	11	3	3	22	5	9	0	5	8	5	4	2	23	11	9	16	11	9	1	20	0	5	2	2	3	4	4	4	8	4	10	18	2	14	13	0	11	3	1	1	4	10	0	0	6	2	0	18	7	2	1	2	2	5	11	13	4	0	2	4					
		1.37%	0.64%	1.16%	0.80%	1.59%	1.15%	0.69%	2.50%	2.07%	0.64%	0.00%	2.22%	1.26%	3.01%	1.75%	1.29%	7.37%	1.10%	3.19%	1.46%	0.87%	1.13%	0.34%	2.60%	0.00%	1.29%	0.79%	0.62%	0.50%	1.83%	1.38%	1.09%	1.35%	1.08%	1.04%	1.89%	0.69%	8.24%	0.84%	0.00%	1.46%	0.93%	0.71%	0.51%	4.30%	1.93%	0.00%	0.00%	3.33%	1.64%	0.00%	12.08%	3.11%	0.49%	0.58%	0.66%	1.57%	1.78%	1.14%	2.63%	1.17%	0.00%	2.99%	2.45%					
19	Жириновский Владимир Вольфович	4473	198	229	41	104	34	64	128	21	218	42	26	95	31	42	17	35	168	41	181	204	110	75	110	19	66	53	69	95	31	34	44	86	45	179	141	35	25	217	256	123	55	16	26	12	66	5	6	29	21	5	10	23	73	12	39	18	38	131	61	40	19	9	27					
		15.08%	18.13%	15.66%	16.40%	14.99%	13.08%	14.65%	14.56%	8.71%	15.59%	12.69%	11.56%	14.91%	18.67%	18.42%	10.97%	11.22%	16.73%	14.54%	16.47%	16.22%	13.85%	25.42%	14.30%	12.58%	17.01%	20.87%	21.43%	15.83%	14.16%	11.76%	11.96%	14.50%	12.13%	18.68%	14.80%	12.07%	14.71%	14.09%	16.99%	16.33%	17.08%	11.43%	13.33%	12.90%	12.77%	6.41%	7.89%	16.11%	17.21%	11.36%	6.71%	10.22%	17.72%	6.98%	12.79%	14.17%	13.52%	13.60%	12.35%	11.70%	9.74%	13.43%	16.56%					
20	Зюганов Геннадий Андреевич	2972	104	159	21	90	39	43	139	36	147	23	25	43	7	30	12	24	95	31	116	101	55	18	87	5	36	24	52	82	28	20	37	55	44	109	115	22	11	127	0	76	36	13	16	11	72	15	14	18	13	8	15	11	36	36	44	16	33	135	69	33	24	6	10					
		10.02%	9.52%	10.88%	8.40%	12.97%	15.00%	9.84%	15.81%	14.94%	10.52%	6.95%	11.11%	6.75%	4.22%	13.16%	7.74%	7.69%	9.46%	10.99%	10.56%	8.03%	6.93%	6.10%	11.31%	3.31%	9.28%	9.45%	16.15%	13.67%	12.79%	6.92%	10.05%	9.27%	11.86%	11.38%	12.07%	7.59%	6.47%	8.25%	0.00%	10.09%	11.18%	9.29%	8.21%	11.83%	13.93%	19.23%	18.42%	10.00%	10.66%	18.18%	10.07%	4.89%	8.74%	20.93%	14.43%	12.60%	11.74%	14.02%	13.97%	9.65%	12.31%	8.96%	6.13%					
21	Медведев Дмитрий Анатольевич	21112	775	1040	175	478	178	323	572	173	1009	266	102	482	121	151	124	200	712	197	774	865	616	197	547	126	175	174	196	417	155	228	281	440	276	627	676	229	120	1097	1235	505	225	96	147	66	367	58	56	127	86	31	103	180	293	122	217	90	204	683	350	262	150	50	115					
		71.19%	70.97%	71.14%	70.00%	68.88%	68.46%	73.91%	65.07%	71.78%	72.17%	80.36%	45.33%	75.67%	72.89%	66.23%	80.00%	64.10%	70.92%	69.86%	70.43%	68.76%	77.58%	66.78%	71.13%	83.44%	45.10%	68.50%	60.87%	69.50%	70.78%	78.89%	76.36%	74.20%	74.39%	65.45%	70.93%	78.97%	70.59%	71.23%	82.01%	67.07%	69.88%	68.57%	75.38%	70.97%	70.99%	74.36%	73.68%	70.56%	70.49%	70.45%	69.13%	80.00%	71.12%	70.93%	71.15%	70.87%	72.60%	70.92%	70.85%	76.61%	76.92%	74.63%	70.55%					
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
