Выборы Президента Российской Федерации																																																																														
Дата голосования: 04.03.2012																																																																														
																																																																														
Наименование Избирательной комиссии:    Новокузнецкая																																																																														
																																																																														
Сводная таблица итогов голосования																																																																														
																																																																														
	Число участковых избирательных комиссий	67																																																																												
	Число участковых избирательных комиссий, приступивших к передаче сведений	67																																																																												
																																																																														
		Сумма	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252	УИК №1253	УИК №1254	УИК №1255	УИК №1256	УИК №1257	УИК №1258	УИК №1259	УИК №1260	УИК №1261	УИК №1262	УИК №1263	УИК №1264	УИК №1265	УИК №1266	УИК №1267	УИК №1268	УИК №1269	УИК №1270	УИК №1271	УИК №1272	УИК №1273	УИК №1274	УИК №1275	УИК №1276	УИК №1277	УИК №1278	УИК №1279	УИК №1280	УИК №1281	УИК №1282	УИК №1283	УИК №1284	УИК №1285	УИК №1286	УИК №1287	УИК №1288	УИК №1289	УИК №1290	УИК №1291	УИК №1292	УИК №1293	УИК №1294	УИК №1295	УИК №1296	УИК №1297	УИК №1298	УИК №1299	УИК №1300	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312									
1	Число избирателей, включенных в список избирателей	36578	1160	210	2119	131	322	875	305	537	1266	311	2023	414	315	955	115	290	187	387	1406	386	1314	1469	929	385	881	186	506	74	392	728	228	338	434	772	446	1247	211	857	238	341	208	1854	1776	971	309	136	236	106	572	90	82	219	150	49	162	279	323	87	200	378	147	569	1076	367	253	231	58									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	37117	1170	215	2120	125	320	910	315	550	1340	310	2030	425	310	980	115	290	185	380	1370	390	1330	1515	970	400	905	200	500	110	390	720	245	350	430	760	430	1240	215	900	235	325	195	1885	1800	975	320	125	245	100	570	95	90	220	150	60	170	280	350	100	200	390	160	575	1100	385	270	230	57									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	26482	776	139	1498	74	227	671	191	388	912	235	1397	245	173	640	100	160	125	287	935	221	1010	1186	725	291	673	160	391	57	276	550	153	255	308	479	339	894	138	687	178	251	96	1455	1422	677	234	95	153	64	424	71	81	172	125	47	118	234	272	76	122	278	89	376	778	250	179	162	37									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	2226	49	5	86	10	14	31	39	29	148	36	86	40	23	80	5	59	11	26	40	29	34	43	54	32	68	4	17	4	37	56	26	16	42	53	19	37	10	46	24	34	65	46	39	29	10	25	17	22	65	10	0	11	4	0	16	12	14	7	44	29	37	47	76	37	30	12	20									
6	Число погашенных избирательных бюллетеней	8409	345	71	536	41	79	208	85	133	280	39	547	140	114	260	10	71	49	67	395	140	286	286	191	77	164	36	92	49	77	114	66	79	80	228	72	309	67	167	33	40	34	384	339	269	76	5	75	14	81	14	9	37	21	13	36	34	64	17	34	83	34	152	246	98	61	56	0									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2226	49	5	86	10	14	31	39	29	148	36	86	40	23	80	5	59	11	26	40	29	34	43	54	32	68	4	17	4	37	56	26	16	42	53	19	37	10	46	24	34	65	46	39	29	10	25	17	22	65	10	0	11	4	0	16	12	14	7	44	29	37	47	76	37	30	12	20									
