Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																										
Дата голосования: 18.09.2016																										
																										
"Наименование Избирательной комиссии:    Чита, Железнодорожная"																										
																										
Сводная таблица итогов голосования по федеральному избирательному округу																										
																										
		Сумма	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	38786	2517	2862	2688	2915	2534	2621	2967	2154	2191	2735	3007	2967	2592	1694	2342									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	31000	2000	2300	2200	2400	2000	2100	2400	1700	1800	2300	2300	2400	2000	1300	1800									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	10804	699	658	795	860	788	613	684	698	495	703	1159	697	790	356	809									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	506	14	25	25	30	21	79	14	20	24	23	31	27	27	133	13									
6	Число погашенных избирательных бюллетеней	19690	1287	1617	1380	1510	1191	1408	1702	982	1281	1574	1110	1676	1183	811	978									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	506	14	25	25	30	21	79	14	20	24	23	31	27	27	133	13									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	10782	685	658	795	860	788	613	683	698	495	701	1159	697	785	356	809									
9	Число недействительных избирательных бюллетеней	301	16	23	25	30	25	23	20	25	13	21	31	13	16	6	14									
10	Число действительных избирательных бюллетеней	10987	683	660	795	860	784	669	677	693	506	703	1159	711	796	483	808									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	820	50	50	50	50	50	50	50	80	50	50	80	50	50	50	60									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	203	15	10	18	18	10	10	6	5	8	22	36	21	13	3	8									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	291	13	5	11	9	8	5	6	60	19	12	102	5	7	14	15									
14	Число погашенных неиспользованных открепительных удостоверений	617	35	40	32	32	40	40	44	75	42	28	44	29	37	47	52									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	54	3	2	0	2	1	4	1	2	4	3	25	1	2	3	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																										
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	206	7	12	8	10	11	19	11	5	7	10	23	23	38	8	14									
		1.82%	1.00%	1.76%	0.98%	1.12%	1.36%	2.75%	1.58%	0.70%	1.35%	1.38%	1.93%	3.18%	4.68%	1.64%	1.70%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	408	23	44	21	21	24	34	32	27	25	22	38	16	33	18	30									
		3.61%	3.29%	6.44%	2.56%	2.36%	2.97%	4.91%	4.59%	3.76%	4.82%	3.04%	3.19%	2.21%	4.06%	3.68%	3.65%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	264	17	18	13	21	24	21	16	16	10	23	26	12	19	9	19									
		2.34%	2.43%	2.64%	1.59%	2.36%	2.97%	3.03%	2.30%	2.23%	1.93%	3.18%	2.18%	1.66%	2.34%	1.84%	2.31%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3312	193	189	237	293	220	184	221	185	135	199	403	234	231	153	235									
		29.34%	27.61%	27.67%	28.90%	32.92%	27.19%	26.59%	31.71%	25.77%	26.01%	27.49%	33.87%	32.32%	28.45%	31.29%	28.59%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	126	5	4	11	12	14	5	5	7	6	7	15	14	9	4	8									
		1.12%	0.72%	0.59%	1.34%	1.35%	1.73%	0.72%	0.72%	0.97%	1.16%	0.97%	1.26%	1.93%	1.11%	0.82%	0.97%									
24	"6. Политическая партия ""Гражданская Платформа"""	61	11	4	1	5	9	4	1	2	2	0	1	4	0	11	6									
		0.54%	1.57%	0.59%	0.12%	0.56%	1.11%	0.58%	0.14%	0.28%	0.39%	0.00%	0.08%	0.55%	0.00%	2.25%	0.73%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3473	240	198	216	234	242	216	200	221	184	258	398	203	275	141	247									
		30.77%	34.33%	28.99%	26.34%	26.29%	29.91%	31.21%	28.69%	30.78%	35.45%	35.64%	33.45%	28.04%	33.87%	28.83%	30.05%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	81	6	5	4	12	1	5	7	3	2	4	3	9	11	5	4									
		0.72%	0.86%	0.73%	0.49%	1.35%	0.12%	0.72%	1.00%	0.42%	0.39%	0.55%	0.25%	1.24%	1.35%	1.02%	0.49%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	103	6	5	9	9	5	5	5	15	6	4	9	4	10	8	3									
		0.91%	0.86%	0.73%	1.10%	1.01%	0.62%	0.72%	0.72%	2.09%	1.16%	0.55%	0.76%	0.55%	1.23%	1.64%	0.36%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	22	1	2	0	3	1	2	1	2	1	1	3	0	1	3	1									
		0.19%	0.14%	0.29%	0.00%	0.34%	0.12%	0.29%	0.14%	0.28%	0.19%	0.14%	0.25%	0.00%	0.12%	0.61%	0.12%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	128	8	14	9	7	6	5	8	8	3	10	17	4	5	7	17									
		1.13%	1.14%	2.05%	1.10%	0.79%	0.74%	0.72%	1.15%	1.11%	0.58%	1.38%	1.43%	0.55%	0.62%	1.43%	2.07%									
