Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																															
Дата голосования: 07.12.2003 0:00:00																															
																															
Наименование Избирательной комиссии:    Сапожковская																															
																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																															
																															
		Сумма	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759					
1	"Число избирателей, внесенных в списки"	10103	836	873	868	929	134	182	98	382	302	86	202	136	757	297	181	89	256	205	142	1003	474	1093	235	343					
2	"Число бюллетеней, полученных участковыми комиссиями"	9940	830	860	850	900	130	170	90	380	310	85	200	130	760	290	170	85	250	200	130	1000	470	1090	230	330					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	4991	478	484	457	416	97	110	77	193	179	66	114	60	289	156	113	27	104	107	66	412	202	542	75	167					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1287	46	60	67	79	7	17	0	49	32	5	30	22	111	43	27	14	61	39	46	157	86	111	102	76					
6	Число погашенных бюллетеней	3662	306	316	326	405	26	43	13	138	99	14	56	48	360	91	30	44	85	54	18	431	182	437	53	87					
7	Число бюллетеней в переносных ящиках для голосования	1287	46	60	67	79	7	17	0	49	32	5	30	22	111	43	27	14	61	39	46	157	86	111	102	76					
8	Число бюллетеней в стационарных ящиках для голосования	4991	478	484	457	416	97	110	77	193	179	66	114	60	289	156	113	27	104	107	66	412	202	542	75	167					
9	Число недействительных бюллетеней	155	6	7	8	12	2	5	8	9	12	2	1	2	26	11	0	4	8	2	2	7	2	13	3	3					
10	Число действительных бюллетеней	6123	518	537	516	483	102	122	69	233	199	69	143	80	374	188	140	37	157	144	110	562	286	640	174	240					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	298	25	25	25	26	4	5	3	11	10	3	6	4	24	9	5	3	8	6	4	30	14	32	7	9					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	57	12	2	11	12	0	0	0	0	5	3	0	1	0	0	0	0	1	0	0	5	1	4	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	57	0	2	5	4	2	3	6	4	3	0	2	1	4	1	0	2	4	1	2	0	3	2	3	3					
14	Число погашенных открепительных удостоверений	241	13	23	14	14	4	5	3	11	5	0	6	3	24	9	5	3	7	6	4	25	13	28	7	9					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
18	"1. ""ЕДИНЕНИЕ"""	107	9	6	2	2	2	2	1	7	4	2	3	4	15	5	0	0	2	3	2	9	7	10	6	4					
		1.70%	1.71%	1.10%	0.38%	0.40%	1.92%	1.57%	1.29%	2.89%	1.89%	2.81%	2.08%	4.87%	3.75%	2.51%	0.0%	0.0%	1.21%	2.05%	1.78%	1.58%	2.43%	1.53%	3.38%	1.64%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	138	15	14	16	16	3	0	2	9	2	0	3	1	8	0	2	1	3	1	1	20	5	10	2	4					
		2.19%	2.86%	2.57%	3.05%	3.23%	2.88%	0.0%	2.59%	3.71%	0.94%	0.0%	2.08%	1.21%	2.0%	0.0%	1.42%	2.43%	1.81%	0.68%	0.89%	3.51%	1.73%	1.53%	1.12%	1.64%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	653	60	65	64	51	6	7	9	28	15	4	10	4	32	17	14	4	20	10	6	79	29	72	17	30					
		10.40%	11.45%	11.94%	12.21%	10.30%	5.76%	5.51%	11.68%	11.57%	7.10%	5.63%	6.94%	4.87%	8.0%	8.54%	9.99%	9.75%	12.12%	6.84%	5.35%	13.88%	10.06%	11.02%	9.60%	12.34%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	88	16	19	8	7	0	4	0	1	2	0	1	2	6	3	0	2	3	1	0	6	2	4	1	0					
		1.40%	3.05%	3.49%	1.52%	1.41%	0.0%	3.14%	0.0%	0.41%	0.94%	0.0%	0.69%	2.43%	1.5%	1.50%	0.0%	4.87%	1.81%	0.68%	0.0%	1.05%	0.69%	0.61%	0.56%	0.0%					
22	"5. ""За Русь Святую"""	40	5	5	2	6	0	0	1	1	0	0	1	1	4	0	0	0	1	1	0	4	2	3	2	1					
		0.63%	0.95%	0.91%	0.38%	1.21%	0.0%	0.0%	1.29%	0.41%	0.0%	0.0%	0.69%	1.21%	1.0%	0.0%	0.0%	0.0%	0.60%	0.68%	0.0%	0.70%	0.69%	0.45%	1.12%	0.41%					
