Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																		
Дата голосования: 07.12.2003 0:00:00																																																		
																																																		
"Наименование Избирательной комиссии:    Махачкала, Советская"																																																		
																																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																		
																																																		
		Сумма	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №1623	УИК №1624	УИК №1625	УИК №1626	УИК №1627	УИК №1628	УИК №1629	УИК №1630	УИК №1631	УИК №1632	УИК №1633	УИК №1634	УИК №1635	УИК №1636	УИК №1637	УИК №1638	УИК №1639	УИК №1640	УИК №1641	УИК №1642	УИК №1643	УИК №1644	УИК №1645	УИК №1646	УИК №1647	УИК №1648	УИК №1649	УИК №1650	УИК №1651	УИК №1652	УИК №1653	УИК №1654	УИК №1655	УИК №1656	УИК №1657					
1	"Число избирателей, внесенных в списки"	95008	2482	2506	2334	1751	2239	2198	1944	2551	1774	2283	2098	1915	1707	1497	2695	2125	2060	3154	1661	2333	2120	2141	2734	2507	1165	1714	2530	2340	2371	2232	2371	2613	2500	1817	1946	2651	2068	1955	2904	2642	2303	2118	1959					
2	"Число бюллетеней, полученных участковыми комиссиями"	89250	2300	2400	2200	1700	2300	2050	1800	2400	1650	2050	1950	1800	1600	1400	2500	1900	1900	2950	1550	2200	2000	2000	2550	2350	1000	1700	2300	2200	2200	2100	2300	2450	2450	1700	1800	2600	2000	1800	2700	2500	2150	2000	1800					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	86117	2207	2289	1873	1700	2223	2027	1769	2361	1632	2005	1900	1782	1570	1400	2484	1765	1854	2714	1526	2116	1950	1965	2550	1880	984	1679	1724	2200	2172	2053	2300	2450	2413	1700	1779	2493	1923	1697	2700	2500	2018	1995	1795					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	535	8	0	238	0	6	0	3	0	0	0	0	5	0	0	8	135	9	0	4	0	0	4	0	1	16	0	0	0	8	0	0	0	0	0	4	0	0	0	0	0	81	5	0					
6	Число погашенных бюллетеней	2409	85	11	0	0	71	23	28	39	18	45	50	13	30	0	8	0	37	236	20	84	50	31	0	469	0	21	576	0	20	47	0	0	37	0	17	107	77	103	0	0	51	0	5					
7	Число бюллетеней в переносных ящиках для голосования	535	8	0	238	0	6	0	3	0	0	0	0	5	0	0	8	135	9	0	4	0	0	4	0	1	16	0	0	0	8	0	0	0	0	0	4	0	0	0	0	0	81	5	0					
8	Число бюллетеней в стационарных ящиках для голосования	86000	2207	2189	1873	1700	2223	2027	1769	2361	1632	2005	1900	1782	1570	1400	2484	1765	1854	2714	1526	2116	1950	1965	2550	1880	984	1679	1724	2200	2172	2053	2300	2450	2413	1700	1779	2493	1923	1697	2700	2500	2018	1978	1795					
9	Число недействительных бюллетеней	143	5	12	7	5	6	0	3	32	0	0	0	0	40	0	1	11	3	0	0	0	0	2	0	8	0	0	0	0	0	2	0	0	0	0	2	0	0	4	0	0	0	0	0					
10	Число действительных бюллетеней	86392	2210	2177	2104	1695	2223	2027	1769	2329	1632	2005	1900	1787	1530	1400	2491	1889	1860	2714	1530	2116	1950	1967	2550	1873	1000	1679	1724	2200	2180	2051	2300	2450	2413	1700	1781	2493	1923	1693	2700	2500	2099	1983	1795					
