Выборы Президента Российской Федерации																																											
Дата голосования: 02.03.2008																																											
																																											
Наименование Избирательной комиссии:    Саровская городская																																											
																																											
Сводная таблица результатов выборов																																											
																																											
	Число участковых избирательных комиссий	36																																									
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	36																																									
																																											
		Сумма	УИК №2037	УИК №2038	УИК №2039	УИК №2040	УИК №2041	УИК №2042	УИК №2043	УИК №2044	УИК №2045	УИК №2046	УИК №2047	УИК №2048	УИК №2049	УИК №2050	УИК №2051	УИК №2052	УИК №2053	УИК №2054	УИК №2055	УИК №2056	УИК №2057	УИК №2058	УИК №2059	УИК №2060	УИК №2061	УИК №2062	УИК №2063	УИК №2064	УИК №2065	УИК №2066	УИК №2067	УИК №2068	УИК №2069	УИК №2070	УИК №2071	УИК №2072					
1	"Число избирателей, включенных в списки избирателей"	76433	1585	1537	1299	3042	2101	2222	2186	2909	2156	2133	2222	2503	2770	2117	2103	1966	1902	1892	1947	2050	2179	2067	2007	2114	2031	2209	2119	1980	2154	2159	1960	2047	1991	2243	2076	2455					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	70800	1500	1200	1000	2500	2000	2000	2000	2500	2000	2000	2000	2000	2500	2000	2000	1950	1900	1900	1950	2000	2000	2000	2000	2000	2000	2000	2000	1950	2000	2000	1950	2000	2000	2000	2000	2000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	47977	896	863	810	2229	1371	1418	1376	1777	1386	1352	1481	1658	1600	1290	1214	1248	1173	1235	1205	1279	1403	1227	1319	1318	1302	1402	1318	1270	1273	1351	1233	1248	1211	1392	1317	1532					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	1555	19	46	15	38	25	15	18	28	22	16	20	15	513	50	6	43	52	17	33	29	24	57	35	34	48	45	30	15	43	38	34	32	25	33	21	21					
6	Число погашенных избирательных бюллетеней	21268	585	291	175	233	604	567	606	695	592	632	499	327	387	660	780	659	675	648	712	692	573	716	646	648	650	553	652	665	684	611	683	720	764	575	662	447					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1554	19	46	15	38	25	15	18	28	22	16	20	15	512	50	6	43	52	17	33	29	24	57	35	34	48	45	30	15	43	38	34	32	25	33	21	21					
8	Число бюллетеней в стационарных ящиках для голосования	47943	896	862	810	2229	1371	1416	1375	1775	1386	1352	1481	1657	1598	1290	1214	1247	1172	1235	1204	1278	1403	1225	1315	1318	1302	1400	1318	1266	1273	1347	1232	1247	1210	1392	1317	1530					
9	Число недействительных избирательных бюллетеней	887	15	19	12	33	17	26	33	35	31	31	27	33	25	18	13	26	32	20	16	16	33	29	14	25	37	15	31	28	36	17	23	17	23	29	20	32					
10	Число действительных избирательных бюллетеней	48610	900	889	813	2234	1379	1405	1360	1768	1377	1337	1474	1639	2085	1322	1207	1264	1192	1232	1221	1291	1394	1253	1336	1327	1313	1430	1317	1253	1280	1368	1243	1262	1212	1396	1318	1519					
11	Число полученных открепительных  удостоверений	925	20	20	30	35	20	30	20	30	20	20	25	20	25	20	20	20	15	30	25	20	20	20	15	25	35	40	35	35	45	30	20	30	25	30	15	40					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	669	10	16	17	22	13	23	17	22	14	17	20	17	24	9	15	11	10	23	23	16	16	15	13	22	17	22	26	27	27	22	16	23	18	23	13	30					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	401	9	15	8	15	11	7	12	18	7	24	5	14	12	32	7	16	6	4	3	4	9	31	4	9	15	9	17	5	14	12	6	4	7	10	5	15					
14	Число неиспользованных открепительных удостоверений	256	10	4	13	13	7	7	3	8	6	3	5	3	1	11	5	9	5	7	2	4	4	5	2	3	18	18	9	8	18	8	4	7	7	7	2	10					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	17	0	0	0	0	1	0	0	3	0	1	1	0	0	1	0	0	0	0	0	0	2	0	0	2	0	1	0	2	1	1	0	0	0	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																											
18	Богданов Андрей Владимирович	928	21	21	9	28	29	26	22	36	26	32	30	34	28	24	22	18	24	25	36	25	25	21	14	25	33	30	30	23	31	30	23	33	24	27	22	21					
		1.87%	2.30%	2.31%	1.09%	1.24%	2.08%	1.82%	1.58%	1.99%	1.85%	2.34%	1.99%	2.03%	1.33%	1.79%	1.80%	1.40%	1.96%	1.99%	2.91%	1.91%	1.75%	1.64%	1.04%	1.85%	2.44%	2.08%	2.23%	1.80%	2.36%	2.17%	1.82%	2.58%	1.94%	1.89%	1.64%	1.35%					
19	Жириновский Владимир Вольфович	6630	128	157	125	455	216	205	182	261	230	173	233	223	361	150	238	138	132	154	146	101	198	140	178	167	129	191	144	179	144	163	147	159	152	169	158	204					
		13.39%	13.99%	17.29%	15.15%	20.07%	15.47%	14.33%	13.07%	14.48%	16.34%	12.65%	15.52%	13.34%	17.11%	11.19%	19.51%	10.70%	10.78%	12.30%	11.80%	7.73%	13.88%	10.92%	13.19%	12.35%	9.56%	13.22%	10.68%	13.97%	10.94%	11.77%	11.61%	12.43%	12.31%	11.86%	11.81%	13.15%					
20	Зюганов Геннадий Андреевич	12584	139	166	85	316	362	394	380	413	338	355	421	393	388	363	239	342	365	377	326	398	407	357	348	396	398	381	380	372	349	352	391	399	360	406	392	336					
