Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																									
Дата голосования: 07.12.2003 0:00:00																																									
																																									
"Наименование Избирательной комиссии:    Сочи, Хостинская"																																									
																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																									
																																									
		Сумма	УИК №4501	УИК №4502	УИК №4503	УИК №4504	УИК №4505	УИК №4506	УИК №4507	УИК №4508	УИК №4509	УИК №4510	УИК №4511	УИК №4512	УИК №4513	УИК №4514	УИК №4515	УИК №4516	УИК №4517	УИК №4518	УИК №4519	УИК №4520	УИК №4521	УИК №4522	УИК №4523	УИК №4524	УИК №4525	УИК №4526	УИК №4527	УИК №4528	УИК №4529	УИК №4530	УИК №4531	УИК №4532	УИК №4533	УИК №4534					
1	"Число избирателей, внесенных в списки"	54467	1336	1089	1890	1720	1232	1326	1023	1804	2500	1521	1780	1065	2753	2675	2206	1026	1072	1760	2012	1038	2623	989	903	2262	788	451	1711	1775	1657	653	2768	2197	2596	266					
2	"Число бюллетеней, полученных участковыми комиссиями"	53400	1300	1050	1850	1700	1200	1300	1050	1800	2450	1500	1750	1050	2750	2700	2200	1000	950	1700	2000	1000	2600	950	900	2200	700	400	1650	1750	1600	650	2750	2150	2550	250					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	23449	589	491	866	485	377	496	382	837	778	663	806	342	1185	1340	1092	389	531	769	840	386	982	432	396	837	410	158	779	967	822	350	1320	920	1279	153					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	918	0	10	5	107	76	17	32	26	37	25	23	26	16	31	39	22	9	21	60	15	17	1	14	50	5	10	55	33	25	25	47	5	22	12					
6	Число погашенных бюллетеней	29033	711	549	979	1108	747	787	636	937	1635	812	921	682	1549	1329	1069	589	410	910	1100	599	1601	517	490	1313	285	232	816	750	753	275	1383	1225	1249	85					
7	Число бюллетеней в переносных ящиках для голосования	918	0	10	5	107	76	17	32	26	37	25	23	26	16	31	39	22	9	21	60	15	17	1	14	50	5	10	55	33	25	25	47	5	22	12					
8	Число бюллетеней в стационарных ящиках для голосования	23440	589	491	866	485	377	496	382	841	778	663	806	342	1185	1338	1092	389	531	769	840	386	982	432	396	837	410	158	778	967	812	350	1320	920	1279	153					
9	Число недействительных бюллетеней	342	10	28	47	9	2	9	9	18	10	13	5	4	8	18	11	4	0	14	5	6	12	9	4	5	7	3	11	7	4	3	22	6	18	1					
10	Число действительных бюллетеней	24016	579	473	824	583	451	504	405	849	805	675	824	364	1193	1351	1120	407	540	776	895	395	987	424	406	882	408	165	822	993	833	372	1345	919	1283	164					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	275	5	5	5	5	5	5	5	10	5	5	15	5	5	10	10	10	5	5	10	5	35	5	5	15	5	5	10	10	10	5	15	5	10	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	145	1	2	0	2	0	3	0	7	5	0	13	3	4	10	6	6	4	1	10	2	15	1	4	8	0	1	3	4	6	1	11	5	7	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	321	4	2	2	2	1	3	0	3	4	4	5	8	2	2	9	3	77	53	4	2	2	13	4	11	46	20	15	5	6	3	2	2	2	0					
14	Число погашенных открепительных удостоверений	130	4	3	5	3	5	2	5	3	0	5	2	2	1	0	4	4	1	4	0	3	20	4	1	7	5	4	7	6	4	4	4	0	3	5					
15	Число открепительных удостоверений выданных ТИК	3	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																									
18	"1. ""ЕДИНЕНИЕ"""	359	33	18	36	10	3	11	26	5	9	6	3	5	8	10	12	6	9	4	21	6	11	4	6	8	6	3	15	11	11	11	17	4	10	1					
		1.47%	5.60%	3.59%	4.13%	1.68%	0.66%	2.14%	6.28%	0.57%	1.10%	0.87%	0.36%	1.35%	0.66%	0.73%	1.06%	1.45%	1.66%	0.50%	2.33%	1.49%	1.10%	0.92%	1.46%	0.90%	1.44%	1.78%	1.80%	1.1%	1.31%	2.93%	1.24%	0.43%	0.76%	0.60%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1032	17	10	37	33	1	15	18	58	48	55	61	11	88	63	59	24	39	31	60	14	40	18	26	35	12	0	28	23	18	9	31	23	24	3					
		4.23%	2.88%	1.99%	4.24%	5.57%	0.22%	2.92%	4.34%	6.68%	5.88%	7.99%	7.35%	2.98%	7.32%	4.60%	5.21%	5.83%	7.22%	3.92%	6.66%	3.49%	4.00%	4.15%	6.34%	3.94%	2.89%	0.0%	3.36%	2.3%	2.15%	2.4%	2.26%	2.48%	1.84%	1.81%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	566	3	7	24	5	3	3	5	29	14	12	21	10	34	29	29	8	14	30	19	14	27	15	11	12	10	4	25	32	22	7	32	19	36	1					
		2.32%	0.50%	1.39%	2.75%	0.84%	0.66%	0.58%	1.20%	3.34%	1.71%	1.74%	2.53%	2.71%	2.83%	2.11%	2.56%	1.94%	2.59%	3.79%	2.11%	3.49%	2.70%	3.46%	2.68%	1.35%	2.40%	2.38%	3.00%	3.2%	2.62%	1.86%	2.34%	2.05%	2.76%	0.60%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1248	26	18	34	25	12	29	14	85	60	48	42	24	89	115	83	24	37	47	57	12	40	28	19	31	18	3	20	35	39	19	37	34	44	0					
