Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																		
Дата голосования: 07.12.2003 0:00:00																																		
																																		
Наименование Избирательной комиссии:    Лысогорская																																		
																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																		
																																		
		Сумма	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912					
1	"Число избирателей, внесенных в списки"	15910	2371	2054	1712	813	304	533	73	319	473	531	70	664	146	450	161	464	472	410	238	1152	170	119	182	596	562	438	433					
2	"Число бюллетеней, полученных участковыми комиссиями"	15753	2335	2022	1637	814	293	514	71	327	467	517	74	673	183	452	154	460	464	411	238	1189	162	121	178	577	562	423	435					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9390	1291	1036	916	478	164	394	55	257	305	386	50	366	116	305	85	264	255	273	194	621	120	90	131	386	321	301	230					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1145	75	48	59	27	74	47	10	11	45	17	3	137	30	46	32	41	32	44	0	113	17	8	7	103	54	39	26					
6	Число погашенных бюллетеней	5218	969	938	662	309	55	73	6	59	117	114	21	170	37	101	37	155	177	94	44	455	25	23	40	88	187	83	179					
7	Число бюллетеней в переносных ящиках для голосования	1145	75	48	59	27	74	47	10	11	45	17	3	137	30	46	32	41	32	44	0	113	17	8	7	103	54	39	26					
8	Число бюллетеней в стационарных ящиках для голосования	9378	1290	1035	916	478	164	394	55	251	305	386	50	366	116	305	85	264	255	273	194	621	120	90	131	382	321	301	230					
9	Число недействительных бюллетеней	179	18	14	11	14	3	11	3	2	5	2	0	6	3	0	0	7	9	0	2	5	4	4	4	27	15	7	3					
10	Число действительных бюллетеней	10344	1347	1069	964	491	235	430	62	260	345	401	53	497	143	351	117	298	278	317	192	729	133	94	134	458	360	333	253					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	285	40	20	20	10	5	7	3	9	8	8	2	8	2	8	2	10	11	5	2	62	2	2	2	8	8	8	13					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	198	35	9	10	6	3	6	1	8	5	5	1	8	0	2	0	7	7	5	1	62	0	0	1	5	1	0	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	115	21	4	2	1	2	1	2	2	1	2	1	4	2	9	4	5	7	9	2	9	3	4	3	5	3	6	1					
14	Число погашенных открепительных удостоверений	87	5	11	10	4	2	1	2	1	3	3	1	0	2	6	2	3	4	0	1	0	2	2	1	3	7	8	3					
15	Число открепительных удостоверений выданных ТИК	10	2	3	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
18	"1. ""ЕДИНЕНИЕ"""	150	9	10	12	6	2	5	2	2	11	7	2	7	6	4	2	2	5	6	3	5	4	6	2	8	6	11	5					
