Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																										
Дата голосования: 04.12.2011																										
																										
Наименование Избирательной комиссии:    Малгобекская городская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №129	УИК №130					
1	"Число избирателей, внесенных в список избирателей"	21249	564	1621	1262	599	1679	1531	1575	2397	1511	1182	570	344	391	658	1472	515	1174	1127	1077					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	21125	560	1610	1260	600	1660	1525	1565	2370	1505	1170	560	340	385	650	1465	515	1175	1130	1080					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	18048	479	1378	1073	507	1429	1306	1337	2042	1284	1009	484	295	332	559	1222	439	1000	959	914					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	52	0	0	0	4	1	0	4	1	4	0	2	0	0	0	30	0	1	0	5					
6	Число погашенных избирательных бюллетеней	3024	80	232	187	89	230	219	224	327	217	161	74	45	53	91	213	76	174	171	161					
7	Число избирательных бюллетеней в переносных ящиках для голосования	52	0	0	0	4	1	0	4	1	4	0	2	0	0	0	30	0	1	0	5					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	18048	479	1378	1073	507	1429	1306	1337	2042	1284	1009	484	295	332	559	1222	439	1000	959	914					
9	Число недействительных избирательных бюллетеней	25	7	0	0	1	1	2	0	1	1	2	0	1	1	1	2	1	2	0	2					
10	Число действительных избирательных бюллетеней	18075	472	1378	1073	510	1429	1304	1341	2042	1287	1007	486	294	331	558	1250	438	999	959	917					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	185	10	10	10	9	10	10	10	10	10	10	9	9	9	9	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	23	0	3	4	2	1	3	2	6	0	1	0	0	0	0	0	0	0	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	21	0	0	1	1	1	2	1	0	1	1	1	1	2	2	1	1	2	1	2					
14	Число погашенных неиспользованных открепительных удостоверений	162	10	7	6	7	9	7	8	4	10	9	9	9	9	9	10	10	10	9	10					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	10	1	1	0	1	1	0	0	2	0	2	0	1	0	0	1	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	415	11	32	25	12	33	30	31	46	28	24	11	7	7	13	29	10	23	22	21					
		2.29%	2.30%	2.32%	2.33%	2.35%	2.31%	2.30%	2.31%	2.25%	2.17%	2.38%	2.26%	2.37%	2.11%	2.33%	2.32%	2.28%	2.30%	2.29%	2.29%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	32	2	3	2	1	3	2	3	4	2	2	0	0	0	1	2	1	2	2	0					
		0.18%	0.42%	0.22%	0.19%	0.20%	0.21%	0.15%	0.22%	0.20%	0.16%	0.20%	0.00%	0.00%	0.00%	0.18%	0.16%	0.23%	0.20%	0.21%	0.00%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	20	3	1	1	0	1	2	2	2	2	1	1	0	1	0	1	0	0	1	1					
		0.11%	0.63%	0.07%	0.09%	0.00%	0.07%	0.15%	0.15%	0.10%	0.16%	0.10%	0.21%	0.00%	0.30%	0.00%	0.08%	0.00%	0.00%	0.10%	0.11%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	560	19	43	33	16	44	40	41	64	36	31	15	9	10	17	39	13	31	30	29					
		3.09%	3.97%	3.12%	3.08%	3.13%	3.08%	3.06%	3.06%	3.13%	2.80%	3.07%	3.09%	3.05%	3.01%	3.04%	3.12%	2.96%	3.10%	3.13%	3.16%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	26	6	0	0	1	2	6	1	3	2	1	0	0	0	1	0	0	2	0	1					
		0.14%	1.25%	0.00%	0.00%	0.20%	0.14%	0.46%	0.07%	0.15%	0.16%	0.10%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.20%	0.00%	0.11%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	16670	421	1273	992	469	1319	1203	1238	1884	1189	929	449	270	306	516	1155	404	921	886	846					
		92.10%	87.89%	92.38%	92.45%	91.78%	92.24%	92.11%	92.32%	92.22%	92.31%	92.07%	92.39%	91.53%	92.17%	92.31%	92.25%	92.03%	92.01%	92.39%	92.06%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	352	10	26	20	11	27	21	25	39	28	19	10	8	7	10	24	10	20	18	19					
		1.94%	2.09%	1.89%	1.86%	2.15%	1.89%	1.61%	1.86%	1.91%	2.17%	1.88%	2.06%	2.71%	2.11%	1.79%	1.92%	2.28%	1.99%	1.88%	2.07%					
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
