Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																								
Дата голосования: 02.12.2007																								
																								
Наименование Избирательной комиссии:    Дивногорская городская																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86					
1	"Число избирателей, внесенных в списки избирателей"	25055	126	2777	2570	2331	2866	2679	2619	2786	1805	1071	70	834	1270	457	488	130	176					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	25322	104	2700	2500	2280	2850	2600	2600	2700	1700	1900	72	825	1270	440	490	109	182					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	13414	37	1431	1368	1263	1535	1279	1324	1553	941	1025	45	374	598	210	190	70	171					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	565	48	57	47	27	55	36	70	40	34	46	3	14	42	26	17	3	0					
6	Число погашенных избирательных бюллетеней	11343	19	1212	1085	990	1260	1285	1206	1107	725	829	24	437	630	204	283	36	11					
7	Число избирательных бюллетеней в переносных ящиках для голосования	565	48	57	47	27	55	36	70	40	34	46	3	14	42	26	17	3	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13410	37	1430	1368	1263	1533	1279	1324	1552	941	1025	45	374	598	210	190	70	171					
9	Число недействительных избирательных бюллетеней	150	1	10	22	18	12	15	12	24	14	1	0	1	13	0	2	0	5					
10	Число действительных избирательных бюллетеней	13825	84	1477	1393	1272	1576	1300	1382	1568	961	1070	48	387	627	236	205	73	166					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	494	0	43	43	40	45	43	43	43	35	35	15	20	34	20	20	15	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	146	0	12	17	10	14	13	16	26	12	7	0	5	9	2	3	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	139	2	9	8	9	4	9	4	21	6	13	4	4	1	17	2	18	8					
14	Число погашенных неиспользованных открепительных удостоверений	348	0	31	26	30	31	30	27	17	23	28	15	15	25	18	17	15	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	0	0	1	1	0	2	2	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
18	1.Политическая партия «Аграрная партия России»	475	2	45	56	36	59	33	53	52	43	46	0	10	18	5	8	1	8					
		3.40%	2.35%	3.03%	3.96%	2.79%	3.72%	2.51%	3.80%	3.27%	4.41%	4.30%	0.00%	2.58%	2.81%	2.12%	3.86%	1.37%	4.68%					
19	2.Всероссийская политическая партия «Гражданская Сила»	162	0	15	12	19	21	15	14	23	9	17	0	2	6	5	2	0	2					
		1.16%	0.00%	1.01%	0.85%	1.47%	1.32%	1.14%	1.00%	1.44%	0.92%	1.59%	0.00%	0.52%	0.94%	2.12%	0.97%	0.00%	1.17%					
20	3.Политическая партия «Демократическая партия России»	23	2	0	4	2	3	2	1	2	0	0	0	0	2	0	0	0	5					
		0.16%	2.35%	0.00%	0.28%	0.16%	0.19%	0.15%	0.07%	0.13%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	2.92%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2477	22	283	237	236	357	211	215	275	168	193	10	48	116	40	49	4	13					
		17.72%	25.88%	19.03%	16.75%	18.29%	22.48%	16.05%	15.42%	17.27%	17.23%	18.02%	20.83%	12.37%	18.13%	16.95%	23.67%	5.48%	7.60%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	218	1	34	10	21	28	23	19	31	12	12	1	3	10	1	3	4	5					
		1.56%	1.18%	2.29%	0.71%	1.63%	1.76%	1.75%	1.36%	1.95%	1.23%	1.12%	2.08%	0.77%	1.56%	0.42%	1.45%	5.48%	2.92%					
23	6.Политическая партия «Партия социальной справедливости»	41	1	3	5	5	4	4	3	2	1	3	0	3	2	0	1	0	4					
		0.29%	1.18%	0.20%	0.35%	0.39%	0.25%	0.30%	0.22%	0.13%	0.10%	0.28%	0.00%	0.77%	0.31%	0.00%	0.48%	0.00%	2.34%					
