Выборы Президента Российской Федерации																																																																												
Дата голосования: 04.03.2012																																																																												
																																																																												
Наименование Избирательной комиссии:    Павловская																																																																												
																																																																												
Сводная таблица итогов голосования																																																																												
																																																																												
	Число участковых избирательных комиссий	65																																																																										
	Число участковых избирательных комиссий, приступивших к передаче сведений	65																																																																										
																																																																												
		Сумма	УИК №1841	УИК №1842	УИК №1843	УИК №1844	УИК №1845	УИК №1846	УИК №1847	УИК №1848	УИК №1849	УИК №1850	УИК №1851	УИК №1852	УИК №1853	УИК №1854	УИК №1855	УИК №1856	УИК №1857	УИК №1858	УИК №1859	УИК №1860	УИК №1861	УИК №1862	УИК №1863	УИК №1864	УИК №1865	УИК №1866	УИК №1867	УИК №1868	УИК №1869	УИК №1870	УИК №1871	УИК №1872	УИК №1873	УИК №1874	УИК №1875	УИК №1876	УИК №1877	УИК №1878	УИК №1879	УИК №1880	УИК №1881	УИК №1883	УИК №1885	УИК №1886	УИК №1887	УИК №1888	УИК №1889	УИК №1890	УИК №1891	УИК №1892	УИК №1893	УИК №1894	УИК №1895	УИК №1896	УИК №1897	УИК №1898	УИК №1899	УИК №1901	УИК №1902	УИК №1903	УИК №1904	УИК №1905	УИК №1906	УИК №1907	УИК №1908									
1	Число избирателей, включенных в список избирателей	83742	1524	1728	1460	2170	2045	2079	1625	2116	1199	1936	2290	1958	2665	1186	1217	1494	2499	1608	1687	1776	2123	2049	1968	2073	2234	1063	1544	718	1447	1377	1401	1386	1465	1542	1260	989	834	110	2663	1572	1820	472	300	1204	444	423	139	189	238	1165	77	1053	152	772	1469	1395	573	1363	1279	679	64	274	176	278	1664									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	78035	1400	1700	1400	2000	2000	1900	1500	2000	1000	1650	2100	1800	2500	1000	1100	1100	2100	1600	1650	1650	1950	2000	1800	1850	2100	1000	1450	700	1350	1250	1300	1300	1450	1500	1200	900	800	105	2500	1500	1800	450	290	1200	400	400	120	170	200	1100	70	1000	140	800	1400	1350	550	1300	1250	650	60	250	180	250	1500									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	50426	932	1288	958	1295	1214	1139	1223	1327	882	1337	1803	1363	1594	964	968	879	1487	864	1227	994	1446	1383	1379	1232	1170	711	1188	291	894	859	899	800	860	1084	744	646	616	55	1250	636	815	150	95	608	245	161	87	92	84	688	60	527	84	321	681	803	236	737	565	236	27	130	86	92	935									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	9146	95	175	213	199	158	250	107	173	84	223	274	150	279	28	31	76	440	89	130	135	140	170	157	154	54	62	167	395	221	163	123	134	133	16	152	73	115	39	139	124	210	167	73	169	89	161	25	35	69	143	10	117	20	126	122	156	120	81	306	254	27	80	59	121	366									
6	Число погашенных избирательных бюллетеней	18463	373	237	229	506	628	511	170	500	34	90	23	287	627	8	101	145	173	647	293	521	364	447	264	464	876	227	95	14	235	228	278	366	457	400	304	181	69	11	1111	740	775	133	122	423	66	78	8	43	47	269	0	356	36	353	597	391	194	482	379	160	6	40	35	37	199									
7	Число избирательных бюллетеней в переносных ящиках для голосования	9146	95	175	213	199	158	250	107	173	84	223	274	150	279	28	31	76	440	89	130	135	140	170	157	154	54	62	167	395	221	163	123	134	133	16	152	73	115	39	139	124	210	167	73	169	89	161	25	35	69	143	10	117	20	126	122	156	120	81	306	254	27	80	59	121	366									
8	Число бюллетеней в стационарных ящиках для голосования	50419	932	1288	958	1295	1214	1133	1223	1327	882	1337	1803	1363	1594	964	968	879	1487	864	1227	994	1446	1383	1379	1232	1170	711	1187	291	894	859	899	800	860	1084	744	646	616	55	1250	636	815	150	95	608	245	161	87	92	84	688	60	527	84	321	681	803	236	737	565	236	27	130	86	92	935									
9	Число недействительных избирательных бюллетеней	574	8	7	20	25	12	16	0	10	6	11	15	5	6	5	94	9	0	8	8	5	13	13	14	40	6	6	16	6	5	13	7	0	10	32	4	5	1	0	20	6	10	0	2	7	8	2	1	0	0	2	0	8	2	3	4	6	4	9	6	5	0	1	0	0	7									
10	Число действительных избирательных бюллетеней	58991	1019	1456	1151	1469	1360	1367	1330	1490	960	1549	2062	1508	1867	987	905	946	1927	945	1349	1124	1573	1540	1522	1346	1218	767	1338	680	1110	1009	1015	934	983	1068	892	714	730	94	1369	754	1015	317	166	770	326	320	111	127	153	829	70	636	102	444	799	953	352	809	865	485	54	209	145	213	1294									
11	Число полученных открепительных  удостоверений	750	25	18	18	20	17	17	15	17	12	14	23	18	20	12	14	25	20	19	18	12	20	15	15	15	15	10	18	0	17	15	15	15	14	14	12	12	12	1	13	12	9	1	1	18	1	5	1	1	3	12	1	7	3	5	7	15	7	12	4	2	1	1	6	2	11									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	660	24	18	18	20	17	16	10	10	10	14	23	18	20	11	14	25	18	19	17	12	16	15	10	11	13	10	18	0	8	12	10	13	8	14	6	12	8	1	13	11	9	0	1	18	0	3	1	1	0	10	1	4	0	5	7	15	7	11	3	1	0	1	6	2	11									
13	Число избирателей, проголосовавших по открепительным удостоверениям	1105	9	11	11	36	6	48	4	107	72	63	183	69	19	85	4	4	12	9	1	12	6	3	61	14	16	8	7	1	8	10	12	4	9	5	7	25	2	5	11	36	6	2	1	11	4	3	1	1	5	6	6	6	2	3	2	5	2	1	4	6	1	0	1	4	7									
14	Число неиспользованных открепительных удостоверений	90	1	0	0	0	0	1	5	7	2	0	0	0	0	1	0	0	2	0	1	0	4	0	5	4	2	0	0	0	9	3	5	2	6	0	6	0	4	0	0	1	0	1	0	0	1	2	0	0	3	2	0	3	3	0	0	0	0	1	1	1	1	0	0	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	549	15	24	8	12	16	17	6	16	16	15	30	26	38	7	3	13	15	16	12	13	19	11	11	14	15	10	7	0	10	1	6	1	8	8	9	3	0	0	7	7	10	1	0	6	0	3	1	0	3	6	0	3	2	7	13	12	1	3	3	0	0	0	0	1	9									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																												
19	Жириновский Владимир Вольфович	3375	75	98	101	97	84	87	70	71	56	40	94	95	86	54	32	36	73	77	72	93	75	93	92	88	97	46	70	15	56	36	49	39	55	55	51	45	31	4	91	55	61	22	3	70	20	12	5	4	19	50	3	44	9	36	48	45	22	74	67	30	1	13	6	13	64									
		5.67%	7.30%	6.70%	8.63%	6.49%	6.12%	6.29%	5.26%	4.73%	5.80%	2.56%	4.53%	6.28%	4.59%	5.44%	3.20%	3.77%	3.79%	8.08%	5.31%	8.24%	4.73%	5.99%	5.99%	6.35%	7.92%	5.95%	5.17%	2.19%	5.02%	3.52%	4.79%	4.18%	5.54%	5.00%	5.69%	6.26%	4.24%	4.26%	6.55%	7.24%	5.95%	6.94%	1.79%	9.01%	5.99%	3.73%	4.46%	3.15%	12.42%	6.02%	4.29%	6.83%	8.65%	8.05%	5.98%	4.69%	6.18%	9.05%	7.69%	6.12%	1.85%	6.19%	4.14%	6.10%	4.92%									
20	Зюганов Геннадий Андреевич	10780	197	266	174	297	317	273	258	232	125	137	216	245	251	145	131	156	340	233	293	260	250	294	293	262	220	152	282	41	236	185	209	164	164	225	166	155	121	18	322	127	251	56	30	126	102	44	12	15	19	147	12	148	17	130	180	263	71	158	140	98	6	28	20	53	222									
		18.10%	19.18%	18.18%	14.86%	19.88%	23.10%	19.74%	19.40%	15.47%	12.94%	8.78%	10.40%	16.19%	13.40%	14.62%	13.11%	16.34%	17.64%	24.45%	21.59%	23.03%	15.76%	18.93%	19.08%	18.90%	17.97%	19.66%	20.83%	5.98%	21.17%	18.10%	20.45%	17.56%	16.52%	20.45%	18.53%	21.56%	16.55%	19.15%	23.18%	16.71%	24.49%	17.67%	17.86%	16.22%	30.54%	13.66%	10.71%	11.81%	12.42%	17.69%	17.14%	22.98%	16.35%	29.08%	22.42%	27.42%	19.94%	19.32%	16.07%	20.00%	11.11%	13.33%	13.79%	24.88%	17.06%									
21	Миронов Сергей Михайлович	2097	43	60	53	62	59	54	41	38	32	56	82	47	51	43	41	36	61	48	59	67	37	53	50	59	100	23	43	12	19	25	29	29	18	32	25	14	18	2	67	23	50	16	5	21	5	9	8	4	2	6	3	17	2	9	26	29	4	50	42	19	1	7	3	6	42									
		3.52%	4.19%	4.10%	4.53%	4.15%	4.30%	3.90%	3.08%	2.53%	3.31%	3.59%	3.95%	3.11%	2.72%	4.33%	4.10%	3.77%	3.17%	5.04%	4.35%	5.93%	2.33%	3.41%	3.26%	4.26%	8.17%	2.98%	3.18%	1.75%	1.70%	2.45%	2.84%	3.10%	1.81%	2.91%	2.79%	1.95%	2.46%	2.13%	4.82%	3.03%	4.88%	5.05%	2.98%	2.70%	1.50%	2.80%	7.14%	3.15%	1.31%	0.72%	4.29%	2.64%	1.92%	2.01%	3.24%	3.02%	1.12%	6.11%	4.82%	3.88%	1.85%	3.33%	2.07%	2.82%	3.23%									
22	Прохоров Михаил Дмитриевич	2823	68	63	43	95	101	62	56	77	35	21	99	46	82	58	49	47	74	74	80	55	53	58	99	104	43	38	77	15	31	68	47	42	25	58	34	51	22	1	101	31	52	6	3	47	16	12	8	7	9	27	3	26	6	13	37	32	11	51	26	13	2	7	8	10	108									
		4.74%	6.62%	4.31%	3.67%	6.36%	7.36%	4.48%	4.21%	5.13%	3.62%	1.35%	4.77%	3.04%	4.38%	5.85%	4.90%	4.92%	3.84%	7.76%	5.90%	4.87%	3.34%	3.73%	6.45%	7.50%	3.51%	4.92%	5.69%	2.19%	2.78%	6.65%	4.60%	4.50%	2.52%	5.27%	3.79%	7.09%	3.01%	1.06%	7.27%	4.08%	5.07%	1.89%	1.79%	6.05%	4.79%	3.73%	7.14%	5.51%	5.88%	3.25%	4.29%	4.04%	5.77%	2.91%	4.61%	3.34%	3.09%	6.23%	2.99%	2.65%	3.70%	3.33%	5.52%	4.69%	8.30%									
23	Путин Владимир Владимирович	39916	636	969	780	918	799	891	905	1072	712	1295	1571	1075	1397	687	652	671	1379	513	845	649	1158	1042	988	833	758	508	866	597	768	695	681	660	721	698	616	449	538	69	788	518	601	217	125	506	183	243	78	97	104	599	49	401	68	256	508	584	244	476	590	325	44	154	108	131	858									
		67.01%	61.93%	66.23%	66.61%	61.45%	58.24%	64.43%	68.05%	71.47%	73.71%	83.01%	75.64%	71.05%	74.59%	69.25%	65.27%	70.26%	71.56%	53.83%	62.27%	57.48%	73.01%	67.10%	64.32%	60.10%	61.93%	65.72%	63.96%	87.03%	68.88%	68.00%	66.63%	70.66%	72.61%	63.45%	68.75%	62.45%	73.60%	73.40%	56.73%	68.16%	58.63%	68.45%	74.40%	65.12%	54.79%	75.47%	69.64%	76.38%	67.97%	72.08%	70.00%	62.27%	65.38%	57.27%	63.26%	60.90%	68.54%	58.19%	67.74%	66.33%	81.48%	73.33%	74.48%	61.50%	65.95%									
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
