Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																			
Дата голосования: 07.12.2003 0:00:00																																			
																																			
Наименование Избирательной комиссии:    Искитимская городская																																			
																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																			
																																			
		Сумма	УИК №1348	УИК №1349	УИК №1350	УИК №1351	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357	УИК №1358	УИК №1359	УИК №1360	УИК №1361	УИК №1362	УИК №1363	УИК №1364	УИК №1365	УИК №1366	УИК №1367	УИК №1368	УИК №1369	УИК №1370	УИК №1371	УИК №1372	УИК №1373	УИК №1374	УИК №1375					
1	"Число избирателей, внесенных в списки"	50186	1444	729	2138	2192	2099	2160	2126	2109	2121	2005	2197	2136	1310	543	1943	1937	1965	1998	2085	2047	1839	1801	1922	1762	722	1256	1805	1795					
2	"Число бюллетеней, полученных участковыми комиссиями"	48993	1415	710	2091	2135	2034	2133	2093	2045	2045	1955	2065	2065	1275	530	1950	1890	1930	1935	2005	1990	1792	1750	1920	1775	695	1210	1780	1780					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	23090	551	275	834	907	951	1235	982	838	1072	1005	1154	932	586	265	1027	871	926	955	1043	860	848	797	855	675	269	540	938	899					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	960	27	30	51	49	25	58	46	28	12	34	34	71	22	17	23	33	22	12	12	35	54	41	31	43	51	31	46	22					
6	Число погашенных бюллетеней	24943	837	405	1206	1179	1058	840	1065	1179	961	916	877	1062	667	248	900	986	982	968	950	1095	890	912	1034	1057	375	639	796	859					
7	Число бюллетеней в переносных ящиках для голосования	960	27	30	51	49	25	58	46	28	12	34	34	71	22	17	23	33	22	12	12	35	54	41	31	43	51	31	46	22					
8	Число бюллетеней в стационарных ящиках для голосования	23068	551	275	834	907	941	1233	982	838	1072	1003	1154	930	586	265	1026	871	924	954	1043	859	847	797	855	675	269	540	938	899					
9	Число недействительных бюллетеней	535	22	10	28	13	15	31	11	25	19	24	26	20	40	10	12	14	16	11	13	30	10	15	19	20	11	11	33	26					
10	Число действительных бюллетеней	23493	556	295	857	943	951	1260	1017	841	1065	1013	1162	981	568	272	1037	890	930	955	1042	864	891	823	867	698	309	560	951	895					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	799	28	28	28	28	28	28	28	28	28	28	28	28	28	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	135	2	0	2	4	12	6	6	6	1	2	6	8	1	2	6	4	8	3	12	8	5	7	9	4	1	1	5	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	83	1	0	6	5	5	1	5	4	0	6	6	3	1	3	2	2	0	9	6	3	3	2	2	0	1	3	3	1					
14	Число погашенных открепительных удостоверений	664	26	28	26	24	16	22	22	22	27	26	22	20	27	27	23	25	21	26	17	21	24	22	20	25	28	28	24	25					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																			
18	"1. ""ЕДИНЕНИЕ"""	356	8	3	10	13	6	14	26	14	13	12	21	10	16	3	9	15	21	16	5	17	14	18	15	8	2	12	21	14					
