Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																	
Дата голосования: 07.12.2003 0:00:00																																	
																																	
Наименование Избирательной комиссии:    Благодарненская																																	
																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																	
																																	
		Сумма	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256					
1	"Число избирателей, внесенных в списки"	46443	1716	2558	2712	2832	2977	2592	2446	1280	2622	2644	2107	1140	1299	646	2433	2277	906	1439	1031	1328	1373	1000	1844	1405	1053	783					
2	"Число бюллетеней, полученных участковыми комиссиями"	42300	1500	2300	2500	2500	2600	2300	2200	1100	2500	2300	1900	1100	1200	600	2200	2100	900	1300	1000	1200	1300	1000	1700	1300	1000	700					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	20026	643	1176	1131	1259	1140	902	1064	523	1113	1118	982	397	518	354	1029	1063	458	702	464	649	670	485	783	651	478	274					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1206	28	57	67	83	39	35	131	49	84	85	47	57	38	13	46	45	88	0	33	31	26	19	37	25	13	30					
6	Число погашенных бюллетеней	21068	829	1067	1302	1158	1421	1363	1005	528	1303	1097	871	646	644	233	1125	992	354	598	503	520	604	496	880	624	509	396					
7	Число бюллетеней в переносных ящиках для голосования	1206	28	57	67	83	39	35	131	49	84	85	47	57	38	13	46	45	88	0	33	31	26	19	37	25	13	30					
8	Число бюллетеней в стационарных ящиках для голосования	20017	642	1176	1131	1259	1140	902	1064	523	1113	1118	981	397	518	354	1028	1063	458	702	464	649	670	485	777	651	478	274					
9	Число недействительных бюллетеней	441	11	9	19	18	18	16	14	8	21	19	32	14	33	12	14	26	17	22	13	23	11	26	16	10	6	13					
10	Число действительных бюллетеней	20782	659	1224	1179	1324	1161	921	1181	564	1176	1184	996	440	523	355	1060	1082	529	680	484	657	685	478	798	666	485	291					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	134	5	5	10	5	5	10	5	5	5	5	5	5	5	3	5	5	3	5	5	5	5	5	5	5	5	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	50	3	4	7	3	4	5	1	0	2	2	2	3	0	2	2	2	0	0	0	1	0	1	0	1	5	0					
