Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																	
Дата голосования: 04.12.2011																	
																	
Наименование Избирательной комиссии:    Щигровская городская																	
																	
Сводная таблица результатов выборов																	
																	
		Сумма	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128					
1	"Число избирателей, внесенных в список избирателей"	15257	1545	1746	1579	1545	1787	1781	1693	904	1686	991					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	15200	1500	1700	1600	1500	1800	1800	1700	900	1700	1000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6441	664	727	664	721	867	714	701	329	698	356					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	719	54	125	97	94	75	46	65	17	54	92					
6	Число погашенных избирательных бюллетеней	8040	782	848	839	685	858	1040	934	554	948	552					
7	Число избирательных бюллетеней в переносных ящиках для голосования	719	54	125	97	94	75	46	65	17	54	92					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6440	664	727	664	721	867	714	701	329	697	356					
9	Число недействительных избирательных бюллетеней	104	4	3	15	17	13	9	12	8	13	10					
10	Число действительных избирательных бюллетеней	7055	714	849	746	798	929	751	754	338	738	438					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	280	30	30	30	30	40	30	30	20	30	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	192	28	16	18	16	35	21	19	13	18	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	70	9	7	4	5	16	8	2	9	6	4					
14	Число погашенных неиспользованных открепительных удостоверений	88	2	14	12	14	5	9	11	7	12	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	12	0	0	0	0	2	3	0	0	3	4					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0					
																	
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1010	136	139	117	108	137	90	98	50	81	54					
		14.11%	18.94%	16.31%	15.37%	13.25%	14.54%	11.84%	12.79%	14.45%	10.79%	12.05%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	784	86	102	78	83	104	89	90	45	58	49					
		10.95%	11.98%	11.97%	10.25%	10.18%	11.04%	11.71%	11.75%	13.01%	7.72%	10.94%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	82	12	13	5	10	7	8	12	3	11	1					
		1.15%	1.67%	1.53%	0.66%	1.23%	0.74%	1.05%	1.57%	0.87%	1.46%	0.22%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1989	191	201	210	209	272	211	200	85	282	128					
		27.78%	26.60%	23.59%	27.60%	25.64%	28.87%	27.76%	26.11%	24.57%	37.55%	28.57%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	108	7	14	9	16	16	11	16	4	10	5					
		1.51%	0.97%	1.64%	1.18%	1.96%	1.70%	1.45%	2.09%	1.16%	1.33%	1.12%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3053	279	378	323	370	389	339	333	151	291	200					
		42.65%	38.86%	44.37%	42.44%	45.40%	41.30%	44.61%	43.47%	43.64%	38.75%	44.64%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	29	3	2	4	2	4	3	5	0	5	1					
		0.41%	0.42%	0.23%	0.53%	0.25%	0.42%	0.39%	0.65%	0.00%	0.67%	0.22%					
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
