Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																		
Дата голосования: 02.12.2007																																		
																																		
Наименование Избирательной комиссии:    Челно-Вершинская																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464					
1	"Число избирателей, внесенных в списки избирателей"	14424	775	283	336	843	561	102	160	267	299	450	483	273	133	657	423	447	1159	1114	768	953	1101	714	564	440	562	364	193					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	13969	780	285	325	815	538	98	160	280	310	449	485	260	128	650	419	448	1098	1043	725	910	1030	675	545	447	536	345	185					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9354	494	208	167	449	418	76	128	221	185	310	275	189	93	452	242	345	716	698	522	561	602	433	381	289	445	306	149					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	803	47	12	40	77	32	8	15	14	33	36	44	23	8	31	25	40	26	59	24	27	37	36	42	11	19	27	10					
6	Число погашенных избирательных бюллетеней	3812	239	65	118	289	88	14	17	45	92	103	166	48	27	167	152	63	356	286	179	322	391	206	122	147	72	12	26					
7	Число избирательных бюллетеней в переносных ящиках для голосования	803	47	12	40	77	32	8	15	14	33	36	44	23	8	31	25	40	26	59	24	27	37	36	42	11	19	27	10					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9354	494	208	167	449	418	76	128	221	185	310	275	189	93	452	242	345	716	698	522	561	602	433	381	289	445	306	149					
9	Число недействительных избирательных бюллетеней	116	4	1	3	6	4	1	4	2	4	4	2	3	0	3	8	4	6	6	2	11	3	11	9	0	2	10	3					
10	Число действительных избирательных бюллетеней	10041	537	219	204	520	446	83	139	233	214	342	317	209	101	480	259	381	736	751	544	577	636	458	414	300	462	323	156					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	286	14	5	6	16	12	2	3	10	6	9	9	4	3	12	8	9	23	25	16	22	23	13	11	9	6	6	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	176	6	2	1	11	2	0	0	10	6	4	9	1	0	4	1	9	23	25	10	15	17	9	3	2	1	1	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	101	2	2	4	1	3	2	2	2	2	3	4	1	1	4	3	4	8	18	4	13	1	3	2	2	5	2	3					
14	Число погашенных неиспользованных открепительных удостоверений	110	8	3	5	5	10	2	3	0	0	5	0	3	3	8	7	0	0	0	6	7	6	4	8	7	5	5	0					
