Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																	
Дата голосования: 04.12.2011																																	
																																	
Наименование Избирательной комиссии:    Алнашская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026					
1	"Число избирателей, внесенных в список избирателей"	16892	2536	2775	302	456	371	234	570	613	714	413	523	536	318	669	743	389	783	784	393	517	190	164	459	314	817	309					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	16730	2450	2750	300	450	380	240	580	600	700	350	500	550	330	650	750	380	750	800	400	500	280	170	470	300	800	300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	10813	1461	1585	192	306	286	172	349	399	497	291	359	377	221	424	450	244	625	504	301	356	173	104	248	205	491	193					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	681	61	73	32	22	6	0	24	32	14	24	26	12	18	52	73	17	49	21	15	28	17	5	8	8	41	3					
6	Число погашенных избирательных бюллетеней	5236	928	1092	76	122	88	68	207	169	189	35	115	161	91	174	227	119	76	275	84	116	90	61	214	87	268	104					
7	Число избирательных бюллетеней в переносных ящиках для голосования	681	61	73	32	22	6	0	24	32	14	24	26	12	18	52	73	17	49	21	15	28	17	5	8	8	41	3					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10808	1461	1585	192	306	286	172	349	399	497	291	359	375	221	424	450	244	623	503	301	356	173	104	248	205	491	193					
9	Число недействительных избирательных бюллетеней	158	34	29	3	8	0	0	8	5	4	5	1	4	3	4	3	4	3	14	2	6	4	0	2	0	7	5					
10	Число действительных избирательных бюллетеней	11331	1488	1629	221	320	292	172	365	426	507	310	384	383	236	472	520	257	669	510	314	378	186	109	254	213	525	191					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	296	29	25	3	10	15	3	10	10	12	10	3	10	5	17	21	3	10	22	18	20	5	5	10	5	10	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	253	25	22	1	1	15	3	9	10	12	10	1	10	5	17	20	2	5	22	18	17	5	3	6	0	9	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	146	10	10	2	3	1	2	3	2	2	58	2	1	1	4	8	2	4	5	4	6	7	1	1	3	2	2					
