Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																
Дата голосования: 02.12.2007																																
																																
Наименование Избирательной комиссии:    Алнашская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025					
1	"Число избирателей, внесенных в списки избирателей"	16917	2526	2556	307	443	359	235	578	593	721	312	612	555	313	702	763	385	776	869	420	528	277	162	786	319	820					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	16840	2500	2500	300	450	350	230	580	600	730	290	600	550	320	700	770	380	780	900	400	530	280	160	800	320	820					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	11879	1685	1651	166	321	310	199	402	450	522	264	467	433	224	510	514	301	650	594	257	309	197	134	543	223	553					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	627	71	29	49	17	0	0	48	25	14	15	44	8	8	33	71	15	41	14	10	33	22	0	19	10	31					
6	Число погашенных избирательных бюллетеней	4334	744	820	85	112	40	31	130	125	194	11	89	109	88	157	185	64	89	292	133	188	61	26	238	87	236					
7	Число избирательных бюллетеней в переносных ящиках для голосования	627	71	29	49	17	0	0	48	25	14	15	44	8	8	33	71	15	41	14	10	33	22	0	19	10	31					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11872	1685	1651	166	321	310	199	402	450	522	264	467	428	224	510	514	301	650	592	257	309	197	134	543	223	553					
9	Число недействительных избирательных бюллетеней	142	25	16	3	6	2	0	2	8	5	1	11	5	9	11	0	1	1	11	4	5	0	4	9	1	2					
10	Число действительных избирательных бюллетеней	12357	1731	1664	212	332	308	199	448	467	531	278	500	431	223	532	585	315	690	595	263	337	219	130	553	232	582					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	298	28	24	5	5	11	2	12	13	10	19	5	4	2	10	15	5	1	84	3	10	5	5	15	0	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	217	28	24	0	3	10	2	8	11	10	15	1	4	2	4	8	2	1	76	1	2	0	0	4	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	133	6	20	2	2	0	0	2	6	6	37	3	3	3	5	4	1	5	12	2	3	2	2	5	0	2					
14	Число погашенных неиспользованных открепительных удостоверений	81	0	0	5	2	1	0	4	2	0	4	4	0	0	6	7	3	0	8	2	8	5	5	11	0	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
18	1.Политическая партия «Аграрная партия России»	267	25	30	5	6	8	1	14	7	20	5	15	26	4	7	17	2	8	17	10	13	4	1	12	1	9					
		2.14%	1.42%	1.79%	2.33%	1.78%	2.58%	0.50%	3.11%	1.47%	3.73%	1.79%	2.94%	5.96%	1.72%	1.29%	2.91%	0.63%	1.16%	2.81%	3.75%	3.80%	1.83%	0.75%	2.14%	0.43%	1.54%					
19	2.Всероссийская политическая партия «Гражданская Сила»	27	4	4	2	0	0	0	6	0	0	0	0	0	0	1	0	1	1	0	1	2	0	0	0	2	3					
		0.22%	0.23%	0.24%	0.93%	0.00%	0.00%	0.00%	1.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.32%	0.14%	0.00%	0.37%	0.58%	0.00%	0.00%	0.00%	0.86%	0.51%					
20	3.Политическая партия «Демократическая партия России»	12	0	1	1	0	0	0	0	1	0	0	4	0	0	0	0	0	1	1	2	1	0	0	0	0	0					
		0.10%	0.00%	0.06%	0.47%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.78%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.17%	0.75%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	704	142	114	15	16	13	2	25	22	50	15	6	28	8	19	24	20	31	63	17	7	6	1	23	11	26					
		5.63%	8.09%	6.79%	6.98%	4.73%	4.19%	1.01%	5.56%	4.63%	9.33%	5.38%	1.17%	6.42%	3.45%	3.50%	4.10%	6.33%	4.49%	10.40%	6.37%	2.05%	2.74%	0.75%	4.09%	4.72%	4.45%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	24	4	6	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	6	1	1	0	0	1	1	1					
		0.19%	0.23%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.18%	0.00%	0.00%	0.14%	0.99%	0.37%	0.29%	0.00%	0.00%	0.18%	0.43%	0.17%					
23	6.Политическая партия «Партия социальной справедливости»	25	4	4	1	1	2	0	1	0	4	2	0	0	0	0	0	0	0	0	0	1	0	1	1	1	2					
		0.20%	0.23%	0.24%	0.47%	0.30%	0.65%	0.00%	0.22%	0.00%	0.75%	0.72%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.75%	0.18%	0.43%	0.34%					
24	7.Политическая партия «Либерально-демократическая партия России»	611	85	113	6	12	20	5	25	13	31	14	26	21	6	26	26	13	17	34	20	24	4	3	34	13	20					
		4.89%	4.84%	6.73%	2.79%	3.55%	6.45%	2.51%	5.56%	2.74%	5.78%	5.02%	5.09%	4.82%	2.59%	4.79%	4.44%	4.11%	2.46%	5.61%	7.49%	7.02%	1.83%	2.24%	6.05%	5.58%	3.42%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	617	115	101	10	9	9	0	26	11	35	27	20	16	12	9	7	6	23	76	16	12	17	3	31	4	22					
		4.94%	6.55%	6.01%	4.65%	2.66%	2.90%	0.00%	5.78%	2.32%	6.53%	9.68%	3.91%	3.67%	5.17%	1.66%	1.20%	1.90%	3.33%	12.54%	5.99%	3.51%	7.76%	2.24%	5.52%	1.72%	3.77%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	58	8	9	0	3	0	0	0	1	7	1	1	4	3	2	3	2	0	7	1	1	2	0	2	0	1					
		0.46%	0.46%	0.54%	0.00%	0.89%	0.00%	0.00%	0.00%	0.21%	1.31%	0.36%	0.20%	0.92%	1.29%	0.37%	0.51%	0.63%	0.00%	1.16%	0.37%	0.29%	0.91%	0.00%	0.36%	0.00%	0.17%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	9984	1333	1281	172	280	256	191	351	412	384	214	426	336	190	465	507	269	608	389	195	275	186	121	447	198	498					
		79.88%	75.91%	76.25%	80.00%	82.84%	82.58%	95.98%	78.00%	86.74%	71.64%	76.70%	83.37%	77.06%	81.90%	85.64%	86.67%	85.13%	87.99%	64.19%	73.03%	80.41%	84.93%	90.30%	79.54%	84.98%	85.27%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	28	11	1	0	5	0	0	0	0	0	0	1	0	0	2	1	2	0	2	0	0	0	0	2	1	0					
		0.22%	0.63%	0.06%	0.00%	1.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.37%	0.17%	0.63%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.36%	0.43%	0.00%					
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
