Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																														
Дата голосования: 18.09.2016																														
																														
Наименование Избирательной комиссии:    Юрьевецкая																														
																														
Сводная таблица итогов голосования по федеральному избирательному округу																														
																														
		Сумма	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	13036	1793	551	1405	657	2223	998	1219	111	312	224	148	660	675	291	415	305	373	457	219									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	10000	1350	400	1000	500	1700	750	900	100	250	200	150	500	500	250	350	250	300	350	200									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	4109	451	175	418	273	589	302	424	39	106	119	64	212	207	103	168	135	71	157	96									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1288	108	21	119	94	167	66	70	20	42	9	33	143	144	22	51	41	70	52	16									
6	Число погашенных избирательных бюллетеней	4603	791	204	463	133	944	382	406	41	102	72	53	145	149	125	131	74	159	141	88									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1288	108	21	119	94	167	66	70	20	42	9	33	143	144	22	51	41	70	52	16									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	4109	451	175	418	273	589	302	424	39	106	119	64	212	207	103	168	135	71	157	96									
9	Число недействительных избирательных бюллетеней	103	19	4	15	3	13	10	10	0	0	8	0	6	3	0	4	3	2	2	1									
10	Число действительных избирательных бюллетеней	5294	540	192	522	364	743	358	484	59	148	120	97	349	348	125	215	173	139	207	111									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	196	25	5	15	8	25	10	15	5	5	5	5	5	5	5	30	8	5	5	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	150	25	2	5	7	14	5	9	5	4	5	5	5	5	2	30	8	5	3	6									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	64	3	3	8	9	10	6	9	1	0	0	1	0	3	0	4	2	1	2	2									
14	Число погашенных неиспользованных открепительных удостоверений	46	0	3	10	1	11	5	6	0	1	0	0	0	0	3	0	0	0	2	4									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	84	14	3	12	5	15	7	6	0	0	2	0	1	2	1	15	0	0	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																														
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	72	7	1	7	4	11	2	16	0	5	1	3	1	1	4	1	0	1	6	1									
		1.33%	1.25%	0.51%	1.30%	1.09%	1.46%	0.54%	3.24%	0.00%	3.38%	0.78%	3.09%	0.28%	0.28%	3.20%	0.46%	0.00%	0.71%	2.87%	0.89%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	172	16	4	16	18	23	11	18	1	8	2	2	8	7	6	5	4	4	16	3									
		3.19%	2.86%	2.04%	2.98%	4.90%	3.04%	2.99%	3.64%	1.69%	5.41%	1.56%	2.06%	2.25%	1.99%	4.80%	2.28%	2.27%	2.84%	7.66%	2.68%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	156	18	6	11	11	19	13	17	5	3	4	2	11	10	4	2	1	4	13	2									
		2.89%	3.22%	3.06%	2.05%	2.99%	2.51%	3.53%	3.44%	8.47%	2.03%	3.13%	2.06%	3.10%	2.85%	3.20%	0.91%	0.57%	2.84%	6.22%	1.79%									
