Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																			
Дата голосования: 07.12.2003 0:00:00																																			
																																			
Наименование Избирательной комиссии:    Дубненская городская 																																			
																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																			
																																			
		Сумма	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414					
1	"Число избирателей, внесенных в списки"	55334	1712	1859	1515	1244	2988	2982	2873	2199	1430	1588	1928	2813	1783	1618	1987	1589	1646	1772	1802	1719	2978	1908	1650	1506	1764	2978	2899	604					
2	"Число бюллетеней, полученных участковыми комиссиями"	56707	1718	1877	1521	2091	2996	2989	2976	2200	1441	1572	1928	2980	1785	1618	1985	1593	1652	1772	1807	1728	2987	1936	1655	1516	1773	2976	2920	715					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	31330	957	976	855	1229	1538	1633	1660	1341	763	758	1017	1349	1083	873	1121	900	897	1017	1076	975	1699	1167	962	957	1032	1590	1639	266					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	588	25	19	28	15	22	24	23	42	44	21	12	19	15	25	13	9	8	16	13	13	29	23	28	15	21	24	35	7					
6	Число погашенных бюллетеней	24789	736	882	638	847	1436	1332	1293	817	634	793	899	1612	687	720	851	684	747	739	718	740	1259	746	665	544	720	1362	1246	442					
7	Число бюллетеней в переносных ящиках для голосования	588	25	19	28	15	22	24	23	42	44	21	12	19	15	25	13	9	8	16	13	13	29	23	28	15	21	24	35	7					
8	Число бюллетеней в стационарных ящиках для голосования	31202	957	974	854	1225	1538	1609	1657	1289	762	758	1012	1349	1079	872	1119	899	894	1012	1071	971	1694	1167	957	957	1031	1590	1639	266					
9	Число недействительных бюллетеней	431	13	25	19	27	21	20	21	19	15	11	13	10	16	9	8	5	11	8	8	9	16	36	12	11	10	35	22	1					
10	Число действительных бюллетеней	31359	969	968	863	1213	1539	1613	1659	1312	791	768	1011	1358	1078	888	1124	903	891	1020	1076	975	1707	1154	973	961	1042	1579	1652	272					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	840	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	309	6	7	2	6	10	11	30	13	11	6	5	24	7	5	9	9	10	4	11	10	16	21	9	15	13	18	15	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	160	9	2	5	4	6	6	5	9	13	5	1	4	4	3	6	3	2	3	5	8	5	9	5	11	7	3	13	4					
14	Число погашенных открепительных удостоверений	531	24	23	28	24	20	19	0	17	19	24	25	6	23	25	21	21	20	26	19	20	14	9	21	15	17	12	15	24					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																			
18	"1. ""ЕДИНЕНИЕ"""	185	4	5	10	12	13	15	3	8	1	2	3	9	2	5	4	4	4	13	6	11	11	6	4	2	5	5	11	7					
		0.58%	0.40%	0.50%	1.13%	0.96%	0.83%	0.91%	0.17%	0.60%	0.12%	0.25%	0.29%	0.65%	0.18%	0.55%	0.35%	0.44%	0.44%	1.26%	0.55%	1.11%	0.63%	0.50%	0.40%	0.20%	0.47%	0.30%	0.65%	2.56%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1926	48	44	38	56	57	52	103	69	58	31	53	69	49	46	105	70	45	85	76	85	127	93	62	63	111	76	134	21					
		6.05%	4.88%	4.43%	4.30%	4.51%	3.65%	3.18%	6.13%	5.18%	7.19%	3.97%	5.17%	5.04%	4.47%	5.12%	9.27%	7.70%	4.98%	8.26%	7.01%	8.63%	7.37%	7.81%	6.29%	6.48%	10.55%	4.70%	8.00%	7.69%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	693	24	26	33	29	38	18	23	47	14	16	23	21	21	20	20	24	6	15	14	32	38	30	28	27	20	38	47	1					
