Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																									
Дата голосования: 02.12.2007																									
																									
Наименование Избирательной комиссии:    Новозыбковская городская																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726					
1	"Число избирателей, внесенных в списки избирателей"	34258	1313	1467	1409	2708	2808	2416	1410	1401	1297	1397	2515	2392	1466	1383	2832	1490	2780	1774					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	34000	1300	1500	1400	2700	2800	2500	1400	1400	1300	1400	2500	2400	1400	1400	2800	1500	2800	1500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	17437	658	714	800	1482	1546	1236	769	784	645	804	1133	1177	732	756	1402	752	1322	725					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1207	38	31	21	83	50	59	22	25	41	35	75	73	90	31	58	43	89	343					
6	Число погашенных избирательных бюллетеней	15356	604	755	579	1135	1204	1205	609	591	614	561	1292	1150	578	613	1340	705	1389	432					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1207	38	31	21	83	50	59	22	25	41	35	75	73	90	31	58	43	89	343					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	17435	658	714	800	1482	1546	1236	768	783	645	804	1133	1177	732	756	1402	752	1322	725					
9	Число недействительных избирательных бюллетеней	166	1	10	6	14	15	11	6	6	6	3	12	14	7	3	11	9	12	20					
10	Число действительных избирательных бюллетеней	18476	695	735	815	1551	1581	1284	784	802	680	836	1196	1236	815	784	1449	786	1399	1048					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	433	20	20	20	20	30	20	20	60	20	20	23	20	20	30	30	20	20	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	278	12	13	9	13	25	20	9	41	4	17	20	12	8	21	23	12	11	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	321	1	3	1	4	6	5	2	15	2	3	1	6	61	9	5	1	1	195					
14	Число погашенных неиспользованных открепительных удостоверений	155	8	7	11	7	5	0	11	19	16	3	3	8	12	9	7	8	9	12					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	27	0	1	2	5	2	2	1	0	0	0	0	2	4	2	1	2	3	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
18	1.Политическая партия «Аграрная партия России»	567	23	37	21	48	63	33	30	18	11	25	23	31	41	19	47	34	39	24					
		3.04%	3.30%	4.97%	2.56%	3.07%	3.95%	2.55%	3.80%	2.23%	1.60%	2.98%	1.90%	2.48%	4.99%	2.41%	3.22%	4.28%	2.76%	2.25%					
19	2.Всероссийская политическая партия «Гражданская Сила»	110	2	3	5	14	11	4	6	3	2	12	8	6	5	6	8	3	2	10					
		0.59%	0.29%	0.40%	0.61%	0.89%	0.69%	0.31%	0.76%	0.37%	0.29%	1.43%	0.66%	0.48%	0.61%	0.76%	0.55%	0.38%	0.14%	0.94%					
20	3.Политическая партия «Демократическая партия России»	15	0	0	1	1	3	1	1	1	0	1	0	1	0	0	2	1	1	1					
		0.08%	0.00%	0.00%	0.12%	0.06%	0.19%	0.08%	0.13%	0.12%	0.00%	0.12%	0.00%	0.08%	0.00%	0.00%	0.14%	0.13%	0.07%	0.09%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2856	120	104	141	243	231	252	164	111	105	134	198	158	129	109	206	118	190	143					
		15.32%	17.24%	13.96%	17.17%	15.53%	14.47%	19.46%	20.76%	13.74%	15.31%	15.97%	16.39%	12.64%	15.69%	13.85%	14.11%	14.84%	13.47%	13.39%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	116	1	6	7	17	6	3	4	7	6	4	3	10	6	7	3	8	7	11					
		0.62%	0.14%	0.81%	0.85%	1.09%	0.38%	0.23%	0.51%	0.87%	0.87%	0.48%	0.25%	0.80%	0.73%	0.89%	0.21%	1.01%	0.50%	1.03%					
23	6.Политическая партия «Партия социальной справедливости»	30	2	1	3	1	3	3	1	2	0	2	3	0	1	0	1	2	2	3					
		0.16%	0.29%	0.13%	0.37%	0.06%	0.19%	0.23%	0.13%	0.25%	0.00%	0.24%	0.25%	0.00%	0.12%	0.00%	0.07%	0.25%	0.14%	0.28%					
24	7.Политическая партия «Либерально-демократическая партия России»	1235	45	50	38	90	92	82	57	53	38	47	73	69	38	62	100	54	96	151					
		6.62%	6.47%	6.71%	4.63%	5.75%	5.76%	6.33%	7.22%	6.56%	5.54%	5.60%	6.04%	5.52%	4.62%	7.88%	6.85%	6.79%	6.80%	14.14%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1744	54	68	86	150	191	129	94	64	72	99	91	122	48	85	126	42	136	87					
		9.36%	7.76%	9.13%	10.48%	9.58%	11.97%	9.96%	11.90%	7.92%	10.50%	11.80%	7.53%	9.76%	5.84%	10.80%	8.63%	5.28%	9.64%	8.15%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	131	6	6	2	15	15	11	7	2	7	8	3	6	1	9	13	10	5	5					
		0.70%	0.86%	0.81%	0.24%	0.96%	0.94%	0.85%	0.89%	0.25%	1.02%	0.95%	0.25%	0.48%	0.12%	1.14%	0.89%	1.26%	0.35%	0.47%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	11533	441	453	507	952	953	755	413	533	430	492	788	829	541	480	934	510	913	609					
		61.87%	63.36%	60.81%	61.75%	60.83%	59.71%	58.30%	52.28%	65.97%	62.68%	58.64%	65.23%	66.32%	65.82%	60.99%	63.97%	64.15%	64.71%	57.02%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	139	1	7	4	20	13	11	7	8	9	12	6	4	5	7	9	4	8	4					
		0.75%	0.14%	0.94%	0.49%	1.28%	0.81%	0.85%	0.89%	0.99%	1.31%	1.43%	0.50%	0.32%	0.61%	0.89%	0.62%	0.50%	0.57%	0.37%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
