Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																													
Дата голосования: 18.09.2016																													
																													
Наименование Избирательной комиссии:    Куженерская																													
																													
Сводная таблица итогов голосования по федеральному избирательному округу																													
																													
		Сумма	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	11755	1198	1263	1187	829	660	711	351	434	705	440	487	193	625	700	444	573	536	419									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	12180	1250	1280	1220	850	700	750	380	450	750	450	500	200	640	740	450	600	550	420									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	5057	489	529	591	422	196	310	139	198	286	208	242	114	238	312	155	231	225	172									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1069	125	62	32	38	118	28	34	40	111	33	43	18	80	74	78	65	57	33									
6	Число погашенных избирательных бюллетеней	6054	636	689	597	390	386	412	207	212	353	209	215	68	322	354	217	304	268	215									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1069	125	62	32	38	118	28	34	40	111	33	43	18	80	74	78	65	57	33									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	5057	489	529	591	422	196	310	139	198	286	208	242	114	238	312	155	231	225	172									
9	Число недействительных избирательных бюллетеней	114	12	15	19	3	9	5	6	4	7	4	5	3	4	11	0	3	4	0									
10	Число действительных избирательных бюллетеней	6012	602	576	604	457	305	333	167	234	390	237	280	129	314	375	233	293	278	205									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	850	80	80	80	50	50	50	30	40	50	30	30	20	50	50	30	50	50	30									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	653	51	39	33	37	41	50	30	34	50	30	30	20	20	50	30	50	28	30									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	172	14	27	10	22	7	8	4	5	6	5	5	6	6	7	9	7	11	13									
14	Число погашенных неиспользованных открепительных удостоверений	197	29	41	47	13	9	0	0	6	0	0	0	0	30	0	0	0	22	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	50	12	5	10	8	3	4	1	1	1	0	0	2	1	1	0	0	0	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																													
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	28	5	3	6	1	4	1	0	0	0	1	3	0	1	1	0	1	1	0									
		0.46%	0.81%	0.51%	0.96%	0.22%	1.27%	0.30%	0.00%	0.00%	0.00%	0.41%	1.05%	0.00%	0.31%	0.26%	0.00%	0.34%	0.35%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	186	28	26	16	9	7	9	5	14	9	6	3	4	9	10	3	7	13	8									
		3.04%	4.56%	4.40%	2.57%	1.96%	2.23%	2.66%	2.89%	5.88%	2.27%	2.49%	1.05%	3.03%	2.83%	2.59%	1.29%	2.36%	4.61%	3.90%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	64	6	13	10	8	1	5	1	2	5	2	2	2	1	2	0	2	2	0									
		1.04%	0.98%	2.20%	1.61%	1.74%	0.32%	1.48%	0.58%	0.84%	1.26%	0.83%	0.70%	1.52%	0.31%	0.52%	0.00%	0.68%	0.71%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3342	325	268	326	328	171	207	108	115	251	132	165	75	165	196	141	127	119	123									
		54.55%	52.93%	45.35%	52.33%	71.30%	54.46%	61.24%	62.43%	48.32%	63.22%	54.77%	57.89%	56.82%	51.89%	50.78%	60.52%	42.91%	42.20%	60.00%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	24	1	0	6	0	4	1	0	0	2	1	2	2	1	2	0	1	1	0									
		0.39%	0.16%	0.00%	0.96%	0.00%	1.27%	0.30%	0.00%	0.00%	0.50%	0.41%	0.70%	1.52%	0.31%	0.52%	0.00%	0.34%	0.35%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	13	1	3	1	2	0	2	1	0	1	0	0	0	1	1	0	0	0	0									
		0.21%	0.16%	0.51%	0.16%	0.43%	0.00%	0.59%	0.58%	0.00%	0.25%	0.00%	0.00%	0.00%	0.31%	0.26%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	496	67	60	52	31	25	18	17	24	25	17	21	6	26	30	15	20	26	16									
		8.10%	10.91%	10.15%	8.35%	6.74%	7.96%	5.33%	9.83%	10.08%	6.30%	7.05%	7.37%	4.55%	8.18%	7.77%	6.44%	6.76%	9.22%	7.80%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	6	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	2	0									
		0.10%	0.16%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.71%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	8	1	0	0	2	0	2	1	0	0	1	0	0	0	0	0	0	1	0									
		0.13%	0.16%	0.00%	0.00%	0.43%	0.00%	0.59%	0.58%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	8	2	1	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0									
		0.13%	0.33%	0.17%	0.16%	0.43%	0.00%	0.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	26	2	6	8	4	4	0	0	0	0	0	0	0	1	0	0	0	0	1									
		0.42%	0.33%	1.02%	1.28%	0.87%	1.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.49%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1629	126	171	157	54	79	74	32	70	87	68	76	37	103	127	74	129	109	56									
		26.59%	20.52%	28.93%	25.20%	11.74%	25.16%	21.89%	18.50%	29.41%	21.91%	28.22%	26.67%	28.03%	32.39%	32.90%	31.76%	43.58%	38.65%	27.32%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	14	4	1	1	0	0	0	0	4	0	0	1	1	1	0	0	0	1	0									
		0.23%	0.65%	0.17%	0.16%	0.00%	0.00%	0.00%	0.00%	1.68%	0.00%	0.00%	0.35%	0.76%	0.31%	0.00%	0.00%	0.00%	0.35%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	168	33	24	20	16	10	11	2	4	10	9	7	2	4	6	0	6	3	1									
		2.74%	5.37%	4.06%	3.21%	3.48%	3.18%	3.25%	1.16%	1.68%	2.52%	3.73%	2.46%	1.52%	1.26%	1.55%	0.00%	2.03%	1.06%	0.49%									
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
