Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
Наименование Избирательной комиссии:    Красноуфимская городская																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №2051	УИК №2052	УИК №2053	УИК №2054	УИК №2055	УИК №2056	УИК №2057	УИК №2058	УИК №2059	УИК №2060	УИК №2061	УИК №2062	УИК №2063	УИК №2064	УИК №2065	УИК №2066	УИК №2067	УИК №2068	УИК №2069	УИК №2070	УИК №2071	УИК №2072	УИК №2073	УИК №2074	УИК №2075	УИК №2076									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	31372	1426	1477	626	1571	934	1747	1718	782	1532	1582	925	1509	1706	1486	1478	532	1613	1091	862	1607	546	1098	830	1580	858	256									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	28000	1300	1300	500	1400	800	1500	1500	700	1400	1400	800	1300	1500	1300	1300	500	1400	1000	800	1400	500	1000	800	1300	800	500									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	12184	603	620	250	644	323	548	553	238	709	713	421	660	743	604	512	179	431	367	356	550	190	474	332	567	376	221									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	521	29	30	4	26	14	70	15	23	25	24	16	11	31	28	27	3	34	9	8	14	1	6	22	19	11	21									
6	Число погашенных избирательных бюллетеней	15289	668	650	246	730	463	882	932	439	666	663	363	629	726	668	761	318	935	624	436	836	309	520	446	714	413	252									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	527	29	30	4	26	14	70	15	23	25	24	16	11	31	28	27	3	34	9	8	14	1	6	22	19	11	27									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	12176	602	620	250	644	323	548	553	238	709	713	421	660	743	604	512	179	426	367	356	550	190	474	332	567	376	219									
9	Число недействительных избирательных бюллетеней	342	9	14	8	21	9	15	7	5	16	16	17	18	21	24	22	10	10	15	7	9	2	9	14	22	11	11									
10	Число действительных избирательных бюллетеней	12361	622	636	246	649	328	603	561	256	718	721	420	653	753	608	517	172	450	361	357	555	189	471	340	564	376	235									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1120	40	40	40	45	30	90	70	30	50	40	40	40	50	40	40	40	40	30	70	40	25	40	30	40	40	40									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	148	11	10	2	7	5	3	10	6	12	12	8	8	6	4	5	3	2	1	4	4	0	6	1	5	4	9									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	123	9	7	6	4	5	7	13	6	6	10	2	2	5	11	4	2	3	1	3	3	2	4	3	3	1	1									
14	Число погашенных неиспользованных открепительных удостоверений	972	29	30	38	38	25	87	60	24	38	28	32	32	44	36	35	37	38	29	66	36	25	34	29	35	36	31									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	28	4	4	0	1	2	2	1	0	1	1	3	1	0	0	0	0	1	0	2	2	0	0	0	2	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																					
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	161	5	10	2	5	4	7	11	6	12	3	5	11	13	7	7	2	3	5	4	11	3	7	8	7	3	0									
		1.27%	0.79%	1.54%	0.79%	0.75%	1.19%	1.13%	1.94%	2.30%	1.63%	0.41%	1.14%	1.64%	1.68%	1.11%	1.30%	1.10%	0.65%	1.33%	1.10%	1.95%	1.57%	1.46%	2.26%	1.19%	0.78%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	409	19	23	15	24	2	14	15	9	20	28	13	12	23	23	16	9	20	11	18	21	9	9	9	24	16	7									
		3.22%	3.01%	3.54%	5.91%	3.58%	0.59%	2.27%	2.64%	3.45%	2.72%	3.80%	2.97%	1.79%	2.97%	3.64%	2.97%	4.95%	4.35%	2.93%	4.95%	3.72%	4.71%	1.88%	2.54%	4.10%	4.13%	2.85%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	385	12	17	7	19	7	16	15	7	30	28	15	19	24	20	14	0	17	12	9	31	4	10	7	26	11	8									
		3.03%	1.90%	2.62%	2.76%	2.84%	2.08%	2.59%	2.64%	2.68%	4.09%	3.80%	3.43%	2.83%	3.10%	3.16%	2.60%	0.00%	3.70%	3.19%	2.47%	5.50%	2.09%	2.08%	1.98%	4.44%	2.84%	3.25%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5094	285	239	104	268	142	285	250	109	295	291	159	271	298	265	248	66	199	162	105	212	83	183	141	198	125	111									
		40.10%	45.17%	36.77%	40.94%	40.00%	42.14%	46.12%	44.01%	41.76%	40.19%	39.48%	36.38%	40.39%	38.50%	41.93%	46.01%	36.26%	43.26%	43.09%	28.85%	37.59%	43.46%	38.13%	39.83%	33.79%	32.30%	45.12%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	107	3	9	1	5	1	7	5	5	2	5	4	10	5	5	3	4	0	2	3	10	2	5	1	5	4	1									
		0.84%	0.48%	1.38%	0.39%	0.75%	0.30%	1.13%	0.88%	1.92%	0.27%	0.68%	0.92%	1.49%	0.65%	0.79%	0.56%	2.20%	0.00%	0.53%	0.82%	1.77%	1.05%	1.04%	0.28%	0.85%	1.03%	0.41%									
24	"6. Политическая партия ""Гражданская Платформа"""	19	2	1	0	0	0	3	0	1	1	0	1	1	2	0	0	0	0	1	1	2	0	0	0	1	2	0									
		0.15%	0.32%	0.15%	0.00%	0.00%	0.00%	0.49%	0.00%	0.38%	0.14%	0.00%	0.23%	0.15%	0.26%	0.00%	0.00%	0.00%	0.00%	0.27%	0.27%	0.35%	0.00%	0.00%	0.00%	0.17%	0.52%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2402	117	115	59	155	83	135	118	59	92	127	59	101	119	119	120	31	96	72	91	118	35	73	59	122	72	55									
		18.91%	18.54%	17.69%	23.23%	23.13%	24.63%	21.84%	20.77%	22.61%	12.53%	17.23%	13.50%	15.05%	15.37%	18.83%	22.26%	17.03%	20.87%	19.15%	25.00%	20.92%	18.32%	15.21%	16.67%	20.82%	18.60%	22.36%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	45	0	5	2	3	2	1	1	2	3	1	1	5	3	0	0	1	0	3	1	2	2	0	0	4	2	1									
		0.35%	0.00%	0.77%	0.79%	0.45%	0.59%	0.16%	0.18%	0.77%	0.41%	0.14%	0.23%	0.75%	0.39%	0.00%	0.00%	0.55%	0.00%	0.80%	0.27%	0.35%	1.05%	0.00%	0.00%	0.68%	0.52%	0.41%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	128	8	3	0	10	7	5	5	3	6	10	2	12	8	1	8	1	2	4	6	8	2	4	4	3	6	0									
		1.01%	1.27%	0.46%	0.00%	1.49%	2.08%	0.81%	0.88%	1.15%	0.82%	1.36%	0.46%	1.79%	1.03%	0.16%	1.48%	0.55%	0.43%	1.06%	1.65%	1.42%	1.05%	0.83%	1.13%	0.51%	1.55%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	24	2	1	0	2	0	1	1	0	1	0	0	5	2	2	1	0	1	2	0	1	0	1	0	0	1	0									
		0.19%	0.32%	0.15%	0.00%	0.30%	0.00%	0.16%	0.18%	0.00%	0.14%	0.00%	0.00%	0.75%	0.26%	0.32%	0.19%	0.00%	0.22%	0.53%	0.00%	0.18%	0.00%	0.21%	0.00%	0.00%	0.26%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	161	3	5	5	5	2	7	5	3	21	7	8	11	16	10	6	2	7	3	2	3	3	8	4	9	5	1									
		1.27%	0.48%	0.77%	1.97%	0.75%	0.59%	1.13%	0.88%	1.15%	2.86%	0.95%	1.83%	1.64%	2.07%	1.58%	1.11%	1.10%	1.52%	0.80%	0.55%	0.53%	1.57%	1.67%	1.13%	1.54%	1.29%	0.41%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1432	77	81	20	69	38	63	60	21	80	83	60	67	94	73	48	21	54	36	45	42	34	74	44	62	61	25									
		11.27%	12.20%	12.46%	7.87%	10.30%	11.28%	10.19%	10.56%	8.05%	10.90%	11.26%	13.73%	9.99%	12.14%	11.55%	8.91%	11.54%	11.74%	9.57%	12.36%	7.45%	17.80%	15.42%	12.43%	10.58%	15.76%	10.16%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	67	1	5	0	3	1	4	2	4	3	6	0	1	5	5	2	0	2	6	2	5	2	0	0	4	4	0									
		0.53%	0.16%	0.77%	0.00%	0.45%	0.30%	0.65%	0.35%	1.53%	0.41%	0.81%	0.00%	0.15%	0.65%	0.79%	0.37%	0.00%	0.43%	1.60%	0.55%	0.89%	1.05%	0.00%	0.00%	0.68%	1.03%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1927	88	122	31	81	39	55	73	27	152	132	93	127	141	78	44	35	49	42	70	89	10	97	63	99	64	26									
		15.17%	13.95%	18.77%	12.20%	12.09%	11.57%	8.90%	12.85%	10.34%	20.71%	17.91%	21.28%	18.93%	18.22%	12.34%	8.16%	19.23%	10.65%	11.17%	19.23%	15.78%	5.24%	20.21%	17.80%	16.89%	16.54%	10.57%									
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
