Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																															
Дата голосования: 04.12.2011																															
																															
Наименование Избирательной комиссии:    Воробьевская																															
																															
Сводная таблица результатов выборов																															
																															
		Сумма	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824					
1	"Число избирателей, внесенных в список избирателей"	14963	1015	205	292	372	321	2093	1465	909	308	418	524	560	955	703	357	457	483	414	916	672	537	569	251	167					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	15700	1150	250	300	400	350	2150	1500	950	350	450	550	600	1000	800	400	500	500	400	900	650	550	550	250	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	9210	662	144	201	243	174	1233	863	535	196	282	374	348	548	372	189	343	263	268	618	385	353	339	158	119					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2631	176	21	49	61	82	259	298	62	78	41	89	62	138	102	90	98	132	107	172	128	109	173	70	34					
6	Число погашенных избирательных бюллетеней	3859	312	85	50	96	94	658	339	353	76	127	87	190	314	326	121	59	105	25	110	137	88	38	22	47					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2631	176	21	49	61	82	259	298	62	78	41	89	62	138	102	90	98	132	107	172	128	109	173	70	34					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9203	662	144	201	243	174	1226	863	535	196	282	374	348	548	372	189	343	263	268	618	385	353	339	158	119					
9	Число недействительных избирательных бюллетеней	135	2	3	2	14	6	11	0	15	3	7	6	7	5	2	3	4	4	3	20	5	4	5	3	1					
10	Число действительных избирательных бюллетеней	11699	836	162	248	290	250	1474	1161	582	271	316	457	403	681	472	276	437	391	372	770	508	458	507	225	152					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	882	140	30	12	45	23	95	45	39	36	36	15	35	35	68	25	48	30	21	16	17	26	20	10	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	882	140	30	12	45	23	95	45	39	36	36	15	35	35	68	25	48	30	21	16	17	26	20	10	15					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	162	16	4	5	6	3	22	12	3	2	7	1	2	9	7	4	19	5	9	12	6	3	2	1	2					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	16	0	0	0	0	0	3	3	3	2	2	0	0	0	0	0	2	1	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2021	152	26	62	52	38	210	244	132	28	59	92	70	127	130	61	96	75	66	63	60	76	64	32	6					
		17.08%	18.14%	15.76%	24.80%	17.11%	14.84%	14.14%	21.02%	22.11%	10.22%	18.27%	19.87%	17.07%	18.51%	27.43%	21.86%	21.77%	18.99%	17.60%	7.97%	11.70%	16.45%	12.50%	14.04%	3.92%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	998	53	31	28	35	23	163	41	105	23	47	23	45	46	42	40	36	37	20	29	42	60	10	11	8					
		8.43%	6.32%	18.79%	11.20%	11.51%	8.98%	10.98%	3.53%	17.59%	8.39%	14.55%	4.97%	10.98%	6.71%	8.86%	14.34%	8.16%	9.37%	5.33%	3.67%	8.19%	12.99%	1.95%	4.82%	5.23%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	77	4	0	4	2	0	8	5	4	0	2	4	1	8	2	3	4	3	2	6	5	4	5	1	0					
		0.65%	0.48%	0.00%	1.60%	0.66%	0.00%	0.54%	0.43%	0.67%	0.00%	0.62%	0.86%	0.24%	1.17%	0.42%	1.08%	0.91%	0.76%	0.53%	0.76%	0.97%	0.87%	0.98%	0.44%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2002	116	33	34	81	59	322	225	109	50	75	71	67	101	128	59	82	61	38	63	43	73	59	42	11					
		16.92%	13.84%	20.00%	13.60%	26.64%	23.05%	21.68%	19.38%	18.26%	18.25%	23.22%	15.33%	16.34%	14.72%	27.00%	21.15%	18.59%	15.44%	10.13%	7.97%	8.38%	15.80%	11.52%	18.42%	7.19%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	63	7	0	1	2	2	8	3	4	0	2	0	2	6	5	3	0	2	3	4	1	2	4	1	1					
		0.53%	0.84%	0.00%	0.40%	0.66%	0.78%	0.54%	0.26%	0.67%	0.00%	0.62%	0.00%	0.49%	0.87%	1.05%	1.08%	0.00%	0.51%	0.80%	0.51%	0.19%	0.43%	0.78%	0.44%	0.65%					
