Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Заокская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	14429	380	1118	397	560	324	301	886	607	1016	373	1007	508	533	544	410	977	1168	1096	1116	1108									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	12950	350	1000	350	450	300	250	800	550	950	350	950	450	450	450	350	900	1050	1000	1000	1000									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	5541	149	370	120	220	132	118	462	212	307	125	477	219	191	216	129	412	450	432	411	389									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1014	43	168	55	64	8	11	48	137	74	51	44	37	62	34	9	28	38	39	30	34									
6	Число погашенных избирательных бюллетеней	6395	158	462	175	166	160	121	290	201	569	174	429	194	197	200	212	460	562	529	559	577									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1014	43	168	55	64	8	11	48	137	74	51	44	37	62	34	9	28	38	39	30	34									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	5539	149	370	120	220	132	118	462	212	307	125	477	219	191	216	129	410	450	432	411	389									
9	Число недействительных избирательных бюллетеней	217	7	10	5	12	5	4	6	47	12	3	11	5	7	6	3	20	17	11	9	17									
10	Число действительных избирательных бюллетеней	6336	185	528	170	272	135	125	504	302	369	173	510	251	246	244	135	418	471	460	432	406									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	171	6	13	5	5	5	1	7	13	13	5	16	3	5	10	5	18	10	14	5	12									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	171	6	13	5	5	5	1	7	13	13	5	16	3	5	10	5	18	10	14	5	12									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	192	4	8	3	7	2	12	9	5	7	12	16	3	3	17	12	4	1	48	10	9									
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	29	0	1	0	1	1	0	1	0	1	0	0	0	1	2	1	6	4	3	4	3									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	124	5	4	5	6	4	4	8	1	4	2	15	0	5	5	2	6	14	13	12	9									
		1.89%	2.60%	0.74%	2.86%	2.11%	2.86%	3.10%	1.57%	0.29%	1.05%	1.14%	2.88%	0.00%	1.98%	2.00%	1.45%	1.37%	2.87%	2.76%	2.72%	2.13%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	159	9	10	1	7	7	5	2	6	20	13	0	4	3	6	4	13	19	12	8	10									
		2.43%	4.69%	1.86%	0.57%	2.46%	5.00%	3.88%	0.39%	1.72%	5.25%	7.39%	0.00%	1.56%	1.19%	2.40%	2.90%	2.97%	3.89%	2.55%	1.81%	2.36%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	166	3	6	4	8	5	3	9	3	9	7	14	8	5	11	6	9	17	12	16	11									
		2.53%	1.56%	1.12%	2.29%	2.82%	3.57%	2.33%	1.76%	0.86%	2.36%	3.98%	2.69%	3.13%	1.98%	4.40%	4.35%	2.05%	3.48%	2.55%	3.63%	2.60%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3522	91	313	90	153	79	66	340	208	169	91	287	166	154	123	66	226	227	233	212	228									
		53.75%	47.40%	58.18%	51.43%	53.87%	56.43%	51.16%	66.67%	59.60%	44.36%	51.70%	55.09%	64.84%	60.87%	49.20%	47.83%	51.60%	46.52%	49.47%	48.07%	53.90%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	55	1	4	2	3	2	0	2	2	4	1	0	0	2	2	2	5	6	5	5	7									
		0.84%	0.52%	0.74%	1.14%	1.06%	1.43%	0.00%	0.39%	0.57%	1.05%	0.57%	0.00%	0.00%	0.79%	0.80%	1.45%	1.14%	1.23%	1.06%	1.13%	1.65%									
24	"6. Политическая партия ""Гражданская Платформа"""	12	0	1	0	1	0	0	0	0	1	1	1	1	0	0	1	0	2	0	2	1									
		0.18%	0.00%	0.19%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.26%	0.57%	0.19%	0.39%	0.00%	0.00%	0.72%	0.00%	0.41%	0.00%	0.45%	0.24%									
