Выборы Президента Российской Федерации																							
																							
Наименование Избирательной комиссии:    Кош-Агачская																							
																							
Итоги голосования 																							
																							
		Сумма	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39					
1	"Число избирателей, внесенных в список"	10610	326	487	287	657	430	642	609	1515	1423	434	823	928	710	213	852	274					
2	Число полученных избирательных бюллетеней	10491	328	487	287	642	412	642	594	1473	1421	433	822	926	703	198	848	275					
3	"Число избирательных бюллетеней, выданных  досрочно"	883	12	46	38	139	46	66	0	0	0	39	52	78	100	0	96	171					
4	"Число избирательных бюллетеней, выданных в день голосования"	5818	238	314	194	348	293	334	297	601	642	319	565	591	468	162	390	62					
5	"Число избирательных бюллетеней, выданных вне помещения"	420	17	22	14	18	26	26	26	58	44	11	25	57	22	2	52	0					
6	Число погашенных избирательных бюллетеней	3370	61	105	41	137	47	216	271	814	735	64	180	200	113	34	310	42					
7	Число избирательных бюллетеней в переносных ящиках	1303	29	68	52	157	72	92	26	58	44	50	77	135	122	2	148	171					
8	Число бюллетеней в стационарных ящиках для голосования	5818	238	314	194	348	293	334	297	601	642	319	565	591	468	162	390	62					
9	Число недействительных избирательных бюллетеней	67	6	2	3	2	0	1	4	10	10	11	3	4	4	2	5	0					
10	Число действительных избирательных бюллетеней	7054	261	380	243	503	365	425	319	649	676	358	639	722	586	162	533	233					
11	Число полученных открепительных  удостоверений	291	14	16	12	25	15	15	19	25	25	15	23	23	15	14	25	10					
12	Число выданных открепительных удостоверений	24	1	2	3	1	0	1	0	2	3	0	5	2	2	0	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	15	0	2	0	0	0	0	0	7	1	1	0	2	0	2	0	0					
14	Число неиспользованных открепительных удостоверений	267	13	14	9	24	15	14	19	23	22	15	18	21	13	14	23	10					
15	"Число открепительных удостоверений, выданных в ТИК"	9	0	1	0	0	0	0	0	1	1	0	2	0	2	0	2	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																							
18	. Глазьев Сергей Юрьевич	71	3	2	0	1	0	4	3	17	9	11	2	5	11	2	1	0					
		1.00%	1.12%	0.52%	0.00%	0.20%	0.00%	0.94%	0.93%	2.58%	1.31%	2.98%	0.31%	0.69%	1.86%	1.22%	0.19%	0.00%					
19	. Малышкин Олег Александрович	26	2	1	1	1	0	1	1	2	0	0	1	3	11	0	2	0					
		0.37%	0.75%	0.26%	0.41%	0.20%	0.00%	0.23%	0.31%	0.30%	0.00%	0.00%	0.16%	0.41%	1.86%	0.00%	0.37%	0.00%					
20	. Миронов Сергей Михайлович	42	3	1	1	5	3	4	1	4	3	2	3	4	7	0	1	0					
		0.59%	1.12%	0.26%	0.41%	0.99%	0.82%	0.94%	0.31%	0.61%	0.44%	0.54%	0.47%	0.55%	1.19%	0.00%	0.19%	0.00%					
21	. Путин Владимир Владимирович	6236	213	343	229	413	330	367	292	552	592	296	573	660	510	133	514	219					
		87.57%	79.78%	89.79%	93.09%	81.78%	90.41%	86.15%	90.40%	83.76%	86.30%	80.22%	89.25%	90.91%	86.44%	81.10%	95.54%	93.99%					
22	. Хакамада Ирина Муцуовна	212	6	17	8	9	13	21	7	33	38	13	6	12	12	6	6	5					
		2.98%	2.25%	4.45%	3.25%	1.78%	3.56%	4.93%	2.17%	5.01%	5.54%	3.52%	0.93%	1.65%	2.03%	3.66%	1.12%	2.15%					
23	. Харитонов Николай Михайлович	436	33	14	3	69	18	26	14	38	31	35	54	38	33	20	7	3					
		6.12%	12.36%	3.66%	1.22%	13.66%	4.93%	6.10%	4.33%	5.77%	4.52%	9.49%	8.41%	5.23%	5.59%	12.20%	1.30%	1.29%					
																							
24	Против всех	31	1	2	1	5	1	2	1	3	3	1	0	0	2	1	2	6					
		0.44%	0.37%	0.52%	0.41%	0.99%	0.27%	0.47%	0.31%	0.46%	0.44%	0.27%	0.00%	0.00%	0.34%	0.61%	0.37%	2.58%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
