Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Буйская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	8834	453	183	417	90	1871	1810	347	324	132	488	171	165	162	147	153	276	291	161	167	134	343	549									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	8165	450	190	450	95	1500	1500	350	320	130	450	170	160	170	150	160	270	300	160	160	130	350	550									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	3336	165	94	186	45	738	533	97	101	58	184	55	72	71	79	68	116	133	40	78	73	89	261									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	698	67	22	37	6	15	15	27	48	11	15	39	34	18	12	17	30	67	31	13	13	116	45									
6	Число погашенных избирательных бюллетеней	4131	218	74	227	44	747	952	226	171	61	251	76	54	81	59	75	124	100	89	69	44	145	244									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	698	67	22	37	6	15	15	27	48	11	15	39	34	18	12	17	30	67	31	13	13	116	45									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	3336	165	94	186	45	738	533	97	101	58	184	55	72	71	79	68	116	133	40	78	73	89	261									
9	Число недействительных избирательных бюллетеней	44	1	0	5	1	9	9	1	4	1	2	0	3	1	2	0	1	1	0	0	0	0	3									
10	Число действительных избирательных бюллетеней	3990	231	116	218	50	744	539	123	145	68	197	94	103	88	89	85	145	199	71	91	86	205	303									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	444	15	15	43	7	50	50	15	15	15	15	15	15	15	15	17	15	17	15	15	15	25	25									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	275	5	14	43	5	36	30	15	4	5	7	2	1	8	4	16	13	15	2	0	8	23	19									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	81	2	0	2	1	10	4	5	9	2	0	1	2	2	3	3	7	2	0	0	3	11	12									
14	Число погашенных неиспользованных открепительных удостоверений	169	10	1	0	2	14	20	0	11	10	8	13	14	7	11	1	2	2	13	15	7	2	6									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	53	0	0	5	0	19	18	0	0	0	2	1	0	2	1	3	0	1	0	0	0	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																	
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	110	4	0	13	4	12	8	9	8	1	5	4	3	0	1	3	1	11	1	5	2	8	7									
		2.73%	1.72%	0.00%	5.83%	7.84%	1.59%	1.46%	7.26%	5.37%	1.45%	2.51%	4.26%	2.83%	0.00%	1.10%	3.53%	0.68%	5.50%	1.41%	5.49%	2.33%	3.90%	2.29%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	145	7	6	7	6	31	14	4	5	4	11	3	3	1	1	3	5	7	1	6	3	8	9									
		3.59%	3.02%	5.17%	3.14%	11.76%	4.12%	2.55%	3.23%	3.36%	5.80%	5.53%	3.19%	2.83%	1.12%	1.10%	3.53%	3.42%	3.50%	1.41%	6.59%	3.49%	3.90%	2.94%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	100	7	4	5	0	26	6	3	1	1	3	3	5	1	0	2	5	7	2	0	3	5	11									
		2.48%	3.02%	3.45%	2.24%	0.00%	3.45%	1.09%	2.42%	0.67%	1.45%	1.51%	3.19%	4.72%	1.12%	0.00%	2.35%	3.42%	3.50%	2.82%	0.00%	3.49%	2.44%	3.59%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1607	107	50	127	14	178	153	59	67	31	67	33	60	52	58	43	59	69	35	51	50	94	150									
		39.84%	46.12%	43.10%	56.95%	27.45%	23.64%	27.92%	47.58%	44.97%	44.93%	33.67%	35.11%	56.60%	58.43%	63.74%	50.59%	40.41%	34.50%	49.30%	56.04%	58.14%	45.85%	49.02%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	15	2	0	0	0	5	2	0	1	1	0	0	2	0	0	0	0	1	0	0	0	1	0									
		0.37%	0.86%	0.00%	0.00%	0.00%	0.66%	0.36%	0.00%	0.67%	1.45%	0.00%	0.00%	1.89%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.49%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	8	0	0	0	1	0	2	0	1	0	0	1	0	0	0	0	1	1	0	1	0	0	0									
		0.20%	0.00%	0.00%	0.00%	1.96%	0.00%	0.36%	0.00%	0.67%	0.00%	0.00%	1.06%	0.00%	0.00%	0.00%	0.00%	0.68%	0.50%	0.00%	1.10%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	780	59	20	38	7	132	106	30	22	13	46	16	15	20	17	16	30	41	14	12	9	43	74									
		19.34%	25.43%	17.24%	17.04%	13.73%	17.53%	19.34%	24.19%	14.77%	18.84%	23.12%	17.02%	14.15%	22.47%	18.68%	18.82%	20.55%	20.50%	19.72%	13.19%	10.47%	20.98%	24.18%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	10	0	0	0	0	1	3	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1									
		0.25%	0.00%	0.00%	0.00%	0.00%	0.13%	0.55%	0.81%	0.67%	0.00%	0.00%	1.06%	0.94%	0.00%	0.00%	0.00%	0.00%	0.00%	1.41%	0.00%	0.00%	0.00%	0.33%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	27	0	1	0	1	12	3	2	0	0	1	0	0	0	0	0	2	0	0	0	2	0	3									
		0.67%	0.00%	0.86%	0.00%	1.96%	1.59%	0.55%	1.61%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	1.37%	0.00%	0.00%	0.00%	2.33%	0.00%	0.98%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	3	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0									
		0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	37	4	0	1	2	12	8	0	4	0	3	0	0	0	0	1	1	0	0	0	0	0	1									
		0.92%	1.72%	0.00%	0.45%	3.92%	1.59%	1.46%	0.00%	2.68%	0.00%	1.51%	0.00%	0.00%	0.00%	0.00%	1.18%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	745	24	25	17	13	187	108	8	28	15	49	21	11	9	10	12	34	60	14	14	10	39	37									
		18.47%	10.34%	21.55%	7.62%	25.49%	24.83%	19.71%	6.45%	18.79%	21.74%	24.62%	22.34%	10.38%	10.11%	10.99%	14.12%	23.29%	30.00%	19.72%	15.38%	11.63%	19.02%	12.09%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	15	1	0	2	0	4	3	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	1									
		0.37%	0.43%	0.00%	0.90%	0.00%	0.53%	0.55%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.68%	0.00%	0.00%	1.10%	1.16%	0.00%	0.33%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	388	16	10	8	2	144	122	7	7	2	10	12	3	5	2	5	6	1	3	1	6	7	9									
		9.62%	6.90%	8.62%	3.59%	3.92%	19.12%	22.26%	5.65%	4.70%	2.90%	5.03%	12.77%	2.83%	5.62%	2.20%	5.88%	4.11%	0.50%	4.23%	1.10%	6.98%	3.41%	2.94%									
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
