Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																					
Дата голосования: 07.12.2003 0:00:00																																					
																																					
Наименование Избирательной комиссии:    Березовская городская																																					
																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																					
																																					
		Сумма	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156					
1	"Число избирателей, внесенных в списки"	38659	1471	1318	1254	943	575	1186	2776	2174	471	2163	1040	1948	2205	1298	2176	2259	1498	1830	2105	1633	1693	1401	598	259	257	825	774	323	65	141					
2	"Число бюллетеней, полученных участковыми комиссиями"	38594	1500	1330	1267	964	589	1197	2800	2200	421	2100	1000	1900	2200	1300	2185	2293	1500	1800	2100	1600	1700	1400	600	256	251	825	789	317	67	143					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	20806	762	571	434	458	243	529	1401	1210	178	1168	545	1125	1223	770	1246	1375	926	1176	1157	967	950	825	327	124	106	400	316	136	62	96					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1127	37	83	34	69	27	21	21	26	87	40	43	38	27	23	57	42	18	28	64	27	24	13	31	34	24	60	84	41	0	4					
6	Число погашенных бюллетеней	16660	701	676	799	437	319	647	1378	964	156	892	412	737	950	507	882	876	556	596	878	606	726	562	242	98	121	365	389	140	5	43					
7	Число бюллетеней в переносных ящиках для голосования	1126	37	83	34	69	27	21	21	26	87	40	43	38	27	23	57	42	18	28	64	27	24	13	31	34	24	59	84	41	0	4					
8	Число бюллетеней в стационарных ящиках для голосования	20795	761	571	434	458	243	529	1401	1210	178	1167	545	1122	1223	770	1246	1372	924	1176	1157	967	950	825	327	124	106	400	316	136	62	95					
9	Число недействительных бюллетеней	387	14	8	15	10	15	11	15	23	9	33	15	12	6	11	24	17	19	35	14	10	12	13	6	5	7	6	4	17	0	1					
10	Число действительных бюллетеней	21534	784	646	453	517	255	539	1407	1213	256	1174	573	1148	1244	782	1279	1397	923	1169	1207	984	962	825	352	153	123	453	396	160	62	98					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	398	15	7	15	5	15	15	11	14	2	23	12	16	22	15	25	18	15	22	18	28	10	20	10	5	10	10	5	5	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	250	5	5	2	3	3	2	11	9	0	19	6	16	20	6	25	18	6	22	17	16	10	18	8	0	0	3	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	242	8	2	3	4	16	5	4	3	42	8	10	11	21	3	6	8	7	17	12	3	9	8	6	3	6	5	7	2	1	2					
14	Число погашенных открепительных удостоверений	148	10	2	13	2	12	13	0	5	2	4	6	0	2	9	0	0	9	0	1	12	0	2	2	5	10	7	5	5	5	5					
15	Число открепительных удостоверений выданных ТИК	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
16	Число утраченных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																					
18	"1. ""ЕДИНЕНИЕ"""	264	1	13	4	13	8	13	15	10	7	13	7	14	10	7	18	14	7	16	15	9	15	10	3	1	3	11	3	2	1	1					
		1.20%	0.12%	1.98%	0.85%	2.46%	2.96%	2.36%	1.05%	0.80%	2.64%	1.07%	1.19%	1.20%	0.8%	0.88%	1.38%	0.99%	0.74%	1.32%	1.22%	0.90%	1.54%	1.19%	0.83%	0.63%	2.30%	2.39%	0.75%	1.12%	1.61%	1.01%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	593	9	8	13	8	3	14	33	36	5	24	7	45	39	13	42	25	33	53	27	36	38	43	21	3	3	5	7	0	0	0					
		2.70%	1.12%	1.22%	2.77%	1.51%	1.11%	2.54%	2.32%	2.91%	1.88%	1.98%	1.19%	3.87%	3.12%	1.63%	3.22%	1.76%	3.50%	4.40%	2.21%	3.62%	3.90%	5.13%	5.86%	1.89%	2.30%	1.08%	1.75%	0.0%	0.0%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	412	24	12	8	6	4	8	28	32	10	18	16	29	16	14	22	27	22	8	23	22	18	21	9	4	1	3	4	0	0	3					
		1.87%	3.00%	1.83%	1.70%	1.13%	1.48%	1.45%	1.96%	2.58%	3.77%	1.49%	2.72%	2.5%	1.28%	1.76%	1.68%	1.90%	2.33%	0.66%	1.88%	2.21%	1.84%	2.50%	2.51%	2.53%	0.76%	0.65%	1.0%	0.0%	0.0%	3.03%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	864	32	25	8	12	10	18	62	58	3	38	24	51	63	34	71	55	38	45	47	48	51	36	11	0	3	11	7	1	0	2					
		3.94%	4.01%	3.82%	1.70%	2.27%	3.70%	3.27%	4.36%	4.69%	1.13%	3.14%	4.08%	4.39%	5.04%	4.28%	5.44%	3.88%	4.03%	3.73%	3.84%	4.82%	5.23%	4.29%	3.07%	0.0%	2.30%	2.39%	1.75%	0.56%	0.0%	2.02%					
22	"5. ""За Русь Святую"""	85	2	1	1	1	0	2	6	2	4	5	4	5	7	0	8	6	1	5	6	3	1	1	0	3	0	1	3	7	0	0					
		0.38%	0.25%	0.15%	0.21%	0.18%	0.0%	0.36%	0.42%	0.16%	1.50%	0.41%	0.68%	0.43%	0.56%	0.0%	0.61%	0.42%	0.10%	0.41%	0.49%	0.30%	0.10%	0.11%	0.0%	1.89%	0.0%	0.21%	0.75%	3.95%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	40	1	1	2	2	1	2	2	1	0	0	0	1	7	1	0	6	0	2	3	0	1	1	5	0	0	0	0	0	0	1					
		0.18%	0.12%	0.15%	0.42%	0.37%	0.37%	0.36%	0.14%	0.08%	0.0%	0.0%	0.0%	0.08%	0.56%	0.12%	0.0%	0.42%	0.0%	0.16%	0.24%	0.0%	0.10%	0.11%	1.39%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.01%					
24	"7. ""Новый курс - Автомобильная Россия"""	191	8	5	6	2	0	5	15	15	3	10	3	15	17	7	13	13	8	8	5	7	9	3	4	0	1	4	4	1	0	0					
		0.87%	1.00%	0.76%	1.28%	0.37%	0.0%	0.90%	1.05%	1.21%	1.13%	0.82%	0.51%	1.29%	1.36%	0.88%	0.99%	0.91%	0.84%	0.66%	0.40%	0.70%	0.92%	0.35%	1.11%	0.0%	0.76%	0.87%	1.0%	0.56%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	20	0	0	0	1	1	0	1	0	0	1	1	0	0	1	3	1	1	3	0	1	2	0	0	1	0	0	2	0	0	0					
		0.09%	0.0%	0.0%	0.0%	0.18%	0.37%	0.0%	0.07%	0.0%	0.0%	0.08%	0.17%	0.0%	0.0%	0.12%	0.23%	0.07%	0.10%	0.24%	0.0%	0.10%	0.20%	0.0%	0.0%	0.63%	0.0%	0.0%	0.5%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	62	3	1	1	2	1	0	1	6	1	6	2	4	1	2	7	4	6	4	1	0	4	1	0	0	0	2	1	1	0	0					
		0.28%	0.37%	0.15%	0.21%	0.37%	0.37%	0.0%	0.07%	0.48%	0.37%	0.49%	0.34%	0.34%	0.08%	0.25%	0.53%	0.28%	0.63%	0.33%	0.08%	0.0%	0.41%	0.11%	0.0%	0.0%	0.0%	0.43%	0.25%	0.56%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	377	21	16	11	11	6	7	31	19	2	14	11	19	12	8	23	23	19	17	26	14	16	22	8	7	1	6	4	1	0	2					
		1.71%	2.63%	2.44%	2.35%	2.08%	2.22%	1.27%	2.18%	1.53%	0.75%	1.15%	1.87%	1.63%	0.96%	1.00%	1.76%	1.62%	2.01%	1.41%	2.12%	1.40%	1.64%	2.62%	2.23%	4.43%	0.76%	1.30%	1.0%	0.56%	0.0%	2.02%					
28	"11. ""Истинные патриоты России"""	17	1	1	0	0	0	1	0	1	0	0	0	1	4	0	1	2	0	2	1	0	0	0	0	0	1	0	0	0	0	1					
