Выборы Президента Российской Федерации																											
																											
Наименование Избирательной комиссии:    Слободо-Туринская																											
																											
Итоги голосования 																											
																											
		Сумма	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834					
1	"Число избирателей, внесенных в список"	12333	487	592	746	157	347	200	346	126	905	213	875	176	244	430	801	178	202	455	2336	2517					
2	Число полученных избирательных бюллетеней	12332	486	598	735	161	357	204	348	128	909	209	882	182	242	429	761	179	207	455	2337	2523					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	6606	294	338	451	155	199	160	195	88	402	139	412	121	156	256	426	132	147	203	1055	1277					
5	"Число избирательных бюллетеней, выданных вне помещения"	812	13	101	58	0	40	0	26	10	103	21	60	6	40	40	48	10	22	66	106	42					
6	Число погашенных избирательных бюллетеней	4914	179	159	226	6	118	44	127	30	404	49	410	55	46	133	287	37	38	186	1176	1204					
7	Число избирательных бюллетеней в переносных ящиках	812	13	101	58	0	40	0	26	10	103	21	60	6	40	40	48	10	22	66	106	42					
8	Число бюллетеней в стационарных ящиках для голосования	6606	294	338	451	155	199	160	195	88	402	139	412	121	156	256	426	132	147	203	1055	1277					
9	Число недействительных избирательных бюллетеней	98	10	0	3	2	4	3	3	0	5	2	9	2	1	0	5	3	0	3	17	26					
10	Число действительных избирательных бюллетеней	7320	297	439	506	153	235	157	218	98	500	158	463	125	195	296	469	139	169	266	1144	1293					
11	Число полученных открепительных  удостоверений	299	12	15	18	4	8	5	8	3	22	5	21	4	6	9	20	4	5	11	58	61					
12	Число выданных открепительных удостоверений	44	2	0	10	0	4	0	1	0	4	0	2	0	1	2	0	0	1	0	7	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	16	0	2	4	0	1	0	0	1	2	1	0	0	0	0	0	0	0	1	0	4					
14	Число неиспользованных открепительных удостоверений	255	10	15	8	4	4	5	7	3	18	5	19	4	5	7	20	4	4	11	51	51					
15	"Число открепительных удостоверений, выданных в ТИК"	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																											
18	. Глазьев Сергей Юрьевич	141	8	15	10	0	0	1	3	0	10	1	9	4	3	4	9	1	0	6	18	39					
		1.90%	2.61%	3.42%	1.96%	0.00%	0.00%	0.62%	1.36%	0.00%	1.98%	0.62%	1.91%	3.15%	1.53%	1.35%	1.90%	0.70%	0.00%	2.23%	1.55%	2.96%					
19	. Малышкин Олег Александрович	164	13	8	6	3	14	3	4	2	15	5	4	2	4	8	10	3	7	5	21	27					
		2.21%	4.23%	1.82%	1.18%	1.94%	5.86%	1.88%	1.81%	2.04%	2.97%	3.12%	0.85%	1.57%	2.04%	2.70%	2.11%	2.11%	4.14%	1.86%	1.81%	2.05%					
20	. Миронов Сергей Михайлович	42	1	0	3	0	0	0	3	1	4	0	3	0	2	1	4	1	2	2	8	7					
		0.57%	0.33%	0.00%	0.59%	0.00%	0.00%	0.00%	1.36%	1.02%	0.79%	0.00%	0.64%	0.00%	1.02%	0.34%	0.84%	0.70%	1.18%	0.74%	0.69%	0.53%					
21	. Путин Владимир Владимирович	6000	199	364	424	143	198	138	171	78	409	133	365	108	161	250	378	122	129	227	952	1051					
		80.88%	64.82%	82.92%	83.30%	92.26%	82.85%	86.25%	77.38%	79.59%	80.99%	83.12%	77.33%	85.04%	82.14%	84.46%	79.75%	85.92%	76.33%	84.39%	82.00%	79.68%					
22	. Хакамада Ирина Муцуовна	126	5	3	3	1	0	3	2	2	6	2	3	0	2	0	8	0	0	5	42	39					
		1.70%	1.63%	0.68%	0.59%	0.65%	0.00%	1.88%	0.90%	2.04%	1.19%	1.25%	0.64%	0.00%	1.02%	0.00%	1.69%	0.00%	0.00%	1.86%	3.62%	2.96%					
23	. Харитонов Николай Михайлович	762	66	45	58	5	23	9	34	15	51	16	70	9	21	33	59	7	29	19	90	103					
		10.27%	21.50%	10.25%	11.39%	3.23%	9.62%	5.62%	15.38%	15.31%	10.10%	10.00%	14.83%	7.09%	10.71%	11.15%	12.45%	4.93%	17.16%	7.06%	7.75%	7.81%					
																											
24	Против всех	85	5	4	2	1	0	3	1	0	5	1	9	2	2	0	1	5	2	2	13	27					
		1.15%	1.63%	0.91%	0.39%	0.65%	0.00%	1.88%	0.45%	0.00%	0.99%	0.62%	1.91%	1.57%	1.02%	0.00%	0.21%	3.52%	1.18%	0.74%	1.12%	2.05%					
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
