Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																												
Дата голосования: 07.12.2003 0:00:00																												
																												
Наименование Избирательной комиссии:    Первомайская																												
																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																												
																												
		Сумма	УИК №1909	УИК №1910	УИК №1911	УИК №1912	УИК №1913	УИК №1914	УИК №1915	УИК №1916	УИК №1917	УИК №1918	УИК №1919	УИК №1920	УИК №1921	УИК №1922	УИК №1923	УИК №1924	УИК №1925	УИК №1926	УИК №1927	УИК №1928	УИК №1929					
1	"Число избирателей, внесенных в списки"	19326	2301	2645	2343	3048	2994	1464	495	419	593	259	330	458	124	387	75	81	363	217	111	516	103					
2	"Число бюллетеней, полученных участковыми комиссиями"	17799	2038	2313	2037	2673	2592	1537	500	400	600	260	350	490	133	370	76	78	370	217	124	536	105					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	8128	797	1029	756	1393	1259	643	240	235	269	164	165	196	45	182	41	60	210	76	32	284	52					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	453	25	28	43	58	57	18	13	25	31	20	18	20	32	21	0	0	5	0	39	0	0					
6	Число погашенных бюллетеней	9218	1216	1256	1238	1222	1276	876	247	140	300	76	167	274	56	167	35	18	155	141	53	252	53					
7	Число бюллетеней в переносных ящиках для голосования	452	25	28	43	58	57	18	13	25	31	20	18	20	32	20	0	0	5	0	39	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	8127	797	1029	756	1392	1259	643	240	235	269	164	165	196	45	182	41	60	210	76	32	284	52					
9	Число недействительных бюллетеней	146	14	18	11	13	15	27	8	3	12	0	0	6	3	2	0	0	8	4	0	1	1					
10	Число действительных бюллетеней	8433	808	1039	788	1437	1301	634	245	257	288	184	183	210	74	200	41	60	207	72	71	283	51					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	500	40	40	40	40	40	40	20	20	20	20	20	20	12	20	20	20	12	12	12	20	12					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	17	6	0	1	5	1	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	5	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0					
14	Число погашенных открепительных удостоверений	483	34	40	39	35	39	38	20	20	20	19	19	20	12	20	20	20	12	12	12	20	12					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
18	"1. ""ЕДИНЕНИЕ"""	95	4	9	17	13	10	9	4	8	4	0	5	1	0	3	0	0	4	1	0	3	0					
		1.10%	0.48%	0.85%	2.12%	0.89%	0.75%	1.36%	1.58%	3.07%	1.33%	0.0%	2.73%	0.46%	0.0%	1.48%	0.0%	0.0%	1.86%	1.31%	0.0%	1.05%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	109	9	15	9	20	24	6	0	1	6	4	0	1	1	4	0	0	4	0	1	3	1					
		1.27%	1.09%	1.41%	1.12%	1.37%	1.82%	0.90%	0.0%	0.38%	2.0%	2.17%	0.0%	0.46%	1.29%	1.98%	0.0%	0.0%	1.86%	0.0%	1.40%	1.05%	1.92%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	229	11	27	20	47	39	30	9	3	4	2	4	7	1	5	2	0	10	0	0	4	4					
		2.66%	1.33%	2.55%	2.50%	3.24%	2.96%	4.53%	3.55%	1.15%	1.33%	1.08%	2.18%	3.24%	1.29%	2.47%	4.87%	0.0%	4.65%	0.0%	0.0%	1.40%	7.69%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	95	13	11	10	21	9	3	6	2	4	1	3	1	0	4	0	0	1	3	1	1	1					
		1.10%	1.58%	1.04%	1.25%	1.44%	0.68%	0.45%	2.37%	0.76%	1.33%	0.54%	1.63%	0.46%	0.0%	1.98%	0.0%	0.0%	0.46%	3.94%	1.40%	0.35%	1.92%					
22	"5. ""За Русь Святую"""	47	1	1	9	6	5	5	2	1	2	0	1	2	3	2	1	0	1	2	0	2	1					
		0.54%	0.12%	0.09%	1.12%	0.41%	0.37%	0.75%	0.79%	0.38%	0.66%	0.0%	0.54%	0.92%	3.89%	0.99%	2.43%	0.0%	0.46%	2.63%	0.0%	0.70%	1.92%					
23	"6. ""Объединенная Российская партия ""Русь"""	18	4	1	3	2	1	3	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0					
		0.20%	0.48%	0.09%	0.37%	0.13%	0.07%	0.45%	0.0%	0.0%	0.0%	0.54%	0.0%	0.0%	1.29%	0.0%	0.0%	0.0%	0.46%	0.0%	1.40%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	48	2	10	8	7	10	2	0	0	2	1	1	0	0	3	0	0	0	0	1	1	0					
		0.55%	0.24%	0.94%	1.00%	0.48%	0.75%	0.30%	0.0%	0.0%	0.66%	0.54%	0.54%	0.0%	0.0%	1.48%	0.0%	0.0%	0.0%	0.0%	1.40%	0.35%	0.0%					
25	"8. ""Народно-республиканская партия России"""	16	3	2	1	1	1	2	1	2	1	0	0	1	0	0	0	0	0	0	0	0	1					
		0.18%	0.36%	0.18%	0.12%	0.06%	0.07%	0.30%	0.39%	0.76%	0.33%	0.0%	0.0%	0.46%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.92%					
26	"9. ""Российская экологическая партия ""Зеленые"""	20	1	3	2	4	0	2	0	0	3	0	3	0	0	0	1	0	1	0	0	0	0					
		0.23%	0.12%	0.28%	0.25%	0.27%	0.0%	0.30%	0.0%	0.0%	1.0%	0.0%	1.63%	0.0%	0.0%	0.0%	2.43%	0.0%	0.46%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	345	20	24	26	39	37	21	18	9	21	28	21	12	4	17	1	0	19	5	5	18	0					
		4.02%	2.43%	2.27%	3.25%	2.68%	2.81%	3.17%	7.11%	3.46%	7.0%	15.21%	11.47%	5.55%	5.19%	8.41%	2.43%	0.0%	8.83%	6.57%	7.04%	6.33%	0.0%					
28	"11. ""Истинные патриоты России"""	8	1	2	1	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.09%	0.12%	0.18%	0.12%	0.0%	0.07%	0.15%	0.79%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	71	4	10	5	14	11	4	2	3	3	0	1	0	0	2	0	3	6	1	0	2	0					
		0.82%	0.48%	0.94%	0.62%	0.96%	0.83%	0.60%	0.79%	1.15%	1.0%	0.0%	0.54%	0.0%	0.0%	0.99%	0.0%	5.0%	2.79%	1.31%	0.0%	0.70%	0.0%					
30	"13. ""Демократическая партия России"""	25	2	6	0	5	2	0	0	0	2	0	2	0	1	1	1	0	1	0	1	1	0					
		0.29%	0.24%	0.56%	0.0%	0.34%	0.15%	0.0%	0.0%	0.0%	0.66%	0.0%	1.09%	0.0%	1.29%	0.49%	2.43%	0.0%	0.46%	0.0%	1.40%	0.35%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	13	0	4	1	0	0	0	0	3	1	0	0	0	0	1	0	0	1	1	0	1	0					
		0.15%	0.0%	0.37%	0.12%	0.0%	0.0%	0.0%	0.0%	1.15%	0.33%	0.0%	0.0%	0.0%	0.0%	0.49%	0.0%	0.0%	0.46%	1.31%	0.0%	0.35%	0.0%					
32	"15. ""Партия СЛОН"""	9	0	1	2	0	1	0	0	1	0	2	1	1	0	0	0	0	0	0	0	0	0					
		0.10%	0.0%	0.09%	0.25%	0.0%	0.07%	0.0%	0.0%	0.38%	0.0%	1.08%	0.54%	0.46%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	625	46	65	41	137	114	48	13	10	12	4	29	12	1	19	4	0	25	8	3	33	1					
		7.28%	5.59%	6.14%	5.13%	9.44%	8.66%	7.26%	5.13%	3.84%	4.0%	2.17%	15.84%	5.55%	1.29%	9.40%	9.75%	0.0%	11.62%	10.52%	4.22%	11.61%	1.92%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	14	1	1	2	0	2	1	0	1	1	0	1	1	0	0	0	0	1	2	0	0	0					
		0.16%	0.12%	0.09%	0.25%	0.0%	0.15%	0.15%	0.0%	0.38%	0.33%	0.0%	0.54%	0.46%	0.0%	0.0%	0.0%	0.0%	0.46%	2.63%	0.0%	0.0%	0.0%					
35	"18. ""ЛДПР"""	998	97	149	85	156	129	82	19	31	39	13	20	35	3	28	7	1	21	7	11	64	1					
		11.63%	11.80%	14.09%	10.63%	10.75%	9.80%	12.40%	7.50%	11.92%	13.0%	7.06%	10.92%	16.20%	3.89%	13.86%	17.07%	1.66%	9.76%	9.21%	15.49%	22.53%	1.92%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	258	27	29	24	49	40	22	8	7	2	5	8	1	2	12	0	0	8	5	1	6	2					
