Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																										
Дата голосования: 02.12.2007																										
																										
Наименование Избирательной комиссии:    Воскресенская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521					
1	"Число избирателей, внесенных в списки избирателей"	9088	335	519	206	1726	360	327	249	696	342	322	203	311	86	328	292	150	109	1093	1434					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	8812	335	493	191	1600	342	327	246	684	336	329	206	320	84	338	282	147	102	1050	1400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	5606	226	278	113	929	216	195	185	462	263	222	116	176	63	225	180	98	77	663	919					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	627	32	73	7	89	43	5	18	66	12	38	25	31	13	27	15	13	9	40	71					
6	Число погашенных избирательных бюллетеней	2579	77	142	71	582	83	127	43	156	61	69	65	113	8	86	87	36	16	347	410					
7	Число избирательных бюллетеней в переносных ящиках для голосования	627	32	73	7	89	43	5	18	66	12	38	25	31	13	27	15	13	9	40	71					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5604	226	278	113	928	216	195	185	462	263	222	116	176	63	225	180	98	77	662	919					
9	Число недействительных избирательных бюллетеней	132	2	6	6	24	12	7	8	3	0	5	0	11	0	8	5	0	1	16	18					
10	Число действительных избирательных бюллетеней	6099	256	345	114	993	247	193	195	525	275	255	141	196	76	244	190	111	85	686	972					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	490	25	25	25	30	25	25	25	25	25	25	25	25	25	25	25	25	25	30	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	169	13	10	4	19	2	12	2	5	3	20	3	12	0	8	2	3	1	21	29					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	77	5	12	1	9	9	2	4	2	5	4	2	2	4	1	2	1	2	2	8					
14	Число погашенных неиспользованных открепительных удостоверений	321	12	15	21	11	23	13	23	20	22	5	22	13	25	17	23	22	24	9	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
18	1.Политическая партия «Аграрная партия России»	108	8	14	1	20	2	3	1	6	16	4	0	2	0	3	3	1	1	8	15					
		1.73%	3.10%	3.99%	0.83%	1.97%	0.77%	1.50%	0.49%	1.14%	5.82%	1.54%	0.00%	0.97%	0.00%	1.19%	1.54%	0.90%	1.16%	1.14%	1.52%					
19	2.Всероссийская политическая партия «Гражданская Сила»	30	2	2	1	4	1	0	1	5	1	0	2	0	0	0	0	0	0	4	7					
		0.48%	0.78%	0.57%	0.83%	0.39%	0.39%	0.00%	0.49%	0.95%	0.36%	0.00%	1.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.57%	0.71%					
20	3.Политическая партия «Демократическая партия России»	12	0	1	0	0	1	1	0	3	1	0	0	0	0	0	3	0	0	1	1					
		0.19%	0.00%	0.28%	0.00%	0.00%	0.39%	0.50%	0.00%	0.57%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	1.54%	0.00%	0.00%	0.14%	0.10%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	562	22	29	14	86	23	11	16	45	14	18	10	20	5	12	18	5	6	77	131					
		9.02%	8.53%	8.26%	11.67%	8.46%	8.88%	5.50%	7.88%	8.52%	5.09%	6.92%	7.09%	9.66%	6.58%	4.76%	9.23%	4.50%	6.98%	10.97%	13.23%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	14	1	0	0	6	1	1	1	1	0	0	0	0	0	0	1	0	0	2	0					
		0.22%	0.39%	0.00%	0.00%	0.59%	0.39%	0.50%	0.49%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.28%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	11	1	1	1	2	0	1	0	0	1	0	0	0	0	1	0	0	0	1	2					
		0.18%	0.39%	0.28%	0.83%	0.20%	0.00%	0.50%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.14%	0.20%					
24	7.Политическая партия «Либерально-демократическая партия России»	370	10	19	9	95	18	9	5	31	12	8	3	9	2	14	4	1	3	57	61					
		5.94%	3.88%	5.41%	7.50%	9.34%	6.95%	4.50%	2.46%	5.87%	4.36%	3.08%	2.13%	4.35%	2.63%	5.56%	2.05%	0.90%	3.49%	8.12%	6.16%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	838	35	47	21	158	18	23	15	62	25	30	16	61	3	14	25	6	9	96	174					
		13.45%	13.57%	13.39%	17.50%	15.54%	6.95%	11.50%	7.39%	11.74%	9.09%	11.54%	11.35%	29.47%	3.95%	5.56%	12.82%	5.41%	10.47%	13.68%	17.58%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	31	1	2	1	6	0	1	0	2	0	4	0	0	1	4	2	2	2	1	2					
		0.50%	0.39%	0.57%	0.83%	0.59%	0.00%	0.50%	0.00%	0.38%	0.00%	1.54%	0.00%	0.00%	1.32%	1.59%	1.03%	1.80%	2.33%	0.14%	0.20%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	4076	174	226	63	605	181	141	155	367	202	189	109	104	65	196	133	95	63	436	572					
		65.41%	67.44%	64.39%	52.50%	59.49%	69.88%	70.50%	76.35%	69.51%	73.45%	72.69%	77.30%	50.24%	85.53%	77.78%	68.21%	85.59%	73.26%	62.11%	57.78%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	47	2	4	3	11	2	2	1	3	3	2	1	0	0	0	1	1	1	3	7					
		0.75%	0.78%	1.14%	2.50%	1.08%	0.77%	1.00%	0.49%	0.57%	1.09%	0.77%	0.71%	0.00%	0.00%	0.00%	0.51%	0.90%	1.16%	0.43%	0.71%					
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
