Выборы Президента Российской Федерации																															
Дата голосования: 18.03.2018																															
																															
Наименование Избирательной комиссии:    Курчатовская городская																															
																															
Сводная таблица итогов голосования																															
																															
	Число участковых избирательных комиссий	20																													
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	20																													
																															
		Сумма	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268									
1	"Число избирателей, включенных в список избирателей"	33463	1743	1780	2160	1766	1500	1666	1568	1739	1693	1613	1531	1580	1723	1715	1470	1509	1541	1525	1762	1879									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	29400	1500	1500	1700	1600	1300	1400	1400	1600	1500	1400	1400	1400	1500	1500	1300	1300	1400	1400	1600	1700									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	21849	1108	1219	1463	1171	1045	1099	790	1082	1200	1093	1066	1053	1042	1027	1037	989	1053	994	1053	1265									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	512	29	39	54	37	47	59	8	17	30	24	12	22	17	12	13	10	26	10	28	18									
6	Число погашенных избирательных бюллетеней	7039	363	242	183	392	208	242	602	501	270	283	322	325	441	461	250	301	321	396	519	417									
7	Число избирательных бюллетеней в переносных ящиках для голосования	512	29	39	54	37	47	59	8	17	30	24	12	22	17	12	13	10	26	10	28	18									
8	Число бюллетеней в стационарных ящиках для голосования	21846	1108	1219	1462	1170	1045	1098	790	1082	1200	1093	1066	1053	1042	1027	1037	989	1053	994	1053	1265									
9	Число недействительных избирательных бюллетеней	279	13	11	23	19	5	12	11	6	16	16	13	15	9	7	16	18	16	14	18	21									
10	Число действительных избирательных бюллетеней	22079	1124	1247	1493	1188	1087	1145	787	1093	1214	1101	1065	1060	1050	1032	1034	981	1063	990	1063	1262									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																															
13	Бабурин Сергей Николаевич	158	9	6	8	5	3	8	7	13	13	7	10	6	4	4	11	6	9	11	6	12									
		0.71%	0.79%	0.48%	0.53%	0.41%	0.27%	0.69%	0.88%	1.18%	1.06%	0.63%	0.93%	0.56%	0.38%	0.38%	1.05%	0.60%	0.83%	1.10%	0.56%	0.94%									
14	Грудинин Павел Николаевич	2762	149	155	174	140	126	133	109	136	153	150	136	116	122	113	133	117	141	124	137	198									
		12.35%	13.10%	12.32%	11.48%	11.60%	11.54%	11.50%	13.66%	12.37%	12.44%	13.43%	12.62%	10.79%	11.52%	10.88%	12.67%	11.71%	13.07%	12.35%	12.67%	15.43%									
15	Жириновский Владимир Вольфович	1381	93	59	75	74	46	76	62	62	63	56	58	68	53	79	65	81	74	62	85	90									
		6.18%	8.18%	4.69%	4.95%	6.13%	4.21%	6.57%	7.77%	5.64%	5.12%	5.01%	5.38%	6.33%	5.00%	7.60%	6.19%	8.11%	6.86%	6.18%	7.86%	7.01%									
16	Путин Владимир Владимирович	17040	847	986	1186	929	864	885	592	829	938	848	833	828	836	805	799	743	804	765	796	927									
		76.21%	74.49%	78.38%	78.23%	76.97%	79.12%	76.49%	74.19%	75.43%	76.26%	75.92%	77.27%	77.02%	78.94%	77.48%	76.10%	74.37%	74.51%	76.20%	73.64%	72.25%									
17	Собчак Ксения Анатольевна	275	9	18	20	13	13	13	3	21	15	20	8	17	20	11	9	15	12	10	14	14									
		1.23%	0.79%	1.43%	1.32%	1.08%	1.19%	1.12%	0.38%	1.91%	1.22%	1.79%	0.74%	1.58%	1.89%	1.06%	0.86%	1.50%	1.11%	0.99%	1.30%	1.09%									
18	Сурайкин Максим Александрович	139	2	6	9	8	7	11	3	7	7	7	6	8	1	8	9	9	8	7	7	9									
		0.62%	0.18%	0.48%	0.59%	0.66%	0.64%	0.95%	0.38%	0.64%	0.57%	0.63%	0.56%	0.74%	0.09%	0.77%	0.86%	0.90%	0.74%	0.70%	0.65%	0.70%									
19	Титов Борис Юрьевич	148	4	9	9	7	10	7	2	11	13	8	8	13	7	8	3	3	4	3	11	8									
		0.66%	0.35%	0.72%	0.59%	0.58%	0.92%	0.61%	0.25%	1.00%	1.06%	0.72%	0.74%	1.21%	0.66%	0.77%	0.29%	0.30%	0.37%	0.30%	1.02%	0.62%									
20	Явлинский Григорий Алексеевич	176	11	8	12	12	18	12	9	14	12	5	6	4	7	4	5	7	11	8	7	4									
		0.79%	0.97%	0.64%	0.79%	0.99%	1.65%	1.04%	1.13%	1.27%	0.98%	0.45%	0.56%	0.37%	0.66%	0.38%	0.48%	0.70%	1.02%	0.80%	0.65%	0.31%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
