Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																														
Дата голосования: 07.12.2003 0:00:00																														
																														
Наименование Избирательной комиссии:    Сямженская																														
																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																														
																														
		Сумма	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743					
1	"Число избирателей, внесенных в списки"	7517	153	188	94	455	305	167	251	610	155	123	569	292	62	161	233	688	1231	1003	105	205	215	60	192					
2	"Число бюллетеней, полученных участковыми комиссиями"	7522	170	185	105	460	310	170	225	590	190	146	600	340	73	200	250	630	1100	900	146	245	220	67	200					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	4435	94	130	51	219	159	74	124	317	113	88	409	193	52	109	147	372	766	576	52	129	98	44	119					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	981	37	7	33	140	81	53	76	52	17	28	33	37	5	37	46	38	26	27	24	76	56	16	36					
6	Число погашенных бюллетеней	2106	39	48	21	101	70	43	25	221	60	30	158	110	16	54	57	220	308	297	70	40	66	7	45					
7	Число бюллетеней в переносных ящиках для голосования	981	37	7	33	140	81	53	76	52	17	28	33	37	5	37	46	38	26	27	24	76	56	16	36					
8	Число бюллетеней в стационарных ящиках для голосования	4424	94	130	51	219	159	74	124	317	113	88	409	193	52	109	147	372	755	576	52	129	98	44	119					
9	Число недействительных бюллетеней	105	5	3	0	4	2	1	3	3	5	0	8	7	2	2	3	8	19	17	2	6	1	2	2					
10	Число действительных бюллетеней	5300	126	134	84	355	238	126	197	366	125	116	434	223	55	144	190	402	762	586	74	199	153	58	153					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	190	5	5	5	10	5	5	5	20	5	5	15	5	5	5	5	20	20	20	5	5	5	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	18	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	5	4	2	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	14	0	0	1	0	0	0	2	0	0	0	1	0	1	0	0	1	2	1	1	1	0	1	2					
14	Число погашенных открепительных удостоверений	172	4	5	5	10	5	5	5	20	5	5	12	5	5	5	5	17	15	16	3	5	5	5	5					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
18	"1. ""ЕДИНЕНИЕ"""	55	0	2	1	4	2	2	0	6	0	2	11	1	0	2	1	4	4	10	0	0	1	1	1					
		1.01%	0.0%	1.45%	1.19%	1.11%	0.83%	1.57%	0.0%	1.62%	0.0%	1.72%	2.48%	0.43%	0.0%	1.36%	0.51%	0.97%	0.51%	1.65%	0.0%	0.0%	0.64%	1.66%	0.64%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	119	2	0	3	5	6	0	2	11	0	1	11	4	0	2	5	5	30	12	0	10	1	0	9					
		2.20%	1.52%	0.0%	3.57%	1.39%	2.5%	0.0%	1.0%	2.98%	0.0%	0.86%	2.48%	1.73%	0.0%	1.36%	2.59%	1.21%	3.84%	1.99%	0.0%	4.87%	0.64%	0.0%	5.80%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	116	6	2	4	7	8	0	4	6	6	3	12	5	0	5	0	7	18	17	2	3	0	0	1					
		2.14%	4.58%	1.45%	4.76%	1.94%	3.33%	0.0%	2.0%	1.62%	4.61%	2.58%	2.71%	2.17%	0.0%	3.42%	0.0%	1.70%	2.30%	2.81%	2.63%	1.46%	0.0%	0.0%	0.64%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	68	1	2	1	6	4	0	2	7	1	3	7	3	1	1	1	5	12	8	1	2	0	0	0					
		1.25%	0.76%	1.45%	1.19%	1.67%	1.66%	0.0%	1.0%	1.89%	0.76%	2.58%	1.58%	1.30%	1.75%	0.68%	0.51%	1.21%	1.53%	1.32%	1.31%	0.97%	0.0%	0.0%	0.0%					
22	"5. ""За Русь Святую"""	32	2	5	0	1	5	0	2	1	1	0	2	0	0	1	2	4	1	0	1	1	1	1	1					
		0.59%	1.52%	3.64%	0.0%	0.27%	2.08%	0.0%	1.0%	0.27%	0.76%	0.0%	0.45%	0.0%	0.0%	0.68%	1.03%	0.97%	0.12%	0.0%	1.31%	0.48%	0.64%	1.66%	0.64%					
23	"6. ""Объединенная Российская партия ""Русь"""	14	0	0	2	1	1	0	0	1	0	0	2	0	0	0	1	0	1	1	0	1	1	0	2					
		0.25%	0.0%	0.0%	2.38%	0.27%	0.41%	0.0%	0.0%	0.27%	0.0%	0.0%	0.45%	0.0%	0.0%	0.0%	0.51%	0.0%	0.12%	0.16%	0.0%	0.48%	0.64%	0.0%	1.29%					
24	"7. ""Новый курс - Автомобильная Россия"""	18	1	0	0	1	0	0	0	1	0	0	1	0	0	1	2	1	4	3	0	1	1	0	1					
		0.33%	0.76%	0.0%	0.0%	0.27%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	0.22%	0.0%	0.0%	0.68%	1.03%	0.24%	0.51%	0.49%	0.0%	0.48%	0.64%	0.0%	0.64%					
25	"8. ""Народно-республиканская партия России"""	10	0	0	0	0	2	0	1	1	1	0	0	0	0	1	3	0	1	0	0	0	0	0	0					
		0.18%	0.0%	0.0%	0.0%	0.0%	0.83%	0.0%	0.5%	0.27%	0.76%	0.0%	0.0%	0.0%	0.0%	0.68%	1.55%	0.0%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	12	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	1	6	1	0	0	0	0	0					
		0.22%	0.0%	0.0%	0.0%	0.0%	0.41%	1.57%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.51%	0.24%	0.76%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	1007	32	6	12	84	45	42	87	74	36	7	34	48	5	40	68	77	137	92	10	24	13	3	31					
		18.63%	24.42%	4.37%	14.28%	23.39%	18.75%	33.07%	43.5%	20.05%	27.69%	6.03%	7.69%	20.86%	8.77%	27.39%	35.23%	18.78%	17.54%	15.25%	13.15%	11.70%	8.44%	5.0%	20.0%					
28	"11. ""Истинные патриоты России"""	4	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
		0.07%	0.0%	0.0%	0.0%	0.0%	0.41%	0.0%	0.5%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.64%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	95	1	0	0	5	3	1	3	14	6	3	3	4	0	2	0	12	12	19	1	2	2	0	2					
		1.75%	0.76%	0.0%	0.0%	1.39%	1.25%	0.78%	1.5%	3.79%	4.61%	2.58%	0.67%	1.73%	0.0%	1.36%	0.0%	2.92%	1.53%	3.15%	1.31%	0.97%	1.29%	0.0%	1.29%					
30	"13. ""Демократическая партия России"""	8	1	0	1	0	2	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0					
		0.14%	0.76%	0.0%	1.19%	0.0%	0.83%	0.0%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.68%	0.0%	0.0%	0.12%	0.0%	1.31%	0.0%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	11	0	1	2	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5					
		0.20%	0.0%	0.72%	2.38%	0.0%	0.41%	0.0%	0.0%	0.0%	0.0%	0.0%	0.45%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	3.22%					
32	"15. ""Партия СЛОН"""	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
		0.01%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.43%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
