Выборы Президента Российской Федерации																																												
Дата голосования: 02.03.2008																																												
																																												
Наименование Избирательной комиссии:    Сергиевская																																												
																																												
Сводная таблица результатов выборов																																												
																																												
	Число участковых избирательных комиссий	37																																										
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	37																																										
																																												
		Сумма	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437					
1	"Число избирателей, включенных в списки избирателей"	35100	205	228	373	316	510	374	589	317	408	527	739	600	115	169	1106	254	256	2117	1847	1923	283	202	604	1140	329	1065	1478	1138	542	2421	2134	2733	2945	1770	1797	583	963					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	35000	195	220	370	315	520	380	590	315	410	520	790	660	125	175	1090	265	260	2100	1830	1830	270	210	570	1140	325	1145	1435	1065	575	2375	2165	2790	2875	1790	1800	555	955					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	25667	168	192	302	252	392	302	426	233	337	417	380	446	89	86	902	196	195	1522	1379	1405	234	152	441	715	225	715	1177	873	442	1663	1567	1925	2192	1281	1299	451	694					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	3189	25	24	68	58	83	37	103	28	61	54	227	67	17	64	146	34	25	200	100	139	29	37	35	267	56	228	58	120	35	133	106	47	108	87	99	101	83					
6	Число погашенных избирательных бюллетеней	6144	2	4	0	5	45	41	61	54	12	49	183	147	19	25	42	35	40	378	351	286	7	21	94	158	44	202	200	72	98	579	492	818	575	422	402	3	178					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3189	25	24	68	58	83	37	103	28	61	54	227	67	17	64	146	34	25	200	100	139	29	37	35	267	56	228	58	120	35	133	106	47	108	87	99	101	83					
8	Число бюллетеней в стационарных ящиках для голосования	25559	168	192	302	252	392	302	426	233	337	417	380	446	89	86	902	196	195	1522	1379	1405	234	152	441	715	225	715	1177	873	442	1663	1567	1925	2084	1281	1299	451	694					
9	Число недействительных избирательных бюллетеней	334	0	6	1	4	5	8	13	1	2	32	2	3	2	3	10	1	3	32	27	7	1	1	2	5	2	2	5	15	4	18	25	22	32	14	11	5	8					
10	Число действительных избирательных бюллетеней	28414	193	210	369	306	470	331	516	260	396	439	605	510	104	147	1038	229	217	1690	1452	1537	262	188	474	977	279	941	1230	978	473	1778	1648	1950	2160	1354	1387	547	769					
11	Число полученных открепительных  удостоверений	1087	10	10	10	10	15	15	8	12	10	5	58	76	15	14	15	20	10	41	40	30	10	10	20	20	10	128	35	50	45	50	50	50	50	50	50	10	25					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	985	10	6	10	10	15	15	8	12	9	4	58	76	15	14	12	19	10	41	35	30	6	10	20	16	8	128	33	18	45	40	50	50	50	36	42	8	16					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	479	3	5	14	6	8	2	7	7	8	5	11	13	9	6	10	3	3	10	29	31	6	2	9	8	5	37	4	44	5	65	13	15	22	10	8	23	13					
14	Число неиспользованных открепительных удостоверений	102	0	4	0	0	0	0	0	0	1	1	0	0	0	0	3	1	0	0	5	0	4	0	0	4	2	0	2	32	0	10	0	0	0	14	8	2	9					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	13	0	0	0	0	1	2	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	1	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																												
18	Богданов Андрей Владимирович	277	1	0	1	2	0	2	4	1	3	0	5	3	0	0	2	1	4	24	17	19	2	4	3	10	3	5	5	8	10	20	30	33	28	13	12	1	1					
		0.96%	0.52%	0.00%	0.27%	0.65%	0.00%	0.59%	0.76%	0.38%	0.75%	0.00%	0.82%	0.58%	0.00%	0.00%	0.19%	0.43%	1.82%	1.39%	1.15%	1.23%	0.76%	2.12%	0.63%	1.02%	1.07%	0.53%	0.40%	0.81%	2.10%	1.11%	1.79%	1.67%	1.28%	0.95%	0.86%	0.18%	0.13%					
19	Жириновский Владимир Вольфович	3040	7	11	33	11	29	31	52	37	16	41	53	48	11	27	99	24	26	192	175	160	22	16	64	90	23	87	119	99	73	198	212	219	212	167	161	64	131					
		10.57%	3.63%	5.09%	8.92%	3.55%	6.11%	9.14%	9.83%	14.18%	4.02%	8.70%	8.73%	9.36%	10.38%	18.00%	9.45%	10.43%	11.82%	11.15%	11.83%	10.36%	8.37%	8.47%	13.45%	9.16%	8.19%	9.23%	9.64%	9.97%	15.30%	11.02%	12.67%	11.11%	9.67%	12.21%	11.52%	11.59%	16.86%					
20	Зюганов Геннадий Андреевич	5847	9	32	39	29	81	38	82	57	48	50	133	89	12	25	135	45	34	354	279	379	25	33	93	159	56	162	286	233	83	569	496	583	271	307	347	84	110					
		20.34%	4.66%	14.81%	10.54%	9.35%	17.05%	11.21%	15.50%	21.84%	12.06%	10.62%	21.91%	17.35%	11.32%	16.67%	12.88%	19.57%	15.45%	20.56%	18.86%	24.55%	9.51%	17.46%	19.54%	16.19%	19.93%	17.18%	23.16%	23.46%	17.40%	31.68%	29.65%	29.56%	12.36%	22.44%	24.82%	15.22%	14.16%					
21	Медведев Дмитрий Анатольевич	19250	176	167	296	264	360	260	378	165	329	348	414	370	81	95	802	159	153	1120	981	979	213	135	314	718	197	687	820	638	307	991	910	1115	1649	867	867	398	527					
		66.96%	91.19%	77.31%	80.00%	85.16%	75.79%	76.70%	71.46%	63.22%	82.66%	73.89%	68.20%	72.12%	76.42%	63.33%	76.53%	69.13%	69.55%	65.04%	66.33%	63.41%	80.99%	71.43%	65.97%	73.12%	70.11%	72.85%	66.40%	64.25%	64.36%	55.18%	54.39%	56.54%	75.23%	63.38%	62.02%	72.10%	67.82%					
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
