Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																				
Дата голосования: 07.12.2003 0:00:00																																				
																																				
Наименование Избирательной комиссии:    Карабудахкентская																																				
																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																				
																																				
		Сумма	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023					
1	"Число избирателей, внесенных в списки"	37925	879	774	1661	1667	1486	1745	632	327	611	1394	1408	1598	1429	1432	580	620	1491	1646	2287	1006	1236	1031	2115	2916	1184	1174	815	1840	941					
2	"Число бюллетеней, полученных участковыми комиссиями"	36250	800	730	1600	1600	1400	1600	620	320	600	1300	1400	1500	1400	1400	500	620	1450	1600	2200	900	1200	1000	2000	2900	1150	1100	800	1660	900					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	31483	606	691	1505	919	1011	964	616	312	596	1128	1091	1480	1312	1119	180	613	1302	1508	2156	839	1198	998	1982	2780	1033	1086	606	973	879					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21					
6	Число погашенных бюллетеней	4746	194	39	95	681	389	636	4	8	4	172	309	20	88	281	320	7	148	92	44	61	2	2	18	120	117	14	194	687	0					
7	Число бюллетеней в переносных ящиках для голосования	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21					
8	Число бюллетеней в стационарных ящиках для голосования	31483	606	691	1505	919	1011	964	616	312	596	1128	1091	1480	1312	1119	180	613	1302	1508	2156	839	1198	998	1982	2780	1033	1086	606	973	879					
9	Число недействительных бюллетеней	46	3	0	0	0	0	10	0	0	0	6	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	16	5	0					
10	Число действительных бюллетеней	31458	603	691	1505	919	1011	954	616	312	596	1122	1087	1480	1312	1119	180	613	1302	1508	2156	837	1198	998	1982	2780	1033	1086	590	968	900					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	100	2	2	3	3	3	4	2	2	2	3	3	4	3	3	2	2	4	4	8	3	6	3	4	8	3	3	3	5	3					
