Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																														
Дата голосования: 02.12.2007																														
																														
Наименование Избирательной комиссии:    территориальная избирательная комиссия Гороховецкого района																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819					
1	"Число избирателей, внесенных в списки избирателей"	19227	1612	1673	415	298	1665	1630	1158	1472	539	1721	554	517	349	569	148	126	1240	271	653	144	223	1270	980					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	19537	1624	1664	448	364	1609	1673	1121	1472	533	1694	597	525	376	598	199	154	1152	288	653	202	234	1368	989					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	12546	1179	1175	316	278	1090	1156	778	1050	344	1135	316	278	143	341	140	52	733	182	312	107	159	800	482					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1615	32	61	99	20	70	57	37	34	54	44	110	69	78	84	8	49	114	42	112	25	30	132	254					
6	Число погашенных избирательных бюллетеней	5376	413	428	33	66	449	460	306	388	135	515	171	178	155	173	51	53	305	64	229	70	45	436	253					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1615	32	61	99	20	70	57	37	34	54	44	110	69	78	84	8	49	114	42	112	25	30	132	254					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12526	1179	1175	316	258	1090	1156	778	1050	344	1135	316	278	143	341	140	52	733	182	312	107	159	800	482					
9	Число недействительных избирательных бюллетеней	181	14	21	6	4	11	20	5	34	7	14	2	6	2	5	0	1	7	2	3	2	4	6	5					
10	Число действительных избирательных бюллетеней	13960	1197	1215	409	274	1149	1193	810	1050	391	1165	424	341	219	420	148	100	840	222	421	130	185	926	731					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	330	18	22	10	10	20	20	15	20	20	15	10	10	10	10	10	10	20	10	15	10	10	20	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	249	12	22	5	2	19	14	13	20	4	11	4	10	10	10	5	10	20	10	3	10	0	20	15					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	162	7	5	9	5	11	7	13	9	7	10	2	7	6	4	5	0	15	3	1	2	5	13	16					
14	Число погашенных неиспользованных открепительных удостоверений	81	6	0	5	8	1	6	2	0	16	4	6	0	0	0	5	0	0	0	12	0	10	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
18	1.Политическая партия «Аграрная партия России»	361	38	24	16	4	24	24	23	27	14	27	18	9	3	10	0	0	14	10	12	3	8	35	18					
		2.55%	3.14%	1.94%	3.86%	1.44%	2.07%	1.98%	2.82%	2.49%	3.52%	2.29%	4.23%	2.59%	1.36%	2.35%	0.00%	0.00%	1.65%	4.46%	2.83%	2.27%	4.23%	3.76%	2.45%					
19	2.Всероссийская политическая партия «Гражданская Сила»	92	13	8	1	2	11	9	6	15	0	6	0	3	1	1	0	0	2	2	7	2	0	2	1					
		0.65%	1.07%	0.65%	0.24%	0.72%	0.95%	0.74%	0.74%	1.38%	0.00%	0.51%	0.00%	0.86%	0.45%	0.24%	0.00%	0.00%	0.24%	0.89%	1.65%	1.52%	0.00%	0.21%	0.14%					
20	3.Политическая партия «Демократическая партия России»	16	0	1	0	2	1	1	1	2	1	0	0	1	0	0	0	0	2	0	1	1	0	1	1					
		0.11%	0.00%	0.08%	0.00%	0.72%	0.09%	0.08%	0.12%	0.18%	0.25%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.24%	0.76%	0.00%	0.11%	0.14%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2366	161	222	93	43	202	235	143	207	72	155	45	54	29	38	32	17	188	18	63	31	40	143	135					
		16.73%	13.29%	17.96%	22.41%	15.47%	17.41%	19.37%	17.55%	19.10%	18.09%	13.15%	10.56%	15.56%	13.12%	8.94%	21.62%	16.83%	22.20%	8.04%	14.86%	23.48%	21.16%	15.34%	18.34%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	79	5	4	3	0	9	6	6	6	0	7	6	6	0	3	2	0	7	3	1	3	1	0	1					
		0.56%	0.41%	0.32%	0.72%	0.00%	0.78%	0.49%	0.74%	0.55%	0.00%	0.59%	1.41%	1.73%	0.00%	0.71%	1.35%	0.00%	0.83%	1.34%	0.24%	2.27%	0.53%	0.00%	0.14%					
23	6.Политическая партия «Партия социальной справедливости»	32	4	2	1	0	5	5	2	2	0	2	0	2	1	0	0	0	1	1	0	0	0	3	1					
		0.23%	0.33%	0.16%	0.24%	0.00%	0.43%	0.41%	0.25%	0.18%	0.00%	0.17%	0.00%	0.58%	0.45%	0.00%	0.00%	0.00%	0.12%	0.45%	0.00%	0.00%	0.00%	0.32%	0.14%					
24	7.Политическая партия «Либерально-демократическая партия России»	1322	121	102	30	18	110	117	86	99	40	122	24	26	20	38	12	9	109	28	32	8	36	72	63					
		9.35%	9.99%	8.25%	7.23%	6.47%	9.48%	9.65%	10.55%	9.13%	10.05%	10.35%	5.63%	7.49%	9.05%	8.94%	8.11%	8.91%	12.87%	12.50%	7.55%	6.06%	19.05%	7.73%	8.56%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1005	92	99	33	21	88	104	68	73	37	87	20	35	16	14	13	2	59	17	19	2	7	61	38					
		7.11%	7.60%	8.01%	7.95%	7.55%	7.59%	8.57%	8.34%	6.73%	9.30%	7.38%	4.69%	10.09%	7.24%	3.29%	8.78%	1.98%	6.97%	7.59%	4.48%	1.52%	3.70%	6.55%	5.16%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	96	13	7	2	2	9	9	5	7	2	6	2	3	1	1	3	0	4	3	2	1	2	6	6					
		0.68%	1.07%	0.57%	0.48%	0.72%	0.78%	0.74%	0.61%	0.65%	0.50%	0.51%	0.47%	0.86%	0.45%	0.24%	2.03%	0.00%	0.47%	1.34%	0.47%	0.76%	1.06%	0.64%	0.82%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	8489	742	733	229	181	683	669	461	596	224	742	308	201	148	313	86	72	447	138	283	78	91	597	467					
		60.03%	61.27%	59.30%	55.18%	65.11%	58.88%	55.15%	56.56%	54.98%	56.28%	62.93%	72.30%	57.93%	66.97%	73.65%	58.11%	71.29%	52.77%	61.61%	66.75%	59.09%	48.15%	64.06%	63.45%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	102	8	13	1	1	7	14	9	16	1	11	1	1	0	2	0	0	7	2	1	1	0	6	0					
		0.72%	0.66%	1.05%	0.24%	0.36%	0.60%	1.15%	1.10%	1.48%	0.25%	0.93%	0.23%	0.29%	0.00%	0.47%	0.00%	0.00%	0.83%	0.89%	0.24%	0.76%	0.00%	0.64%	0.00%					
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
