Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																					
Дата голосования: 04.12.2011																																																					
																																																					
Наименование Избирательной комиссии:    Каменск-Шахтинская городская																																																					
																																																					
Сводная таблица результатов выборов																																																					
																																																					
		Сумма	УИК №812	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №1164	УИК №1168	УИК №2461	УИК №2462					
1	"Число избирателей, внесенных в список избирателей"	73957	67	1536	1053	1602	2265	1965	1400	1783	1449	1540	2125	2164	1519	918	1578	1782	2032	1372	1471	1363	1879	1077	1576	2290	2372	1888	1879	2002	1724	2427	553	2103	1993	1586	1796	1111	1565	1955	1860	1144	1329	2200	1493	1274	341	1556					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	71850	300	1300	1100	1500	1900	1900	1200	1800	1400	1400	2100	2100	1500	900	1600	1700	2100	1400	1400	1300	1800	1100	1500	2300	2300	1800	1800	2000	1700	2300	400	2100	2000	1600	1800	1000	1500	1900	1900	1100	1300	2200	1500	1200	350	1500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	37912	66	901	504	740	1303	832	775	920	860	828	1148	1207	805	527	848	829	1083	773	814	720	1007	518	805	1145	1245	1091	1035	1006	933	1167	274	1065	996	822	889	477	690	930	782	387	536	1228	594	666	327	814					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1802	1	28	23	27	35	44	28	27	34	38	48	76	35	15	32	29	29	46	46	33	44	81	35	40	35	15	34	39	34	77	32	48	27	128	41	28	43	54	51	62	62	27	39	37	0	15					
6	Число погашенных избирательных бюллетеней	32136	233	371	573	733	562	1024	397	853	506	534	904	817	660	358	720	842	988	581	540	547	749	501	660	1115	1020	694	731	955	733	1056	94	987	977	650	870	495	767	916	1067	651	702	945	867	497	23	671					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1802	1	28	23	27	35	44	28	27	34	38	48	76	35	15	32	29	29	46	46	33	44	81	35	40	35	15	34	39	34	77	32	48	27	128	41	28	43	54	51	62	62	27	39	37	0	15					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	37910	66	901	504	740	1303	831	775	920	860	828	1148	1207	805	527	848	829	1083	773	814	720	1007	518	805	1145	1245	1091	1035	1006	932	1167	274	1065	996	822	889	477	690	930	782	387	536	1228	594	666	327	814					
9	Число недействительных избирательных бюллетеней	364	0	13	5	3	14	2	2	7	9	13	11	8	6	10	9	5	15	3	10	4	8	2	2	17	9	16	11	10	14	12	3	12	12	13	15	2	5	12	3	1	4	4	4	9	1	14					
10	Число действительных избирательных бюллетеней	39348	67	916	522	764	1324	873	801	940	885	853	1185	1275	834	532	871	853	1097	816	850	749	1043	597	838	1168	1271	1090	1058	1035	952	1232	303	1101	1011	937	915	503	728	972	830	448	594	1251	629	694	326	815					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1471	0	25	15	20	32	37	25	35	30	32	43	57	37	25	30	40	43	35	32	22	43	25	28	45	62	40	40	40	36	63	10	40	40	40	35	12	24	28	33	15	15	53	30	25	0	34					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1358	0	25	11	18	32	36	25	35	19	32	43	57	35	25	30	39	42	34	32	19	43	23	28	44	60	39	40	39	34	62	9	30	33	31	23	10	17	22	26	9	7	53	30	23	0	34					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1289	67	120	12	55	21	43	179	16	64	19	14	29	10	20	14	28	13	5	10	31	15	7	36	11	10	109	35	22	34	17	16	10	5	11	10	17	14	16	10	10	14	14	13	2	48	13					
14	Число погашенных неиспользованных открепительных удостоверений	113	0	0	4	2	0	1	0	0	11	0	0	0	2	0	0	1	1	1	0	3	0	2	0	1	2	1	0	1	2	1	1	10	7	9	12	2	7	6	7	6	8	0	0	2	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	26	0	0	0	0	1	0	0	0	0	1	3	2	1	0	0	1	3	0	1	0	0	0	0	1	6	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																					
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	8433	13	184	112	143	180	197	166	191	194	183	315	375	185	121	219	194	307	208	229	177	243	127	156	286	286	222	219	220	193	339	32	228	198	163	163	79	108	151	129	86	106	276	150	170	41	169					
		21.24%	19.40%	19.81%	21.25%	18.64%	13.45%	22.51%	20.67%	20.17%	21.70%	21.13%	26.34%	29.23%	22.02%	22.32%	24.89%	22.61%	27.61%	25.40%	26.63%	23.51%	23.12%	21.20%	18.57%	24.14%	22.34%	20.07%	20.49%	21.05%	19.98%	27.25%	10.46%	20.49%	19.35%	17.16%	17.53%	15.64%	14.73%	15.35%	15.49%	19.15%	17.73%	21.99%	23.70%	24.18%	12.54%	20.39%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	6020	12	207	82	165	301	138	121	133	123	110	172	159	116	82	119	144	132	111	88	110	155	95	127	164	178	165	134	139	109	239	73	151	166	135	135	75	116	156	137	71	114	193	92	118	47	111					
		15.16%	17.91%	22.28%	15.56%	21.51%	22.50%	15.77%	15.07%	14.04%	13.76%	12.70%	14.38%	12.39%	13.81%	15.13%	13.52%	16.78%	11.87%	13.55%	10.23%	14.61%	14.75%	15.86%	15.12%	13.84%	13.91%	14.92%	12.54%	13.30%	11.28%	19.21%	23.86%	13.57%	16.23%	14.21%	14.52%	14.85%	15.83%	15.85%	16.45%	15.81%	19.06%	15.38%	14.53%	16.79%	14.37%	13.39%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	457	0	13	4	12	10	11	6	5	20	10	11	9	13	5	14	10	18	10	8	6	5	7	7	8	19	18	15	17	15	11	3	11	9	12	16	2	6	11	10	2	9	18	9	6	5	11					
		1.15%	0.00%	1.40%	0.76%	1.56%	0.75%	1.26%	0.75%	0.53%	2.24%	1.15%	0.92%	0.70%	1.55%	0.92%	1.59%	1.17%	1.62%	1.22%	0.93%	0.80%	0.48%	1.17%	0.83%	0.68%	1.48%	1.63%	1.40%	1.63%	1.55%	0.88%	0.98%	0.99%	0.88%	1.26%	1.72%	0.40%	0.82%	1.12%	1.20%	0.45%	1.51%	1.43%	1.42%	0.85%	1.53%	1.33%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	9469	23	157	125	145	228	178	156	224	193	260	278	301	202	134	206	182	267	201	209	182	266	124	207	330	333	279	268	286	312	215	40	261	256	215	281	122	227	304	217	97	113	325	138	166	43	193					
		23.84%	34.33%	16.90%	23.72%	18.90%	17.04%	20.34%	19.43%	23.65%	21.59%	30.02%	23.24%	23.46%	24.05%	24.72%	23.41%	21.21%	24.01%	24.54%	24.30%	24.17%	25.31%	20.70%	24.64%	27.85%	26.02%	25.23%	25.07%	27.37%	32.30%	17.28%	13.07%	23.45%	25.02%	22.63%	30.22%	24.16%	30.97%	30.89%	26.05%	21.60%	18.90%	25.90%	21.80%	23.61%	13.15%	23.28%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1042	2	17	13	19	27	21	24	20	29	21	36	40	28	21	22	29	39	22	40	20	28	24	31	33	43	33	37	30	23	26	2	27	35	15	13	9	8	16	8	8	6	47	9	18	4	19					
		2.62%	2.99%	1.83%	2.47%	2.48%	2.02%	2.40%	2.99%	2.11%	3.24%	2.42%	3.01%	3.12%	3.33%	3.87%	2.50%	3.38%	3.51%	2.69%	4.65%	2.66%	2.66%	4.01%	3.69%	2.78%	3.36%	2.98%	3.46%	2.87%	2.38%	2.09%	0.65%	2.43%	3.42%	1.58%	1.40%	1.78%	1.09%	1.63%	0.96%	1.78%	1.00%	3.75%	1.42%	2.56%	1.22%	2.29%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	13712	17	332	183	278	567	324	326	365	319	267	367	384	284	166	285	288	328	260	266	251	341	218	298	341	401	361	382	334	296	398	151	421	344	395	304	211	260	327	325	182	244	385	230	214	183	309					
		34.53%	25.37%	35.74%	34.72%	36.25%	42.38%	37.03%	40.60%	38.54%	35.68%	30.83%	30.69%	29.93%	33.81%	30.63%	32.39%	33.57%	29.50%	31.75%	30.93%	33.33%	32.45%	36.39%	35.48%	28.78%	31.33%	32.64%	35.73%	31.96%	30.64%	31.99%	49.35%	37.83%	33.63%	41.58%	32.69%	41.78%	35.47%	33.23%	39.02%	40.53%	40.80%	30.68%	36.33%	30.44%	55.96%	37.27%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	215	0	6	3	2	11	4	2	2	7	2	6	7	6	3	6	6	6	4	10	3	5	2	12	6	11	12	3	9	4	4	2	2	3	2	3	5	3	7	4	2	2	7	1	2	3	3					
