Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																														
Дата голосования: 07.12.2003 0:00:00																																														
																																														
Наименование Избирательной комиссии:    Болотнинская																																														
																																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																														
																																														
		Сумма	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119					
1	"Число избирателей, внесенных в списки"	24200	423	299	394	680	193	578	275	517	98	359	173	596	125	429	91	102	103	257	379	144	411	91	466	625	201	422	592	111	2066	2003	1214	1902	1432	1745	564	684	369	1305	1782					
2	"Число бюллетеней, полученных участковыми комиссиями"	24335	430	300	390	700	200	580	280	530	100	510	180	610	130	440	90	100	110	260	400	150	430	100	470	650	205	430	600	110	2030	1940	1150	1900	1400	1750	550	700	380	1300	1750					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	12604	267	240	231	404	158	324	173	325	77	337	149	287	88	372	81	63	83	204	255	73	240	66	250	363	113	259	310	107	926	939	568	916	595	678	255	371	162	575	720					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1012	0	0	21	56	8	36	12	49	5	22	9	15	4	4	0	10	0	0	23	34	56	0	34	22	10	31	97	0	65	51	61	29	21	30	9	62	56	41	29					
6	Число погашенных бюллетеней	10719	163	60	138	240	34	220	95	156	18	151	22	308	38	64	9	27	27	56	122	43	134	34	186	265	82	140	193	3	1039	950	521	955	784	1042	286	267	162	684	1001					
7	Число бюллетеней в переносных ящиках для голосования	1012	0	0	21	56	8	36	12	49	5	22	9	15	4	4	0	10	0	0	23	34	56	0	34	22	10	31	97	0	65	51	61	29	21	30	9	62	56	41	29					
8	Число бюллетеней в стационарных ящиках для голосования	12596	267	240	231	404	158	317	173	325	77	337	149	287	88	372	81	63	83	204	255	73	239	66	250	363	113	259	310	107	926	939	568	916	595	678	255	371	162	575	720					
9	Число недействительных бюллетеней	316	11	17	8	19	1	5	4	7	1	1	4	7	1	1	0	0	1	3	6	7	7	1	12	8	5	4	12	1	19	28	13	17	11	15	5	8	4	18	24					
10	Число действительных бюллетеней	13292	256	223	244	441	165	348	181	367	81	358	154	295	91	375	81	73	82	201	272	100	288	65	272	377	118	286	395	106	972	962	616	928	605	693	259	425	214	598	725					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	282	5	5	7	10	5	10	5	10	5	10	5	5	5	5	5	5	5	5	5	5	5	5	10	10	5	5	10	5	15	10	10	10	10	10	5	10	5	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	96	3	0	5	4	2	0	0	2	1	2	2	1	0	1	0	0	0	2	4	0	2	0	1	3	0	2	2	0	13	6	3	7	7	5	3	4	0	6	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	56	0	0	4	1	0	0	1	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	1	1	0	2	4	0	9	4	7	3	3	4	2	2	0	1	1					
