Выборы Президента Российской Федерации																																						
																																						
Наименование Избирательной комиссии:    Усть-Илимская городская																																						
																																						
Итоги голосования 																																						
																																						
		Сумма	УИК №1330	УИК №1331	УИК №1332	УИК №1333	УИК №1334	УИК №1335	УИК №1336	УИК №1337	УИК №1338	УИК №1339	УИК №1340	УИК №1341	УИК №1342	УИК №1343	УИК №1344	УИК №1345	УИК №1346	УИК №1347	УИК №1348	УИК №1349	УИК №1350	УИК №1351	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357	УИК №1358	УИК №1588	УИК №1589					
1	"Число избирателей, внесенных в список"	73380	2235	1374	2207	2256	2405	2795	2232	2220	1007	2239	1771	2887	2299	2991	2876	2809	2863	2827	2196	2078	2931	2965	2666	2962	2861	2981	1531	1744	2991	1823	1358					
2	Число полученных избирательных бюллетеней	69690	2100	1300	2100	2150	2300	2800	2150	2100	950	2100	1800	2800	2150	2850	2700	2650	2700	2650	2100	1950	2800	2800	2550	2800	2650	2850	1400	1650	2800	1700	1290					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	36179	1125	756	1273	1209	1151	1139	1009	1159	474	897	576	1516	1129	1474	1548	1491	1484	1411	1153	1046	1517	1510	1384	1352	1478	1485	795	800	1283	887	668					
5	"Число избирательных бюллетеней, выданных вне помещения"	807	32	20	20	24	24	38	30	37	58	24	23	30	21	32	29	17	29	35	20	19	18	35	22	26	28	30	20	5	28	12	21					
6	Число погашенных избирательных бюллетеней	32704	943	524	807	917	1125	1623	1111	904	418	1179	1201	1254	1000	1344	1123	1142	1187	1204	927	885	1265	1255	1144	1422	1144	1335	585	845	1489	801	601					
7	Число избирательных бюллетеней в переносных ящиках	807	32	20	20	24	24	38	30	37	58	24	23	30	21	32	29	17	29	35	20	19	18	35	22	26	28	30	20	5	28	12	21					
8	Число бюллетеней в стационарных ящиках для голосования	36169	1125	756	1273	1209	1151	1139	1009	1159	474	896	576	1516	1129	1472	1548	1491	1484	1411	1153	1046	1517	1510	1384	1352	1477	1481	795	800	1282	887	667					
9	Число недействительных избирательных бюллетеней	219	7	4	7	7	8	18	3	4	4	11	4	9	8	11	11	3	7	12	10	11	8	6	6	6	13	5	4	2	4	4	2					
10	Число действительных избирательных бюллетеней	36757	1150	772	1286	1226	1167	1159	1036	1192	528	909	595	1537	1142	1493	1566	1505	1506	1434	1163	1054	1527	1539	1400	1372	1492	1506	811	803	1306	895	686					
11	Число полученных открепительных  удостоверений	993	33	16	30	30	33	40	30	30	14	30	25	40	30	40	39	38	40	38	30	28	40	40	35	40	39	40	20	24	40	25	16					
12	Число выданных открепительных удостоверений	262	11	7	15	13	8	11	6	11	1	8	0	14	11	4	10	14	20	4	7	13	14	12	9	8	10	9	0	3	3	3	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	193	9	2	12	7	8	4	3	3	7	11	2	6	19	4	7	8	7	11	4	5	1	7	4	7	11	4	6	1	4	4	5					
14	Число неиспользованных открепительных удостоверений	731	22	9	15	17	25	29	24	19	13	22	25	26	19	36	29	24	20	34	23	15	26	28	26	32	29	31	20	21	37	22	13					
15	"Число открепительных удостоверений, выданных в ТИК"	7	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																						
18	. Глазьев Сергей Юрьевич	2041	67	58	99	58	79	49	49	77	21	36	18	68	51	85	104	91	78	92	66	51	88	97	74	72	87	72	39	48	77	53	37					
		5.52%	5.79%	7.47%	7.66%	4.70%	6.72%	4.16%	4.72%	6.44%	3.95%	3.91%	3.01%	4.40%	4.43%	5.65%	6.59%	6.03%	5.16%	6.36%	5.63%	4.79%	5.73%	6.28%	5.26%	5.22%	5.78%	4.77%	4.79%	5.96%	5.88%	5.90%	5.38%					
19	. Малышкин Олег Александрович	1662	54	33	53	58	62	77	52	46	18	75	37	70	64	68	53	44	63	59	39	33	48	73	66	53	61	64	26	50	79	51	33					
		4.49%	4.67%	4.25%	4.10%	4.70%	5.28%	6.54%	5.00%	3.85%	3.38%	8.15%	6.18%	4.53%	5.57%	4.52%	3.36%	2.92%	4.16%	4.08%	3.32%	3.10%	3.13%	4.72%	4.69%	3.85%	4.05%	4.24%	3.19%	6.21%	6.03%	5.67%	4.80%					
20	. Миронов Сергей Михайлович	315	7	4	10	20	8	6	10	13	2	11	5	15	6	11	11	20	12	11	9	2	10	15	11	7	12	7	15	5	15	16	9					
		0.85%	0.61%	0.52%	0.77%	1.62%	0.68%	0.51%	0.96%	1.09%	0.38%	1.20%	0.83%	0.97%	0.52%	0.73%	0.70%	1.33%	0.79%	0.76%	0.77%	0.19%	0.65%	0.97%	0.78%	0.51%	0.80%	0.46%	1.84%	0.62%	1.15%	1.78%	1.31%					
21	. Путин Владимир Владимирович	22831	742	488	806	783	761	808	667	739	352	601	397	1002	713	893	963	889	885	795	716	657	932	924	882	849	906	939	517	461	807	534	423					
		61.75%	64.13%	62.89%	62.34%	63.50%	64.77%	68.65%	64.20%	61.79%	66.17%	65.33%	66.28%	64.81%	62.00%	59.37%	61.07%	58.95%	58.49%	54.98%	61.04%	61.69%	60.72%	59.81%	62.73%	61.61%	60.20%	62.14%	63.44%	57.27%	61.60%	59.40%	61.48%					
22	. Хакамада Ирина Муцуовна	1973	55	49	51	61	47	46	41	59	27	30	10	83	51	82	85	106	90	101	75	74	102	85	88	68	79	85	42	50	72	47	32					
		5.34%	4.75%	6.31%	3.94%	4.95%	4.00%	3.91%	3.95%	4.93%	5.08%	3.26%	1.67%	5.37%	4.43%	5.45%	5.39%	7.03%	5.95%	6.98%	6.39%	6.95%	6.64%	5.50%	6.26%	4.93%	5.25%	5.63%	5.15%	6.21%	5.50%	5.23%	4.65%					
23	. Харитонов Николай Михайлович	6061	174	112	207	194	162	136	177	196	91	123	113	204	175	263	264	293	292	293	203	178	260	267	207	234	257	252	124	138	196	153	123					
		16.39%	15.04%	14.43%	16.01%	15.73%	13.79%	11.55%	17.04%	16.39%	17.11%	13.37%	18.86%	13.20%	15.22%	17.49%	16.74%	19.43%	19.30%	20.26%	17.31%	16.71%	16.94%	17.28%	14.72%	16.98%	17.08%	16.68%	15.21%	17.14%	14.96%	17.02%	17.88%					
																																						
24	Против всех	1874	51	28	60	52	48	37	40	62	17	33	15	95	82	91	86	62	86	83	55	59	87	78	72	89	90	87	48	51	60	41	29					
		5.07%	4.41%	3.61%	4.64%	4.22%	4.09%	3.14%	3.85%	5.18%	3.20%	3.59%	2.50%	6.14%	7.13%	6.05%	5.45%	4.11%	5.68%	5.74%	4.69%	5.54%	5.67%	5.05%	5.12%	6.46%	5.98%	5.76%	5.89%	6.34%	4.58%	4.56%	4.22%					
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
