Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																							
Дата голосования: 07.12.2003 0:00:00																							
																							
Наименование Избирательной комиссии:    Новичихинская																							
																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																							
																							
		Сумма	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149					
1	"Число избирателей, внесенных в списки"	8990	986	2632	645	347	98	59	130	380	114	383	730	825	913	120	473	155					
2	"Число бюллетеней, полученных участковыми комиссиями"	8794	955	2530	640	350	102	60	132	370	115	370	720	810	910	118	460	152					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	6020	558	1592	479	260	82	55	97	304	94	276	530	500	586	97	371	139					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	325	40	66	30	23	5	2	4	22	9	18	10	44	28	2	17	5					
6	Число погашенных бюллетеней	2449	357	872	131	67	15	3	31	44	12	76	180	266	296	19	72	8					
7	Число бюллетеней в переносных ящиках для голосования	325	40	66	30	23	5	2	4	22	9	18	10	44	28	2	17	5					
8	Число бюллетеней в стационарных ящиках для голосования	6020	558	1592	479	260	82	55	97	304	94	276	530	500	586	97	371	139					
9	Число недействительных бюллетеней	86	3	10	10	5	0	0	2	6	0	9	13	14	6	3	5	0					
10	Число действительных бюллетеней	6259	595	1648	499	278	87	57	99	320	103	285	527	530	608	96	383	144					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	100	10	14	5	5	5	5	5	5	5	5	5	5	11	5	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	30	2	14	3	0	0	0	0	1	0	1	1	0	8	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	19	0	6	0	0	1	1	0	3	1	0	1	2	2	2	0	0					
14	Число погашенных открепительных удостоверений	70	8	0	2	5	5	5	5	4	5	4	4	5	3	5	5	5					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
18	"1. ""ЕДИНЕНИЕ"""	77	6	18	6	4	0	2	1	3	0	4	6	7	5	3	8	4					
		1.21%	1.00%	1.08%	1.17%	1.41%	0.0%	3.50%	0.99%	0.92%	0.0%	1.36%	1.11%	1.28%	0.81%	3.03%	2.06%	2.77%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	169	11	65	5	4	7	2	3	6	3	0	16	7	23	6	11	0					
		2.66%	1.83%	3.92%	0.98%	1.41%	8.04%	3.50%	2.97%	1.84%	2.91%	0.0%	2.96%	1.28%	3.74%	6.06%	2.83%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	130	10	27	18	16	4	0	3	3	0	2	8	13	8	2	15	1					
		2.04%	1.67%	1.62%	3.53%	5.65%	4.59%	0.0%	2.97%	0.92%	0.0%	0.68%	1.48%	2.38%	1.30%	2.02%	3.86%	0.69%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	54	10	18	3	0	1	0	4	3	0	6	1	2	2	0	3	1					
		0.85%	1.67%	1.08%	0.58%	0.0%	1.14%	0.0%	3.96%	0.92%	0.0%	2.04%	0.18%	0.36%	0.32%	0.0%	0.77%	0.69%					
22	"5. ""За Русь Святую"""	26	2	8	4	3	1	0	2	1	1	2	1	0	1	0	0	0					
		0.40%	0.33%	0.48%	0.78%	1.06%	1.14%	0.0%	1.98%	0.30%	0.97%	0.68%	0.18%	0.0%	0.16%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	10	2	4	0	2	0	1	0	0	0	0	0	0	0	0	1	0					
