Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Пристенская																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	13953	640	124	402	150	508	249	291	164	376	250	161	413	246	364	440	268	257	131	198	408	324	333	209	208	1405	713	273	1520	1610	1318									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11338	525	98	326	122	404	208	235	137	308	210	134	334	202	294	350	230	200	106	158	335	256	266	171	174	1142	582	218	1226	1315	1072									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	5329	277	68	137	72	165	78	146	87	125	113	58	161	82	155	159	105	53	73	75	135	102	110	90	72	469	288	88	515	777	494									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1703	62	20	48	17	129	71	37	31	95	72	28	59	69	50	91	43	82	33	38	99	74	48	26	63	90	69	23	58	34	44									
6	Число погашенных избирательных бюллетеней	4306	186	10	141	33	110	59	52	19	88	25	48	114	51	89	100	82	65	0	45	101	80	108	55	39	583	225	107	653	504	534									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1703	62	20	48	17	129	71	37	31	95	72	28	59	69	50	91	43	82	33	38	99	74	48	26	63	90	69	23	58	34	44									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	5325	277	68	137	72	165	78	146	87	125	113	58	161	82	155	159	105	53	73	75	135	102	110	90	72	469	288	88	515	773	494									
9	Число недействительных избирательных бюллетеней	174	16	1	9	5	2	0	2	0	1	1	2	9	2	7	4	6	1	1	2	6	5	7	7	4	7	10	9	11	23	14									
10	Число действительных избирательных бюллетеней	6854	323	87	176	84	292	149	181	118	219	184	84	211	149	198	246	142	134	105	111	228	171	151	109	131	552	347	102	562	784	524									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	199	13	3	3	3	5	5	3	3	5	5	3	5	6	3	5	2	5	3	3	3	3	5	5	5	10	10	3	17	34	21									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	131	13	2	2	0	5	5	1	3	0	5	0	0	3	0	4	1	2	0	2	0	0	3	0	5	7	10	2	9	26	21									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	70	2	4	0	2	3	5	1	3	4	2	1	3	2	2	1	0	1	2	2	2	0	1	3	0	2	2	2	8	5	5									
14	Число погашенных неиспользованных открепительных удостоверений	68	0	1	1	3	0	0	2	0	5	0	3	5	3	3	1	1	3	3	1	3	3	2	5	0	3	0	1	8	8	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	33	1	0	0	1	1	1	0	0	0	3	0	1	3	1	1	0	1	2	0	0	0	1	0	0	2	2	1	0	7	4									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	72	2	6	2	0	2	1	2	0	0	1	1	0	1	1	1	3	2	1	1	1	1	0	0	1	5	4	2	13	12	6									
		1.02%	0.59%	6.82%	1.08%	0.00%	0.68%	0.67%	1.09%	0.00%	0.00%	0.54%	1.16%	0.00%	0.66%	0.49%	0.40%	2.03%	1.48%	0.94%	0.88%	0.43%	0.57%	0.00%	0.00%	0.74%	0.89%	1.12%	1.80%	2.27%	1.49%	1.12%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	230	23	3	6	2	8	3	3	2	1	3	4	5	12	5	12	8	2	2	1	12	1	6	0	5	21	15	2	19	32	12									
