Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																										
Дата голосования: 04.12.2011																										
																										
Наименование Избирательной комиссии:    Третьяковская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №1597	УИК №1598	УИК №1599	УИК №1600	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1878	УИК №1879					
1	"Число избирателей, внесенных в список избирателей"	12095	1971	292	1433	760	1164	1018	266	761	470	582	122	603	483	138	475	184	621	557	195					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	12000	1900	260	1500	750	1200	1000	270	700	400	590	120	600	500	140	500	190	640	550	190					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6082	972	125	663	377	616	557	170	316	254	338	90	274	230	70	246	119	273	251	141					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	598	144	18	114	33	51	33	13	22	21	16	7	27	26	6	11	8	33	15	0					
6	Число погашенных избирательных бюллетеней	5320	784	117	723	340	533	410	87	362	125	236	23	299	244	64	243	63	334	284	49					
7	Число избирательных бюллетеней в переносных ящиках для голосования	598	144	18	114	33	51	33	13	22	21	16	7	27	26	6	11	8	33	15	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6081	972	125	663	377	616	557	170	316	254	338	90	274	230	70	246	119	273	250	141					
9	Число недействительных избирательных бюллетеней	143	19	2	11	16	12	9	3	18	6	8	1	7	11	1	6	3	7	3	0					
10	Число действительных избирательных бюллетеней	6536	1097	141	766	394	655	581	180	320	269	346	96	294	245	75	251	124	299	262	141					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	100	16	2	15	5	8	6	2	7	5	5	3	4	3	2	4	2	4	5	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	65	16	2	15	5	2	4	0	3	0	2	3	1	3	0	0	1	3	3	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	34	6	3	1	0	3	2	0	3	0	1	2	1	0	4	1	3	1	1	2					
14	Число погашенных неиспользованных открепительных удостоверений	35	0	0	0	0	6	2	2	4	5	3	0	3	0	2	4	1	1	2	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	966	113	17	109	69	109	86	19	66	47	62	19	36	50	8	71	13	35	27	10					
		14.46%	10.13%	11.89%	14.03%	16.83%	16.34%	14.58%	10.38%	19.53%	17.09%	17.51%	19.59%	11.96%	19.53%	10.53%	27.63%	10.24%	11.44%	10.19%	7.09%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1200	202	23	114	44	82	176	53	76	41	74	21	55	40	13	52	44	37	39	14					
		17.97%	18.10%	16.08%	14.67%	10.73%	12.29%	29.83%	28.96%	22.49%	14.91%	20.90%	21.65%	18.27%	15.63%	17.11%	20.23%	34.65%	12.09%	14.72%	9.93%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	41	6	0	5	6	2	3	0	0	2	6	2	3	1	1	1	1	0	2	0					
		0.61%	0.54%	0.00%	0.64%	1.46%	0.30%	0.51%	0.00%	0.00%	0.73%	1.69%	2.06%	0.99%	0.39%	1.32%	0.39%	0.79%	0.00%	0.75%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1297	215	30	174	86	113	94	17	64	52	63	21	70	65	11	16	6	90	58	52					
		19.42%	19.27%	20.98%	22.39%	20.98%	16.94%	15.93%	9.29%	18.93%	18.91%	17.80%	21.65%	23.26%	25.39%	14.47%	6.23%	4.72%	29.41%	21.89%	36.88%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	42	7	1	4	1	5	0	1	3	3	3	0	4	2	3	0	1	2	2	0					
		0.63%	0.63%	0.70%	0.51%	0.24%	0.75%	0.00%	0.55%	0.89%	1.09%	0.85%	0.00%	1.33%	0.78%	3.95%	0.00%	0.79%	0.65%	0.75%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2971	549	69	358	187	343	221	90	110	124	135	33	124	86	39	111	59	134	134	65					
		44.48%	49.19%	48.25%	46.07%	45.61%	51.42%	37.46%	49.18%	32.54%	45.09%	38.14%	34.02%	41.20%	33.59%	51.32%	43.19%	46.46%	43.79%	50.57%	46.10%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	19	5	1	2	1	1	1	0	1	0	3	0	2	1	0	0	0	1	0	0					
		0.28%	0.45%	0.70%	0.26%	0.24%	0.15%	0.17%	0.00%	0.30%	0.00%	0.85%	0.00%	0.66%	0.39%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%					
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
