Выборы Президента Российской Федерации																																		
Дата голосования: 18.03.2018																																		
																																		
Наименование Избирательной комиссии:    Урванская																																		
																																		
Сводная таблица итогов голосования																																		
																																		
	Число участковых избирательных комиссий	23																																
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	23																																
																																		
		Сумма	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299									
1	"Число избирателей, включенных в список избирателей"	43329	2740	1688	773	802	1689	1621	2490	1577	1698	2544	2115	1055	1134	2084	2639	2136	2131	1502	1908	1812	2156	2434	2601									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	44179	2800	1715	780	824	1740	1650	2560	1600	1730	2595	2140	1060	1145	2110	2670	2190	2180	1530	1960	1850	2210	2490	2650									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	39518	2468	1547	667	718	1571	1419	2329	1450	1565	2339	1928	940	1033	1940	2416	1872	1960	1381	1755	1694	1986	2229	2311									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	556	89	22	30	16	26	84	13	3	0	7	0	11	0	0	0	91	16	2	15	6	8	26	91									
6	Число погашенных избирательных бюллетеней	4105	243	146	83	90	143	147	218	147	165	249	212	109	112	170	254	227	204	147	190	150	216	235	248									
7	Число избирательных бюллетеней в переносных ящиках для голосования	556	89	22	30	16	26	84	13	3	0	7	0	11	0	0	0	91	16	2	15	6	8	26	91									
8	Число бюллетеней в стационарных ящиках для голосования	39518	2468	1547	667	718	1571	1419	2329	1450	1565	2339	1928	940	1033	1940	2416	1872	1960	1381	1755	1694	1986	2229	2311									
