Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																						
Дата голосования: 07.12.2003 0:00:00																																																						
																																																						
Наименование Избирательной комиссии:    Нижнеломовская																																																						
																																																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																						
																																																						
		Сумма	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556					
1	"Число избирателей, внесенных в списки"	36397	1811	2428	2049	1444	1821	1957	1819	2174	1688	2021	567	637	323	489	555	391	743	756	706	1126	892	714	95	52	69	304	374	205	352	428	1438	353	91	294	1110	69	212	53	1187	170	354	283	524	81	440	135	613					
2	"Число бюллетеней, полученных участковыми комиссиями"	36241	1780	2401	2052	1442	1827	1900	1842	2171	1689	2028	570	636	322	489	546	370	743	756	700	1150	868	704	123	51	67	300	373	211	346	427	1432	350	97	291	1108	69	211	53	1157	171	355	293	523	77	443	120	607					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	19579	837	1277	988	760	1055	972	920	1014	883	1047	310	249	195	252	355	307	291	617	410	706	644	423	95	48	53	173	216	115	180	254	728	229	59	142	545	36	143	25	597	109	187	142	313	61	237	69	311					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2200	43	99	92	66	48	46	29	67	42	37	94	67	42	38	46	37	57	95	24	90	0	13	0	0	0	34	40	25	32	103	103	30	6	21	59	9	7	3	197	14	54	70	25	4	74	37	81					
6	Число погашенных бюллетеней	14462	900	1025	972	616	724	882	893	1090	764	944	166	320	85	199	145	26	395	44	266	354	224	268	28	3	14	93	117	71	134	70	601	91	32	128	504	24	61	25	363	48	114	81	185	12	132	14	215					
7	Число бюллетеней в переносных ящиках для голосования	2200	43	99	92	66	48	46	29	67	42	37	94	67	42	38	46	37	57	95	24	90	0	13	0	0	0	34	40	25	32	103	103	30	6	21	59	9	7	3	197	14	54	70	25	4	74	37	81					
8	Число бюллетеней в стационарных ящиках для голосования	19578	836	1277	988	760	1055	972	920	1014	883	1047	310	249	195	252	355	307	291	617	410	706	644	423	95	48	53	173	216	115	180	254	728	229	59	142	545	36	143	25	597	109	187	142	313	61	237	69	311					
9	Число недействительных бюллетеней	437	16	22	14	12	18	82	19	6	2	36	13	7	11	1	4	0	7	1	6	7	0	16	0	0	0	2	0	3	2	5	15	5	0	14	17	2	0	1	32	5	6	7	0	2	5	0	14					
10	Число действительных бюллетеней	21341	863	1354	1066	814	1085	936	930	1075	923	1048	391	309	226	289	397	344	341	711	428	789	644	420	95	48	53	205	256	137	210	352	816	254	65	149	587	43	150	27	762	118	235	205	338	63	306	106	378					
