Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																
Дата голосования: 07.12.2003 0:00:00																																
																																
Наименование Избирательной комиссии:    Радищевская																																
																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																
																																
		Сумма	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506					
1	"Число избирателей, внесенных в списки"	12041	1387	1315	1260	613	60	743	310	330	416	343	171	570	123	292	118	160	373	135	597	1347	258	600	142	279	99					
2	"Число бюллетеней, полученных участковыми комиссиями"	11946	1384	1283	1277	616	60	670	307	329	420	341	168	565	118	289	117	158	372	134	606	1345	265	606	139	279	98					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7627	854	915	855	405	45	403	206	225	287	260	111	314	78	221	83	101	223	79	300	874	181	277	99	168	63					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	695	68	32	33	40	5	44	23	30	29	20	7	35	9	15	11	4	41	19	82	68	9	32	12	19	8					
6	Число погашенных бюллетеней	3624	462	336	389	171	10	223	78	74	104	61	50	216	31	53	23	53	108	36	224	403	75	297	28	92	27					
7	Число бюллетеней в переносных ящиках для голосования	695	68	32	33	40	5	44	23	30	29	20	7	35	9	15	11	4	41	19	82	68	9	32	12	19	8					
8	Число бюллетеней в стационарных ящиках для голосования	7626	854	915	855	405	45	403	206	225	287	260	111	313	78	221	83	101	223	79	300	874	181	277	99	168	63					
9	Число недействительных бюллетеней	244	14	42	13	16	4	28	2	5	2	14	11	6	1	8	3	5	9	6	6	16	12	17	1	3	0					
10	Число действительных бюллетеней	8077	908	905	875	429	46	419	227	250	314	266	107	342	86	228	91	100	255	92	376	926	178	292	110	184	71					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	360	40	40	30	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	40	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	64	11	5	10	1	4	3	0	0	2	0	0	0	0	0	0	0	0	0	10	12	0	1	0	4	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	42	7	2	1	1	0	4	1	1	1	0	2	0	3	2	1	2	3	1	1	3	1	0	2	2	1					
14	Число погашенных открепительных удостоверений	296	29	35	20	9	6	7	10	10	8	10	10	10	10	10	10	10	10	10	0	28	10	9	10	6	9					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
18	"1. ""ЕДИНЕНИЕ"""	94	8	5	10	4	3	7	4	0	2	3	4	3	3	0	2	5	11	0	0	9	4	3	3	1	0					
		1.12%	0.86%	0.52%	1.12%	0.89%	6.0%	1.56%	1.74%	0.0%	0.63%	1.07%	3.38%	0.86%	3.44%	0.0%	2.12%	4.76%	4.16%	0.0%	0.0%	0.95%	2.10%	0.97%	2.70%	0.53%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	31	5	0	2	2	0	2	1	1	0	2	1	8	0	2	0	0	0	0	2	1	1	1	0	0	0					
		0.37%	0.54%	0.0%	0.22%	0.44%	0.0%	0.44%	0.43%	0.39%	0.0%	0.71%	0.84%	2.29%	0.0%	0.84%	0.0%	0.0%	0.0%	0.0%	0.52%	0.10%	0.52%	0.32%	0.0%	0.0%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	149	19	21	19	4	0	6	2	5	3	1	0	7	2	2	0	5	3	2	6	24	4	7	3	4	0					
		1.79%	2.06%	2.21%	2.13%	0.89%	0.0%	1.34%	0.87%	1.96%	0.94%	0.35%	0.0%	2.01%	2.29%	0.84%	0.0%	4.76%	1.13%	2.04%	1.57%	2.54%	2.10%	2.26%	2.70%	2.13%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	77	7	10	17	2	0	7	1	0	4	2	0	4	0	1	0	0	2	0	6	6	0	5	0	2	1					
		0.92%	0.75%	1.05%	1.91%	0.44%	0.0%	1.56%	0.43%	0.0%	1.26%	0.71%	0.0%	1.14%	0.0%	0.42%	0.0%	0.0%	0.75%	0.0%	1.57%	0.63%	0.0%	1.61%	0.0%	1.06%	1.40%					
