Выборы Президента Российской Федерации																																																																										
Дата голосования: 04.03.2012																																																																										
																																																																										
Наименование Избирательной комиссии:    Набережные Челны, Центральная																																																																										
																																																																										
Сводная таблица итогов голосования																																																																										
																																																																										
	Число участковых избирательных комиссий	63																																																																								
	Число участковых избирательных комиссий, приступивших к передаче сведений	63																																																																								
																																																																										
		Сумма	УИК №2073	УИК №2074	УИК №2075	УИК №2076	УИК №2077	УИК №2078	УИК №2079	УИК №2080	УИК №2081	УИК №2082	УИК №2083	УИК №2084	УИК №2085	УИК №2086	УИК №2087	УИК №2088	УИК №2089	УИК №2090	УИК №2091	УИК №2092	УИК №2093	УИК №2094	УИК №2095	УИК №2096	УИК №2097	УИК №2098	УИК №2099	УИК №2100	УИК №2101	УИК №2102	УИК №2103	УИК №2104	УИК №2105	УИК №2106	УИК №2107	УИК №2108	УИК №2109	УИК №2110	УИК №2111	УИК №2112	УИК №2113	УИК №2114	УИК №2115	УИК №2116	УИК №2117	УИК №2118	УИК №2119	УИК №2120	УИК №2121	УИК №2122	УИК №2123	УИК №2124	УИК №2125	УИК №2126	УИК №2127	УИК №2128	УИК №2129	УИК №2130	УИК №2131	УИК №2132	УИК №2133	УИК №2134	УИК №2135									
1	Число избирателей, включенных в список избирателей	138175	1469	2131	2536	1928	2235	2527	2172	2364	2232	2707	2529	2051	2155	2478	2602	2150	1689	1806	2632	2100	2167	1304	2419	2442	2652	2406	2433	2260	2386	2130	2422	2454	2007	2139	2237	2242	1263	2221	1949	2408	2186	2352	2062	2223	2369	2385	2325	1804	1789	1737	1964	1294	1486	2302	2378	2310	2223	2540	2610	2529	2077	2495	2301									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	124830	1300	2000	2300	1800	2200	2200	1900	2000	2000	2300	2100	1900	2000	2480	2600	1900	1500	1600	2400	2100	2200	1200	2350	2100	2500	2200	2200	2000	2100	2000	2100	2100	1800	1900	2000	2000	1100	2000	1700	2100	2000	2100	1900	2100	2100	2100	2100	1600	1600	1600	1800	1100	1300	2100	2100	2300	2000	2200	2300	2200	1800	2200	2000									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	113388	1233	1927	2215	1588	1942	2123	1794	1918	1839	2131	1946	1809	1901	2400	2261	1780	1421	1444	1948	1845	1952	1048	1996	1942	2307	2036	2019	1903	1827	1683	1928	1950	1662	1818	1879	1890	989	1715	1567	1919	1836	1868	1750	1933	1730	1783	1873	1546	1401	1367	1615	988	1148	1873	1997	1988	1701	2062	1908	1981	1738	2002	1805									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	2469	24	19	25	2	29	31	23	11	12	29	31	31	25	36	29	30	19	16	316	26	107	73	56	32	10	21	33	16	10	11	46	62	39	39	98	101	102	47	26	14	51	43	54	30	23	32	27	34	36	22	13	59	26	76	29	24	60	22	20	23	20	15	23									
6	Число погашенных избирательных бюллетеней	8973	43	54	60	210	229	46	83	71	149	140	123	60	74	44	310	90	60	140	136	229	141	79	298	126	183	143	148	81	263	306	126	88	99	43	23	9	9	238	107	167	113	189	96	137	347	285	200	20	163	211	172	53	126	151	74	288	239	116	372	196	42	183	172									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2469	24	19	25	2	29	31	23	11	12	29	31	31	25	36	29	30	19	16	316	26	107	73	56	32	10	21	33	16	10	11	46	62	39	39	98	101	102	47	26	14	51	43	54	30	23	32	27	34	36	22	13	59	26	76	29	24	60	22	20	23	20	15	23									
8	Число бюллетеней в стационарных ящиках для голосования	113359	1233	1927	2215	1588	1942	2123	1771	1918	1839	2131	1946	1809	1901	2400	2258	1780	1421	1444	1948	1845	1952	1048	1996	1942	2307	2036	2019	1900	1827	1683	1928	1950	1662	1818	1879	1890	989	1715	1567	1919	1836	1868	1750	1933	1730	1783	1873	1546	1401	1367	1615	988	1148	1873	1997	1988	1701	2062	1908	1981	1738	2002	1805									
9	Число недействительных избирательных бюллетеней	1217	25	12	43	40	12	2	6	17	32	38	13	24	22	41	48	16	7	16	2	27	22	7	0	12	34	9	112	10	40	44	20	17	6	6	9	6	8	3	1	39	12	0	18	0	15	13	7	14	15	34	11	5	22	38	19	21	5	14	37	4	3	21	41									
