Выборы Президента Российской Федерации																																																												
Дата голосования: 04.03.2012																																																												
																																																												
Наименование Избирательной комиссии:    Брянск, Советская																																																												
																																																												
Сводная таблица итогов голосования																																																												
																																																												
	Число участковых избирательных комиссий	49																																																										
	Число участковых избирательных комиссий, приступивших к передаче сведений	49																																																										
																																																												
		Сумма	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139									
1	Число избирателей, включенных в список избирателей	102543	2422	1963	2800	2627	1942	2740	2258	2191	913	2441	1652	1927	1878	1862	1363	2047	1416	2139	2348	2002	2104	2416	2555	2594	2444	2208	2518	1604	2284	1979	1769	2479	2226	2349	2603	2343	1502	2473	2432	2709	1660	2507	3014	1462	2679	2619	426	1490	164									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	92490	2350	1800	2500	2550	1450	2350	2250	2100	700	2200	1550	1650	1700	1700	1050	1600	1050	1900	2150	2000	1750	2300	2400	2450	2050	1950	1850	1500	2050	1850	1700	2350	2150	2250	2250	2150	1350	2450	2400	2200	1350	2350	2200	1300	2500	2450	465	1690	185									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	67081	1802	1368	1633	1404	1048	2230	1718	1448	429	1575	1059	1427	1420	1128	884	1312	981	1105	1527	1289	1369	1988	2138	1574	1628	1189	1772	1006	1819	1332	1478	1417	1561	1365	1688	1632	968	1596	1826	1551	1157	1608	1724	1088	1559	1488	426	215	132									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	4394	272	149	27	50	122	46	34	129	168	25	22	30	60	32	11	252	35	29	69	46	47	41	31	32	64	36	53	33	19	45	31	36	22	20	37	29	38	36	110	26	11	293	296	15	65	125	0	1177	18									
6	Число погашенных избирательных бюллетеней	21015	276	283	840	1096	280	74	498	523	103	600	469	193	220	540	155	36	34	766	554	665	334	271	231	844	358	725	25	461	212	473	191	897	567	865	525	489	344	818	464	623	182	449	180	197	876	837	39	298	35									
7	Число избирательных бюллетеней в переносных ящиках для голосования	4394	272	149	27	50	122	46	34	129	168	25	22	30	60	32	11	252	35	29	69	46	47	41	31	32	64	36	53	33	19	45	31	36	22	20	37	29	38	36	110	26	11	293	296	15	65	125	0	1177	18									
8	Число бюллетеней в стационарных ящиках для голосования	66697	1800	1368	1633	1400	1048	2171	1718	1448	429	1565	1059	1427	1407	1128	884	1312	979	1105	1526	1289	1366	1986	2092	1574	1628	1188	1772	1006	1819	1332	1478	1391	1551	1365	1640	1632	968	1596	1729	1551	1157	1550	1724	1088	1557	1488	426	215	132									
9	Число недействительных избирательных бюллетеней	806	25	23	9	23	13	37	19	19	4	12	14	15	25	12	12	55	5	14	19	12	13	22	20	23	7	12	21	6	16	47	12	13	12	11	22	11	11	17	13	12	14	5	21	11	25	33	2	6	1									
10	Число действительных избирательных бюллетеней	70285	2047	1494	1651	1427	1157	2180	1733	1558	593	1578	1067	1442	1442	1148	883	1509	1009	1120	1576	1323	1400	2005	2103	1583	1685	1212	1804	1033	1822	1330	1497	1414	1561	1374	1655	1650	995	1615	1826	1565	1154	1838	1999	1092	1597	1580	424	1386	149									
11	Число полученных открепительных  удостоверений	755	10	13	24	20	16	17	19	18	7	16	11	17	13	16	16	17	15	10	17	23	16	16	25	17	18	17	15	17	12	22	12	18	12	14	16	17	11	21	20	26	16	18	19	10	17	18	0	0	0									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	754	10	13	24	20	16	17	19	18	7	16	11	17	13	16	16	17	15	10	17	23	16	16	25	16	18	17	15	17	12	22	12	18	12	14	16	17	11	21	20	26	16	18	19	10	17	18	0	0	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	7088	116	172	177	38	280	354	139	55	56	91	54	83	335	77	118	340	245	138	11	88	180	82	31	50	371	250	365	32	330	48	22	76	47	63	324	166	45	25	31	241	99	98	508	180	21	90	33	308	5									
14	Число неиспользованных открепительных удостоверений	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	4367	43	76	153	116	72	89	110	94	36	94	80	94	77	90	31	63	58	99	104	91	68	115	90	99	98	109	50	69	75	91	69	123	103	113	125	128	76	155	128	148	77	127	126	50	165	120	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
