Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																															
Дата голосования: 04.12.2011																																															
																																															
"Наименование Избирательной комиссии:    Орел, Советская"																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №818	УИК №820	УИК №821					
1	"Число избирателей, внесенных в список избирателей"	70318	1496	1605	1443	1508	2244	2457	1424	1933	1427	2055	1869	1852	2261	2695	2635	2215	2496	2603	2347	2148	2198	2161	2147	1827	2157	1684	1741	2449	1566	2035	1652	708	271	146	83	53	219	1793	2146	2569					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	58167	1263	1300	1400	1200	1800	2000	1200	1600	1200	1700	1500	1500	1700	2200	2200	1800	2000	2100	1900	1800	1800	1800	1800	1500	1800	1400	1400	2000	1300	1600	1600	734	272	146	80	53	219	1400	1800	2100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	43945	982	1084	1038	966	1440	1668	883	1269	852	1195	1114	1067	1448	1690	1642	1464	1639	1585	1631	1297	1241	1222	1269	1099	1183	1015	1104	1219	854	1319	1573	2	244	118	0	53	219	1178	1263	1816					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1897	21	18	33	35	33	25	19	38	56	63	57	35	37	35	32	53	33	17	20	49	33	45	25	43	12	18	11	37	30	5	24	704	27	23	80	0	0	24	37	10					
6	Число погашенных избирательных бюллетеней	12325	260	198	329	199	327	307	298	293	292	442	329	398	215	475	526	283	328	498	249	454	526	533	506	358	605	367	285	744	416	276	3	28	1	5	0	0	0	198	500	274					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1897	21	18	33	35	33	25	19	38	56	63	57	35	37	35	32	53	33	17	20	49	33	45	25	43	12	18	11	37	30	5	24	704	27	23	80	0	0	24	37	10					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	43759	979	1082	1038	964	1440	1666	883	1268	850	1190	1114	1067	1443	1683	1642	1459	1637	1584	1618	1295	1238	1222	1267	1099	1183	1012	1104	1217	853	1318	1572	2	244	118	0	53	218	1178	1262	1697					
9	Число недействительных избирательных бюллетеней	910	18	15	17	20	37	36	19	26	10	19	18	22	20	28	30	24	27	66	26	23	26	28	35	19	35	17	17	30	18	25	22	4	10	3	3	2	21	24	30	40					
10	Число действительных избирательных бюллетеней	44746	982	1085	1054	979	1436	1655	883	1280	896	1234	1153	1080	1460	1690	1644	1488	1643	1535	1612	1321	1245	1239	1257	1123	1160	1013	1098	1224	865	1298	1574	702	261	138	77	51	197	1178	1269	1667					
