Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																				
Дата голосования: 04.12.2011																																																				
																																																				
Наименование Избирательной комиссии:    Гудермесская																																																				
																																																				
Сводная таблица результатов выборов																																																				
																																																				
		Сумма	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145					
1	"Число избирателей, внесенных в список избирателей"	69547	1266	1640	1287	2512	1320	1233	1189	1195	1312	1235	1230	2286	1510	1220	1233	1490	783	1707	2005	2301	1902	1067	1626	1613	1669	830	810	2159	1522	2023	1390	2165	1224	1746	2705	1853	1515	2705	502	755	2430	1080	1889	1309	1104					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	69705	1270	1645	1290	2515	1325	1235	1190	1200	1315	1240	1235	2290	1515	1225	1235	1495	785	1710	2010	2310	1910	1070	1630	1615	1670	830	810	2160	1525	2025	1395	2170	1225	1750	2710	1860	1520	2710	503	757	2435	1085	1890	1310	1105					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	68953	1253	1630	1275	2504	1313	1225	1179	1186	1304	1226	1225	2276	1503	1213	1227	1482	774	1696	1993	2295	1894	1063	1618	1603	1658	824	803	2149	1514	2015	1383	2154	1216	1735	2693	1842	1510	2695	490	745	2420	1072	1881	1300	897					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	109	1	2	3	3	2	2	2	1	2	2	1	4	3	2	3	2	1	2	3	3	3	4	0	2	3	2	2	3	3	3	2	5	2	3	4	3	2	4	3	2	3	2	3	2	0					
6	Число погашенных избирательных бюллетеней	443	16	13	12	8	10	8	9	13	9	12	9	10	9	10	5	11	10	12	14	12	13	3	12	10	9	4	5	8	8	7	10	11	7	12	13	15	8	11	10	10	12	11	6	8	8					
7	Число избирательных бюллетеней в переносных ящиках для голосования	309	1	2	3	3	2	2	2	1	2	2	1	4	3	2	3	2	1	2	3	3	3	4	0	2	3	2	2	3	3	3	2	5	2	3	4	3	2	4	3	2	3	2	3	2	200					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	68953	1253	1630	1275	2504	1313	1225	1179	1186	1304	1226	1225	2276	1503	1213	1227	1482	774	1696	1993	2295	1894	1063	1618	1603	1658	824	803	2149	1514	2015	1383	2154	1216	1735	2693	1842	1510	2695	490	745	2420	1072	1881	1300	897					
9	Число недействительных избирательных бюллетеней	27	0	1	1	0	1	2	0	1	2	0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	4	1	0	0	0	0	1	1	1	1	0	0	2	2	1	0	0	0					
10	Число действительных избирательных бюллетеней	69235	1254	1631	1277	2507	1314	1225	1181	1186	1304	1228	1226	2280	1505	1214	1230	1484	775	1698	1996	2298	1896	1066	1617	1605	1661	826	805	2148	1516	2018	1385	2159	1218	1737	2696	1844	1511	2699	493	745	2421	1073	1884	1302	1097					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	298	6	6	6	10	6	6	6	6	6	6	6	10	6	6	6	6	3	3	3	3	3	3	3	3	6	2	2	10	3	3	2	2	6	2	3	3	3	4	3	3	3	3	3	3	101					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	27	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	21					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	271	6	4	6	10	6	5	6	6	6	6	6	10	6	6	6	6	3	3	3	3	3	3	3	3	6	2	2	10	2	3	2	2	6	2	3	3	2	3	3	3	3	3	3	3	80					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																				
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	75	1	1	1	2	2	1	1	1	2	3	2	2	2	2	1	1	1	2	2	2	2	1	2	2	2	2	1	2	1	3	2	2	1	1	1	1	2	2	2	3	2	2	1	2	1					
		0.11%	0.08%	0.06%	0.08%	0.08%	0.15%	0.08%	0.08%	0.08%	0.15%	0.24%	0.16%	0.09%	0.13%	0.16%	0.08%	0.07%	0.13%	0.12%	0.10%	0.09%	0.11%	0.09%	0.12%	0.12%	0.12%	0.24%	0.12%	0.09%	0.07%	0.15%	0.14%	0.09%	0.08%	0.06%	0.04%	0.05%	0.13%	0.07%	0.41%	0.40%	0.08%	0.19%	0.05%	0.15%	0.09%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	52	1	2	1	1	2	2	1	0	2	2	2	2	2	0	1	1	1	2	0	1	1	0	1	0	2	0	2	0	1	1	0	2	1	1	2	1	1	2	1	1	1	1	1	2	1					
		0.08%	0.08%	0.12%	0.08%	0.04%	0.15%	0.16%	0.08%	0.00%	0.15%	0.16%	0.16%	0.09%	0.13%	0.00%	0.08%	0.07%	0.13%	0.12%	0.00%	0.04%	0.05%	0.00%	0.06%	0.00%	0.12%	0.00%	0.25%	0.00%	0.07%	0.05%	0.00%	0.09%	0.08%	0.06%	0.07%	0.05%	0.07%	0.07%	0.20%	0.13%	0.04%	0.09%	0.05%	0.15%	0.09%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	36	1	1	0	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1					
		0.05%	0.08%	0.06%	0.00%	0.04%	0.00%	0.08%	0.08%	0.00%	0.08%	0.08%	0.08%	0.04%	0.07%	0.00%	0.08%	0.07%	0.13%	0.06%	0.05%	0.04%	0.05%	0.00%	0.00%	0.06%	0.06%	0.00%	0.12%	0.05%	0.07%	0.05%	0.07%	0.05%	0.08%	0.06%	0.04%	0.05%	0.07%	0.04%	0.00%	0.00%	0.04%	0.09%	0.05%	0.08%	0.09%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	42	2	1	1	2	2	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	2	0	2	1	0	0	1					
		0.06%	0.16%	0.06%	0.08%	0.08%	0.15%	0.08%	0.08%	0.00%	0.08%	0.08%	0.08%	0.04%	0.07%	0.00%	0.08%	0.07%	0.13%	0.06%	0.05%	0.04%	0.05%	0.09%	0.06%	0.06%	0.06%	0.12%	0.00%	0.05%	0.07%	0.05%	0.00%	0.05%	0.08%	0.06%	0.04%	0.05%	0.00%	0.04%	0.41%	0.00%	0.08%	0.09%	0.00%	0.00%	0.09%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	68992	1248	1626	1273	2500	1307	1219	1176	1185	1297	1220	1219	2273	1498	1211	1225	1479	771	1691	1991	2292	1890	1063	1613	1600	1654	823	799	2143	1511	2011	1382	2152	1213	1732	2690	1839	1507	2692	487	741	2414	1067	1880	1296	1092					
		99.61%	99.52%	99.63%	99.61%	99.72%	99.39%	99.35%	99.58%	99.83%	99.31%	99.35%	99.43%	99.69%	99.47%	99.67%	99.59%	99.66%	99.48%	99.59%	99.75%	99.74%	99.63%	99.63%	99.69%	99.69%	99.58%	99.64%	99.25%	99.58%	99.60%	99.65%	99.78%	99.68%	99.59%	99.65%	99.74%	99.67%	99.67%	99.74%	98.78%	99.20%	99.63%	99.35%	99.79%	99.54%	99.54%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	38	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	2	1	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1					
		0.05%	0.08%	0.00%	0.08%	0.04%	0.08%	0.08%	0.08%	0.00%	0.08%	0.08%	0.08%	0.04%	0.07%	0.08%	0.08%	0.07%	0.00%	0.06%	0.05%	0.04%	0.05%	0.09%	0.00%	0.06%	0.06%	0.00%	0.25%	0.05%	0.07%	0.05%	0.00%	0.05%	0.08%	0.06%	0.04%	0.05%	0.00%	0.04%	0.20%	0.00%	0.04%	0.09%	0.05%	0.08%	0.09%					
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
