Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																		
Дата голосования: 02.12.2007																																																		
																																																		
Наименование Избирательной комиссии:    Гудермесская																																																		
																																																		
Сводная таблица результатов выборов																																																		
																																																		
		Сумма	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143					
1	"Число избирателей, внесенных в списки избирателей"	64220	1011	1685	1494	2400	1594	1850	1072	1019	1423	1123	1004	2248	1693	1300	1063	1199	757	1728	2407	2520	1904	800	1081	1515	1521	700	620	1620	1636	1862	1413	2092	1279	1734	2513	1386	2995	454	760	2051	1010	1676	1008					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	64220	1011	1685	1494	2400	1594	1850	1072	1019	1423	1123	1004	2248	1693	1300	1063	1199	757	1728	2407	2520	1904	800	1081	1515	1521	700	620	1620	1636	1862	1413	2092	1279	1734	2513	1386	2995	454	760	2051	1010	1676	1008					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	63785	1003	1673	1480	2391	1579	1836	1057	1007	1411	1109	991	2237	1682	1288	1051	1184	750	1721	2380	2501	1897	798	1076	1502	1511	692	617	1613	1625	1855	1406	2072	1274	1725	2508	1377	2990	453	757	2041	1000	1663	1002					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	242	4	11	7	2	6	12	6	7	10	6	11	9	9	8	4	6	4	6	10	12	4	2	3	4	7	2	2	3	6	6	7	11	2	4	1	7	2	1	2	5	4	6	1					
6	Число погашенных избирательных бюллетеней	193	4	1	7	7	9	2	9	5	2	8	2	2	2	4	8	9	3	1	17	7	3	0	2	9	3	6	1	4	5	1	0	9	3	5	4	2	3	0	1	5	6	7	5					
7	Число избирательных бюллетеней в переносных ящиках для голосования	242	4	11	7	2	6	12	6	7	10	6	11	9	9	8	4	6	4	6	10	12	4	2	3	4	7	2	2	3	6	6	7	11	2	4	1	7	2	1	2	5	4	6	1					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	63785	1003	1673	1480	2391	1579	1836	1057	1007	1411	1109	991	2237	1682	1288	1051	1184	750	1721	2380	2501	1897	798	1076	1502	1511	692	617	1613	1625	1855	1406	2072	1274	1725	2508	1377	2990	453	757	2041	1000	1663	1002					
9	Число недействительных избирательных бюллетеней	57	0	2	1	0	1	3	0	2	3	1	0	1	2	3	0	0	0	2	5	1	3	1	2	4	1	0	0	1	1	1	2	1	1	2	2	2	2	0	0	3	0	1	0					
10	Число действительных избирательных бюллетеней	63970	1007	1682	1486	2393	1584	1845	1063	1012	1418	1114	1002	2245	1689	1293	1055	1190	754	1725	2385	2512	1898	799	1077	1502	1517	694	619	1615	1630	1860	1411	2082	1275	1727	2507	1382	2990	454	759	2043	1004	1668	1003					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	300	9	9	6	9	6	9	6	6	6	6	6	9	6	9	6	6	6	9	9	9	9	6	6	6	6	6	6	6	6	6	6	9	6	9	6	6	9	6	6	9	6	6	6					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	10	0	1	0	1	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	290	9	8	6	8	6	9	6	6	6	3	6	9	6	8	6	6	6	9	9	9	9	6	6	6	6	6	6	6	6	6	6	9	6	9	5	6	6	6	6	9	6	6	6					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																		
18	1.Политическая партия «Аграрная партия России»	5	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0					
		0.01%	0.00%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.05%	0.00%	0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.05%	0.00%	0.00%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	9	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0					
		0.01%	0.10%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	6	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1					
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	55	1	2	0	1	1	2	2	2	1	0	1	2	3	0	1	2	1	2	2	2	2	1	2	2	2	1	1	2	3	1	2	3	0	0	0	1	2	1	0	0	1	0	0					
		0.09%	0.10%	0.12%	0.00%	0.04%	0.06%	0.11%	0.19%	0.20%	0.07%	0.00%	0.10%	0.09%	0.18%	0.00%	0.09%	0.17%	0.13%	0.12%	0.08%	0.08%	0.11%	0.13%	0.19%	0.13%	0.13%	0.14%	0.16%	0.12%	0.18%	0.05%	0.14%	0.14%	0.00%	0.00%	0.00%	0.07%	0.07%	0.22%	0.00%	0.00%	0.10%	0.00%	0.00%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	50	2	1	1	2	2	2	1	0	1	2	2	0	0	2	1	1	2	1	3	1	0	2	1	0	2	2	1	1	1	2	1	1	2	1	0	0	0	0	2	1	0	2	1					
		0.08%	0.20%	0.06%	0.07%	0.08%	0.13%	0.11%	0.09%	0.00%	0.07%	0.18%	0.20%	0.00%	0.00%	0.15%	0.09%	0.08%	0.27%	0.06%	0.13%	0.04%	0.00%	0.25%	0.09%	0.00%	0.13%	0.29%	0.16%	0.06%	0.06%	0.11%	0.07%	0.05%	0.16%	0.06%	0.00%	0.00%	0.00%	0.00%	0.26%	0.05%	0.00%	0.12%	0.10%					
