Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																														
Дата голосования: 02.12.2007																																														
																																														
Наименование Избирательной комиссии:    Оловяннинская																																														
																																														
Сводная таблица результатов выборов																																														
																																														
		Сумма	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705					
1	"Число избирателей, внесенных в списки избирателей"	28643	806	1558	787	900	125	1077	184	1967	512	189	423	285	350	99	59	213	43	577	79	441	115	612	1641	527	1180	194	352	331	915	612	296	586	278	430	2156	1798	2100	2065	1781					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	27476	770	1506	734	860	140	1060	176	1870	500	200	410	280	340	95	60	215	45	560	80	455	110	600	1510	525	1102	188	370	337	900	580	282	560	274	427	1950	1790	2000	1905	1710					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	19323	440	930	496	556	115	619	142	1325	360	158	370	230	282	79	56	199	43	470	70	300	92	347	950	403	798	165	263	276	394	372	262	505	171	336	1825	1494	1233	1219	978					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1425	48	52	44	54	0	28	0	128	41	5	12	21	32	9	0	9	0	14	7	39	5	126	82	29	34	0	35	55	180	53	0	0	17	0	0	0	89	109	68					
6	Число погашенных избирательных бюллетеней	6728	282	524	194	250	25	413	34	417	99	37	28	29	26	7	4	7	2	76	3	116	13	127	478	93	270	23	72	6	326	155	20	55	86	91	125	296	678	577	664					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1425	48	52	44	54	0	28	0	128	41	5	12	21	32	9	0	9	0	14	7	39	5	126	82	29	34	0	35	55	180	53	0	0	17	0	0	0	89	109	68					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	19321	438	930	496	556	115	619	142	1325	360	158	370	230	282	79	56	199	43	470	70	300	92	347	950	403	798	165	263	276	394	372	262	505	171	336	1825	1494	1233	1219	978					
9	Число недействительных избирательных бюллетеней	238	5	17	19	5	1	10	1	14	10	1	8	1	1	2	0	0	0	4	0	6	1	5	3	7	11	3	1	1	10	10	0	15	2	4	14	7	13	8	18					
10	Число действительных избирательных бюллетеней	20508	481	965	521	605	114	637	141	1439	391	162	374	250	313	86	56	208	43	480	77	333	96	468	1029	425	821	162	297	330	564	415	262	490	186	332	1811	1487	1309	1320	1028					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	400	11	22	11	12	2	15	2	29	7	2	6	4	5	1	1	3	1	8	1	6	2	9	21	7	15	3	5	5	12	8	4	8	4	6	33	25	29	28	27					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	267	6	10	11	1	1	8	0	22	7	0	2	4	4	1	0	0	0	0	0	6	0	5	13	1	15	2	2	5	0	0	0	6	0	2	24	25	29	28	27					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	176	4	3	8	7	0	5	0	2	5	2	1	1	3	0	0	1	0	3	0	2	1	5	3	2	2	0	3	1	1	3	3	1	1	2	46	5	29	10	11					
14	Число погашенных неиспользованных открепительных удостоверений	133	5	12	0	11	1	7	2	7	0	2	4	0	1	0	1	3	1	8	1	0	2	4	8	6	0	1	3	0	12	8	4	2	4	4	9	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																														
18	1.Политическая партия «Аграрная партия России»	476	10	19	8	10	1	25	6	23	14	12	27	13	23	1	0	9	2	25	1	18	9	21	20	19	11	2	15	27	0	6	1	3	4	6	16	19	19	19	12					
		2.29%	2.06%	1.93%	1.48%	1.64%	0.87%	3.86%	4.23%	1.58%	3.49%	7.36%	7.07%	5.18%	7.32%	1.14%	0.00%	4.33%	4.65%	5.17%	1.30%	5.31%	9.28%	4.44%	1.94%	4.40%	1.32%	1.21%	5.03%	8.16%	0.00%	1.41%	0.38%	0.59%	2.13%	1.79%	0.88%	1.27%	1.44%	1.43%	1.15%					
19	2.Всероссийская политическая партия «Гражданская Сила»	40	0	0	0	1	2	2	0	2	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	5	0	0	0	1	1	0	0	0	0	8	3	2	4	4					
		0.19%	0.00%	0.00%	0.00%	0.16%	1.74%	0.31%	0.00%	0.14%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.29%	0.00%	0.21%	0.00%	0.23%	0.60%	0.00%	0.00%	0.00%	0.17%	0.24%	0.00%	0.00%	0.00%	0.00%	0.44%	0.20%	0.15%	0.30%	0.38%					
20	3.Политическая партия «Демократическая партия России»	22	1	1	0	0	0	0	0	1	8	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	1	1	1	0	0	1	0	2					
		0.11%	0.21%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.07%	1.99%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.20%	0.53%	0.30%	0.00%	0.00%	0.08%	0.00%	0.19%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1295	37	87	43	48	5	43	13	37	44	24	30	4	25	4	7	9	0	46	2	31	1	34	94	22	118	2	25	22	9	15	10	34	10	13	43	52	71	109	72					
		6.24%	7.61%	8.86%	7.96%	7.87%	4.35%	6.65%	9.15%	2.55%	10.97%	14.72%	7.85%	1.59%	7.96%	4.55%	12.50%	4.33%	0.00%	9.50%	2.60%	9.14%	1.03%	7.19%	9.11%	5.09%	14.18%	1.21%	8.39%	6.65%	1.57%	3.53%	3.82%	6.73%	5.32%	3.87%	2.36%	3.48%	5.37%	8.21%	6.88%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	23	1	1	3	3	0	3	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	4	0	1	0	1					
		0.11%	0.21%	0.10%	0.56%	0.49%	0.00%	0.46%	0.00%	0.00%	0.75%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.08%	0.00%	0.10%					
23	6.Политическая партия «Партия социальной справедливости»	18	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	3	2	1	4					
		0.09%	0.00%	0.00%	0.19%	0.00%	0.00%	0.31%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.12%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.20%	0.15%	0.08%	0.38%					
24	7.Политическая партия «Либерально-демократическая партия России»	2380	61	149	82	108	12	105	14	207	43	30	25	14	10	8	0	15	1	35	0	17	3	21	94	44	78	12	46	11	61	54	25	50	31	69	295	146	157	150	97					
		11.47%	12.55%	15.17%	15.19%	17.70%	10.43%	16.23%	9.86%	14.25%	10.72%	18.40%	6.54%	5.58%	3.18%	9.09%	0.00%	7.21%	2.33%	7.23%	0.00%	5.01%	3.09%	4.44%	9.11%	10.19%	9.38%	7.27%	15.44%	3.32%	10.63%	12.71%	9.54%	9.90%	16.49%	20.54%	16.16%	9.77%	11.88%	11.30%	9.27%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1035	41	87	34	36	7	58	1	103	13	2	14	11	10	0	2	8	0	9	0	19	2	16	77	15	43	0	13	7	11	20	12	15	9	13	39	62	87	93	46					
		4.99%	8.44%	8.86%	6.30%	5.90%	6.09%	8.96%	0.70%	7.09%	3.24%	1.23%	3.66%	4.38%	3.18%	0.00%	3.57%	3.85%	0.00%	1.86%	0.00%	5.60%	2.06%	3.38%	7.46%	3.47%	5.17%	0.00%	4.36%	2.11%	1.92%	4.71%	4.58%	2.97%	4.79%	3.87%	2.14%	4.15%	6.58%	7.00%	4.40%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	108	2	18	1	6	4	6	0	7	3	1	1	0	1	0	1	0	0	2	0	1	1	3	6	3	5	0	0	0	4	1	0	0	1	2	6	2	6	8	6					
		0.52%	0.41%	1.83%	0.19%	0.98%	3.48%	0.93%	0.00%	0.48%	0.75%	0.61%	0.26%	0.00%	0.32%	0.00%	1.79%	0.00%	0.00%	0.41%	0.00%	0.29%	1.03%	0.63%	0.58%	0.69%	0.60%	0.00%	0.00%	0.00%	0.70%	0.24%	0.00%	0.00%	0.53%	0.60%	0.33%	0.13%	0.45%	0.60%	0.57%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	15071	327	603	348	392	81	393	107	1054	260	93	274	208	243	72	46	167	40	362	74	245	80	369	732	319	557	146	198	262	475	318	212	387	130	227	1393	1200	961	932	784					
		72.65%	67.28%	61.41%	64.44%	64.26%	70.43%	60.74%	75.35%	72.54%	64.84%	57.06%	71.73%	82.87%	77.39%	81.82%	82.14%	80.29%	93.02%	74.79%	96.10%	72.27%	82.47%	78.01%	70.93%	73.84%	66.95%	88.48%	66.44%	79.15%	82.75%	74.82%	80.92%	76.63%	69.15%	67.56%	76.33%	80.32%	72.69%	70.18%	74.95%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	40	1	0	1	1	2	0	0	4	2	0	2	0	0	1	0	0	0	0	0	1	0	3	2	2	2	0	0	0	2	0	1	0	0	0	7	0	2	4	0					
		0.19%	0.21%	0.00%	0.19%	0.16%	1.74%	0.00%	0.00%	0.28%	0.50%	0.00%	0.52%	0.00%	0.00%	1.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.63%	0.19%	0.46%	0.24%	0.00%	0.00%	0.00%	0.35%	0.00%	0.38%	0.00%	0.00%	0.00%	0.38%	0.00%	0.15%	0.30%	0.00%					
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
