Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																												
Дата голосования: 02.12.2007																																												
																																												
"Наименование Избирательной комиссии:    Смоленск, Ленинская"																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571					
1	"Число избирателей, внесенных в списки избирателей"	89325	1639	756	1690	1978	1958	1481	2705	2265	2496	2776	2680	2951	3131	2837	2798	1270	2668	2949	2385	2926	2607	2567	2504	2594	2500	2404	2180	3517	2954	2978	2944	2652	680	2082	3006	1817	3000					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	83650	1500	700	1600	1900	1850	1400	2550	2200	2450	2600	2650	2750	2850	2700	2600	950	2550	2850	2250	2700	2500	2450	2350	2500	2300	2300	2100	2950	2800	2900	2700	2500	600	1900	2700	1700	2800					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	47003	726	434	952	960	965	839	1577	1348	1347	1170	1517	1514	1780	1489	1236	678	1572	1490	1192	1416	1151	1302	1394	1438	1406	1388	985	1910	1430	1684	1667	1169	345	1216	1701	1026	1589					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2064	31	20	25	58	49	35	41	27	33	597	37	35	38	29	16	130	40	23	55	144	85	30	40	36	16	45	47	30	17	29	33	67	22	24	26	25	29					
6	Число погашенных избирательных бюллетеней	34583	743	246	623	882	836	526	932	825	1070	833	1096	1201	1032	1182	1348	142	938	1337	1003	1140	1264	1118	916	1026	878	867	1068	1010	1353	1187	1000	1264	233	660	973	649	1182					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2024	31	20	25	58	49	35	41	27	33	557	37	35	38	29	16	130	40	23	55	144	85	30	40	36	16	45	47	30	17	29	33	67	22	24	26	25	29					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	46893	726	434	948	957	963	839	1574	1348	1347	1170	1515	1514	1780	1489	1236	674	1560	1490	1192	1406	1145	1302	1394	1436	1402	1377	968	1903	1430	1682	1666	1164	345	1214	1701	1026	1576					
9	Число недействительных избирательных бюллетеней	887	11	9	10	29	17	17	23	11	42	51	43	30	24	16	16	33	46	21	27	22	23	57	29	18	17	8	18	34	29	18	26	12	10	32	15	19	24					
10	Число действительных избирательных бюллетеней	48030	746	445	963	986	995	857	1592	1364	1338	1676	1509	1519	1794	1502	1236	771	1554	1492	1220	1528	1207	1275	1405	1454	1401	1414	997	1899	1418	1693	1673	1219	357	1206	1712	1032	1581					
