Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																				
Дата голосования: 07.12.2003 0:00:00																																																				
																																																				
Наименование Избирательной комиссии:    Ташлинская																																																				
																																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																				
																																																				
		Сумма	УИК №1627	УИК №1628	УИК №1629	УИК №1630	УИК №1631	УИК №1632	УИК №1633	УИК №1634	УИК №1635	УИК №1636	УИК №1637	УИК №1638	УИК №1639	УИК №1640	УИК №1641	УИК №1642	УИК №1643	УИК №1644	УИК №1645	УИК №1646	УИК №1647	УИК №1648	УИК №1649	УИК №1650	УИК №1651	УИК №1652	УИК №1653	УИК №1654	УИК №1655	УИК №1656	УИК №1657	УИК №1658	УИК №1659	УИК №1660	УИК №1661	УИК №1662	УИК №1663	УИК №1664	УИК №1665	УИК №1666	УИК №1667	УИК №1668	УИК №1669	УИК №1670	УИК №1671					
1	"Число избирателей, внесенных в списки"	18617	774	496	159	353	229	169	440	85	148	425	645	164	215	237	1085	431	475	99	177	271	557	82	465	159	74	351	91	253	693	194	197	2278	2773	89	583	195	502	158	144	279	229	560	214	184	236					
2	"Число бюллетеней, полученных участковыми комиссиями"	19021	825	515	164	380	225	168	460	86	160	420	670	170	224	245	1145	440	480	101	180	280	545	85	465	165	70	360	95	260	765	185	198	2350	2760	90	590	195	510	150	145	290	232	552	218	175	233					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	13750	625	299	133	289	186	128	296	78	148	340	403	134	140	163	715	329	355	79	117	222	463	60	337	140	64	325	83	229	666	173	157	1336	1698	69	449	151	445	128	126	211	163	513	195	174	216					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	470	0	23	6	0	11	0	12	0	0	40	23	3	15	6	36	6	0	0	0	0	12	0	29	9	0	9	0	3	27	0	7	77	51	9	11	0	13	8	0	11	13	0	0	0	0					
6	Число погашенных бюллетеней	4801	200	193	25	91	28	40	152	8	12	40	244	33	69	76	394	105	125	22	63	58	70	25	99	16	6	26	12	28	72	12	34	937	1011	12	130	44	52	14	19	68	56	39	23	1	17					
7	Число бюллетеней в переносных ящиках для голосования	470	0	23	6	0	11	0	12	0	0	40	23	3	15	6	36	6	0	0	0	0	12	0	29	9	0	9	0	3	27	0	7	77	51	9	11	0	13	8	0	11	13	0	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	13673	625	299	133	289	186	128	296	78	148	340	403	134	140	163	715	329	355	79	117	222	463	60	337	140	64	325	83	229	666	173	157	1259	1698	69	449	151	445	128	126	211	163	513	195	174	216					
9	Число недействительных бюллетеней	177	2	0	1	4	2	9	3	0	4	2	11	3	2	2	8	5	4	0	1	13	7	1	12	0	4	8	4	2	7	3	4	10	11	1	2	3	2	2	0	0	6	8	0	1	3					
10	Число действительных бюллетеней	13966	623	322	138	285	195	119	305	78	144	378	415	134	153	167	743	330	351	79	116	209	468	59	354	149	60	326	79	230	686	170	160	1326	1738	77	458	148	456	134	126	222	170	505	195	173	213					
