Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																										
Дата голосования: 02.12.2007																										
																										
Наименование Избирательной комиссии:    Усть-Пристанская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №1721	УИК №1722	УИК №1723	УИК №1724	УИК №1725	УИК №1726	УИК №1727	УИК №1728	УИК №1729	УИК №1730	УИК №1731	УИК №1732	УИК №1733	УИК №1734	УИК №1735	УИК №1736	УИК №1737	УИК №1738	УИК №1739					
1	"Число избирателей, внесенных в списки избирателей"	12805	232	833	661	188	478	1751	1053	1863	92	612	163	762	375	743	1127	716	536	232	388					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	12150	220	820	640	190	450	1700	950	1750	90	600	160	700	360	700	1050	660	520	210	380					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7786	160	455	445	133	309	1037	525	1071	66	381	114	470	230	566	620	476	340	143	245					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	922	9	81	62	21	20	120	94	57	6	50	13	53	38	52	102	60	29	11	44					
6	Число погашенных избирательных бюллетеней	3442	51	284	133	36	121	543	331	622	18	169	33	177	92	82	328	124	151	56	91					
7	Число избирательных бюллетеней в переносных ящиках для голосования	922	9	81	62	21	20	120	94	57	6	50	13	53	38	52	102	60	29	11	44					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7785	160	455	445	133	309	1036	525	1071	66	381	114	470	230	566	620	476	340	143	245					
9	Число недействительных избирательных бюллетеней	96	1	5	5	5	8	15	5	11	0	6	3	4	3	2	8	8	4	1	2					
10	Число действительных избирательных бюллетеней	8611	168	531	502	149	321	1141	614	1117	72	425	124	519	265	616	714	528	365	153	287					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	93	2	5	5	2	3	15	5	15	2	3	2	5	3	5	5	5	5	2	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	46	0	5	1	0	1	13	0	12	1	0	0	3	0	3	2	2	1	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	37	2	0	2	2	2	4	2	2	0	0	0	3	1	2	3	3	0	6	3					
14	Число погашенных неиспользованных открепительных удостоверений	47	2	0	4	2	2	2	5	3	1	3	2	2	3	2	3	3	4	2	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
