Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																
Дата голосования: 02.12.2007																																																
																																																
Наименование Избирательной комиссии:    Грязовецкая																																																
																																																
Сводная таблица результатов выборов																																																
																																																
		Сумма	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497					
1	"Число избирателей, внесенных в списки избирателей"	29460	2392	2399	2300	2259	1868	1177	2010	564	1028	1464	490	732	187	173	284	345	104	929	571	83	266	122	115	508	1056	151	635	313	522	369	172	203	696	396	308	431	204	163	205	685	581					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	27460	2000	2200	2100	2100	1600	1100	1800	500	950	1300	440	660	190	170	280	340	100	870	540	80	300	120	120	500	1000	150	600	290	550	360	190	210	700	390	310	450	200	150	190	690	670					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	16447	1336	1489	1240	1390	966	673	936	360	543	895	202	412	82	69	129	179	55	536	251	28	178	91	43	243	628	100	291	143	344	182	95	108	430	230	140	318	126	97	121	462	306					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	3336	241	81	103	88	95	36	141	10	35	42	27	37	36	39	94	58	27	159	167	44	36	21	41	156	206	16	180	93	106	102	64	74	145	73	127	55	32	9	23	88	129					
6	Число погашенных избирательных бюллетеней	7677	423	630	757	622	539	391	723	130	372	363	211	211	72	62	57	103	18	175	122	8	86	8	36	101	166	34	129	54	100	76	31	28	125	87	43	77	42	44	46	140	235					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3335	241	81	103	88	95	36	141	10	35	42	27	37	36	39	94	58	27	159	167	44	36	21	41	156	206	16	180	93	106	101	64	74	145	73	127	55	32	9	23	88	129					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16447	1336	1489	1240	1390	966	673	936	360	543	895	202	412	82	69	129	179	55	536	251	28	178	91	43	243	628	100	291	143	344	182	95	108	430	230	140	318	126	97	121	462	306					
9	Число недействительных избирательных бюллетеней	151	10	13	12	12	10	6	4	6	6	4	7	6	0	1	0	1	0	4	2	0	0	0	2	3	10	0	1	3	5	1	9	0	4	1	0	0	2	0	1	3	2					
10	Число действительных избирательных бюллетеней	19631	1567	1557	1331	1466	1051	703	1073	364	572	933	222	443	118	107	223	236	82	691	416	72	214	112	82	396	824	116	470	233	445	282	150	182	571	302	267	373	156	106	143	547	433					
