Выборы Президента Российской Федерации																																																							
Дата голосования: 04.03.2012																																																							
																																																							
Наименование Избирательной комиссии:    Асиновская																																																							
																																																							
Сводная таблица итогов голосования																																																							
																																																							
	Число участковых избирательных комиссий	44																																																					
	Число участковых избирательных комиссий, приступивших к передаче сведений	44																																																					
																																																							
		Сумма	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292									
1	Число избирателей, включенных в список избирателей	29461	305	2129	1768	1439	324	740	987	1542	629	1007	1347	1389	1194	2167	1453	719	677	674	105	669	704	137	74	153	580	223	286	851	324	916	356	307	430	324	176	139	111	225	130	440	137	631	348	195									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	28910	300	2000	1800	1400	320	750	900	1500	600	1000	1400	1400	1200	2000	1400	700	650	650	100	650	700	140	79	150	550	230	290	850	330	940	360	300	440	320	170	130	111	230	120	450	130	630	340	200									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	14072	129	1011	852	740	192	416	470	747	232	386	833	661	525	865	675	238	322	209	53	322	313	66	54	63	299	119	181	333	178	493	179	125	208	174	90	73	47	136	75	281	82	354	183	88									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	1772	30	200	62	73	14	28	65	32	88	65	51	57	68	88	65	63	52	49	8	39	33	10	7	29	27	6	16	97	13	45	13	25	27	19	15	10	9	14	8	41	10	57	18	26									
6	Число погашенных избирательных бюллетеней	13066	141	789	886	587	114	306	365	721	280	549	516	682	607	1047	660	399	276	392	39	289	354	64	18	58	224	105	93	420	139	402	168	150	205	127	65	47	55	80	37	128	38	219	139	86									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1772	30	200	62	73	14	28	65	32	88	65	51	57	68	88	65	63	52	49	8	39	33	10	7	29	27	6	16	97	13	45	13	25	27	19	15	10	9	14	8	41	10	57	18	26									
8	Число бюллетеней в стационарных ящиках для голосования	14070	129	1010	852	740	191	416	470	747	232	386	833	661	525	865	675	238	322	209	53	322	313	66	54	63	299	119	181	333	178	493	179	125	208	174	90	73	47	136	75	281	82	354	183	88									
9	Число недействительных избирательных бюллетеней	121	0	8	6	6	1	1	7	9	1	8	5	9	4	10	7	1	3	1	0	0	1	0	0	0	2	2	0	3	3	3	0	1	4	2	0	2	0	1	1	3	1	2	3	0									
10	Число действительных избирательных бюллетеней	15721	159	1202	908	807	204	443	528	770	319	443	879	709	589	943	733	300	371	257	61	361	345	76	61	92	324	123	197	427	188	535	192	149	231	191	105	81	56	149	82	319	91	409	198	114									
11	Число полученных открепительных  удостоверений	415	5	25	32	20	5	16	10	10	5	10	20	15	15	13	15	10	5	5	5	5	5	5	12	5	6	13	5	10	10	10	5	3	10	8	3	3	3	8	3	20	3	10	5	4									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	261	0	18	27	16	1	11	9	5	4	6	14	10	10	10	12	5	1	4	0	4	3	0	9	0	5	9	3	3	4	8	2	2	7	4	0	0	0	6	1	13	2	5	4	4									
