Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																							
Дата голосования: 02.12.2007																							
																							
Наименование Избирательной комиссии:    Анивская																							
																							
Сводная таблица результатов выборов																							
																							
		Сумма	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №361					
1	"Число избирателей, внесенных в списки избирателей"	11784	2435	358	155	280	233	361	204	106	648	340	125	2620	2119	1176	285	339					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	11532	2337	345	150	250	220	340	186	110	624	320	127	2584	2169	1160	276	334					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7669	1525	222	89	218	185	281	157	59	459	266	101	1591	1452	705	149	210					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	570	72	18	7	13	29	8	15	25	40	31	7	109	86	40	31	39					
6	Число погашенных избирательных бюллетеней	3293	740	105	54	19	6	51	14	26	125	23	19	884	631	415	96	85					
7	Число избирательных бюллетеней в переносных ящиках для голосования	570	72	18	7	13	29	8	15	25	40	31	7	109	86	40	31	39					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7668	1525	222	89	218	185	281	157	59	459	266	101	1591	1451	705	149	210					
9	Число недействительных избирательных бюллетеней	110	20	5	2	5	3	1	6	0	16	1	1	17	23	5	0	5					
10	Число действительных избирательных бюллетеней	8128	1577	235	94	226	211	288	166	84	483	296	107	1683	1514	740	180	244					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	177	25	2	6	1	6	3	6	3	25	17	8	27	21	18	3	6					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	163	24	2	4	0	6	2	6	3	23	15	5	27	21	17	3	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	79	9	5	7	2	1	6	3	1	7	9	5	10	6	4	1	3					
14	Число погашенных неиспользованных открепительных удостоверений	14	1	0	2	1	0	1	0	0	2	2	3	0	0	1	0	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	18	0	0	0	0	0	0	0	0	0	0	0	1	13	4	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
18	1.Политическая партия «Аграрная партия России»	74	22	2	1	5	5	2	0	1	2	2	0	16	8	4	3	1					
		0.90%	1.38%	0.83%	1.04%	2.16%	2.34%	0.69%	0.00%	1.19%	0.40%	0.67%	0.00%	0.94%	0.52%	0.54%	1.67%	0.40%					
19	2.Всероссийская политическая партия «Гражданская Сила»	48	12	4	4	1	1	0	1	0	1	1	0	8	6	6	1	2					
		0.58%	0.75%	1.67%	4.17%	0.43%	0.47%	0.00%	0.58%	0.00%	0.20%	0.34%	0.00%	0.47%	0.39%	0.81%	0.56%	0.80%					
20	3.Политическая партия «Демократическая партия России»	10	2	1	0	0	0	1	0	0	2	0	0	1	2	1	0	0					
		0.12%	0.13%	0.42%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.40%	0.00%	0.00%	0.06%	0.13%	0.13%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	996	205	19	9	22	29	24	31	12	52	43	18	262	140	88	20	22					
		12.09%	12.84%	7.92%	9.38%	9.52%	13.55%	8.30%	18.02%	14.29%	10.42%	14.48%	16.67%	15.41%	9.11%	11.81%	11.11%	8.84%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	21	6	0	0	0	0	0	0	0	2	0	0	4	6	2	0	1					
		0.25%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.24%	0.39%	0.27%	0.00%	0.40%					
23	6.Политическая партия «Партия социальной справедливости»	11	4	0	0	0	0	0	0	0	1	0	0	5	0	1	0	0					
		0.13%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.29%	0.00%	0.13%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	801	178	22	11	19	19	16	11	6	53	28	3	159	164	76	8	28					
		9.72%	11.15%	9.17%	11.46%	8.23%	8.88%	5.54%	6.40%	7.14%	10.62%	9.43%	2.78%	9.35%	10.67%	10.20%	4.44%	11.24%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	450	71	17	3	15	20	32	8	8	26	10	4	97	67	47	12	13					
		5.46%	4.45%	7.08%	3.13%	6.49%	9.35%	11.07%	4.65%	9.52%	5.21%	3.37%	3.70%	5.71%	4.36%	6.31%	6.67%	5.22%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	70	18	6	0	3	1	0	1	3	3	5	0	12	12	2	1	3					
		0.85%	1.13%	2.50%	0.00%	1.30%	0.47%	0.00%	0.58%	3.57%	0.60%	1.68%	0.00%	0.71%	0.78%	0.27%	0.56%	1.20%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	5591	1054	164	66	160	135	213	113	54	340	206	82	1100	1094	505	133	172					
		67.87%	65.99%	68.33%	68.75%	69.26%	63.08%	73.70%	65.70%	64.29%	68.14%	69.36%	75.93%	64.71%	71.18%	67.79%	73.89%	69.08%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	56	5	0	0	1	1	0	1	0	1	1	0	19	15	8	2	2					
		0.68%	0.31%	0.00%	0.00%	0.43%	0.47%	0.00%	0.58%	0.00%	0.20%	0.34%	0.00%	1.12%	0.98%	1.07%	1.11%	0.80%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
