Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																				
Дата голосования: 02.12.2007																																																				
																																																				
Наименование Избирательной комиссии:    Кантемировская																																																				
																																																				
Сводная таблица результатов выборов																																																				
																																																				
		Сумма	УИК №1801	УИК №1802	УИК №1803	УИК №1804	УИК №1805	УИК №1806	УИК №1807	УИК №1808	УИК №1809	УИК №1810	УИК №1811	УИК №1812	УИК №1813	УИК №1814	УИК №1815	УИК №1816	УИК №1817	УИК №1818	УИК №1819	УИК №1820	УИК №1821	УИК №1822	УИК №1823	УИК №1824	УИК №1825	УИК №1826	УИК №1827	УИК №1828	УИК №1829	УИК №1830	УИК №1831	УИК №1832	УИК №1833	УИК №1834	УИК №1835	УИК №1836	УИК №1837	УИК №1838	УИК №1839	УИК №1840	УИК №1841	УИК №1842	УИК №1843	УИК №1844	УИК №1845					
1	"Число избирателей, внесенных в списки избирателей"	30922	1181	1235	1492	1979	1030	1861	1698	72	615	493	568	248	883	241	64	522	389	398	381	738	1216	668	696	1283	151	394	751	215	418	1137	1176	350	396	185	485	305	1206	809	329	1169	135	680	187	228	265					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	30000	1150	1200	1400	1950	1000	1780	1650	70	600	470	575	200	850	225	60	700	375	400	375	700	1200	650	650	1250	130	350	750	200	440	1110	1150	340	350	170	450	300	1130	800	300	1150	150	650	150	200	250					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	17345	741	710	815	1106	491	929	1056	41	372	291	291	162	502	81	48	395	226	252	215	405	609	344	399	711	87	246	392	111	241	669	587	169	183	157	317	207	781	451	194	531	83	349	126	140	132					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	4032	42	52	81	109	50	165	96	10	101	86	153	38	184	100	9	127	103	112	58	41	146	62	25	65	16	45	102	58	81	203	254	132	112	12	43	59	163	105	75	257	36	132	17	38	77					
6	Число погашенных избирательных бюллетеней	8623	367	438	504	735	459	686	498	19	127	93	131	0	164	44	3	178	46	36	102	254	445	244	226	474	27	59	256	31	118	238	309	39	55	1	90	34	186	244	31	362	31	169	7	22	41					
7	Число избирательных бюллетеней в переносных ящиках для голосования	4032	42	52	81	109	50	165	96	10	101	86	153	38	184	100	9	127	103	112	58	41	146	62	25	65	16	45	102	58	81	203	254	132	112	12	43	59	163	105	75	257	36	132	17	38	77					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	17341	741	710	815	1104	491	929	1054	41	372	291	291	162	502	81	48	395	226	252	215	405	609	344	399	711	87	246	392	111	241	669	587	169	183	157	317	207	781	451	194	531	83	349	126	140	132					
9	Число недействительных избирательных бюллетеней	171	8	5	10	8	4	11	11	0	3	2	6	0	3	0	2	2	2	0	0	3	1	5	4	18	0	6	6	2	3	9	5	1	3	0	1	2	4	6	3	6	1	1	0	1	3					
10	Число действительных избирательных бюллетеней	21202	775	757	886	1205	537	1083	1139	51	470	375	438	200	683	181	55	520	327	364	273	443	754	401	420	758	103	285	488	167	319	863	836	300	292	169	359	264	940	550	266	782	118	480	143	177	206					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	383	21	16	13	14	2	24	13	1	3	3	29	3	5	3	1	5	7	3	3	4	10	9	4	9	1	3	6	2	23	7	6	3	0	1	13	2	32	4	8	25	17	11	3	8	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	340	21	16	10	14	2	22	13	0	2	3	29	3	5	0	0	5	7	3	3	1	9	9	4	9	0	3	5	1	23	4	6	0	0	0	10	0	28	4	5	23	17	9	1	8	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	162	12	6	20	8	5	5	4	1	1	1	2	0	2	2	1	2	1	2	1	2	12	1	1	6	1	0	1	0	3	2	3	1	1	1	3	4	4	3	0	10	2	19	1	1	4					
14	Число погашенных неиспользованных открепительных удостоверений	43	0	0	3	0	0	2	0	1	1	0	0	0	0	3	1	0	0	0	0	3	1	0	0	0	1	0	1	1	0	3	0	3	0	1	3	2	4	0	3	2	0	2	2	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	27	2	1	1	3	0	0	3	0	0	0	1	1	0	0	0	1	0	0	3	0	0	1	0	0	1	0	2	0	0	0	1	1	2	0	0	0	0	0	0	3	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
